,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,197 Clarendon Street,Boston,MA,02116,United States,617 375 1500,617 375 1665,https://www.jhfunds.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=GC09&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Financial Opportunities Fund is a closed-ended equity mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. The fund invests in the public equity markets across the globe. It seeks to invest in the stocks of companies operating across the financial services sector. The fund invests in companies across all market capitalizations. It benchmarks the performance of its portfolio against the S&P Composite 1500 Banks Index. The fund was formerly known as John Hancock Bank and Thrift Opportunity Fund. John Hancock Financial Opportunities Fund was formed on August 23, 1994 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Susan A. Curry', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.88,25.92,25.81,26.17,25.88,25.92,25.81,26.17,2.6,0.099700004,1694131200,6.84,1.542531,217.41667,41017,41017,56004,54760,54760,25.56,27.1,800,800,511557056,22.95,39.3,21.598408,28.1996,30.3064,2.6,0.10046368,USD,635553664,0.0,19607400,29691,33637,1690761600,1693440000,0.0015,0.00044,0.20259,0.55,24.411,1.0687805,1672444800,1703980800,1688083200,-92817008,-4.84,0.12,1:4,1230595200,26.834,NYQ,EQUITY,BTO,BTO,John Hancock Financial Opportun,John Hancock Financial Opportunities Fund,777043800,America/New_York,EDT,-14400000,26.09,none,1002294,0.051,125000000,0.023,0.057,23684942,26.116,1.208,0.0135699995,-0.17073,22847252,9263787,37470820,0.074,1.0,0.0,0.61369,USD,
1,197 Clarendon Street,Boston,MA,02116,United States,617 375 1500,617 375 1665,https://www.jhfunds.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=GC09&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Financial Opportunities Fund is a closed-ended equity mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. The fund invests in the public equity markets across the globe. It seeks to invest in the stocks of companies operating across the financial services sector. The fund invests in companies across all market capitalizations. It benchmarks the performance of its portfolio against the S&P Composite 1500 Banks Index. The fund was formerly known as John Hancock Bank and Thrift Opportunity Fund. John Hancock Financial Opportunities Fund was formed on August 23, 1994 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Ms. Lisa A. Welch', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.88,25.92,25.81,26.17,25.88,25.92,25.81,26.17,2.6,0.099700004,1694131200,6.84,1.542531,217.41667,41017,41017,56004,54760,54760,25.56,27.1,800,800,511557056,22.95,39.3,21.598408,28.1996,30.3064,2.6,0.10046368,USD,635553664,0.0,19607400,29691,33637,1690761600,1693440000,0.0015,0.00044,0.20259,0.55,24.411,1.0687805,1672444800,1703980800,1688083200,-92817008,-4.84,0.12,1:4,1230595200,26.834,NYQ,EQUITY,BTO,BTO,John Hancock Financial Opportun,John Hancock Financial Opportunities Fund,777043800,America/New_York,EDT,-14400000,26.09,none,1002294,0.051,125000000,0.023,0.057,23684942,26.116,1.208,0.0135699995,-0.17073,22847252,9263787,37470820,0.074,1.0,0.0,0.61369,USD,
2,197 Clarendon Street,Boston,MA,02116,United States,617 375 1500,617 375 1665,https://www.jhfunds.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=GC09&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Financial Opportunities Fund is a closed-ended equity mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. The fund invests in the public equity markets across the globe. It seeks to invest in the stocks of companies operating across the financial services sector. The fund invests in companies across all market capitalizations. It benchmarks the performance of its portfolio against the S&P Composite 1500 Banks Index. The fund was formerly known as John Hancock Bank and Thrift Opportunity Fund. John Hancock Financial Opportunities Fund was formed on August 23, 1994 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Ryan P. Lentell C.F.A., CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.88,25.92,25.81,26.17,25.88,25.92,25.81,26.17,2.6,0.099700004,1694131200,6.84,1.542531,217.41667,41017,41017,56004,54760,54760,25.56,27.1,800,800,511557056,22.95,39.3,21.598408,28.1996,30.3064,2.6,0.10046368,USD,635553664,0.0,19607400,29691,33637,1690761600,1693440000,0.0015,0.00044,0.20259,0.55,24.411,1.0687805,1672444800,1703980800,1688083200,-92817008,-4.84,0.12,1:4,1230595200,26.834,NYQ,EQUITY,BTO,BTO,John Hancock Financial Opportun,John Hancock Financial Opportunities Fund,777043800,America/New_York,EDT,-14400000,26.09,none,1002294,0.051,125000000,0.023,0.057,23684942,26.116,1.208,0.0135699995,-0.17073,22847252,9263787,37470820,0.074,1.0,0.0,0.61369,USD,
