,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7740 East Evans Road,Scottsdale,AZ,85260,United States,480-385-3893,https://www.kuboo.com,Shell Companies,Financial Services,"Kuboo, Inc., doing business as Safe Communications, Inc., provides open and secure family communications. It operates a child safe virtual world that offers games, edutainment, controlled chat, and multiple channels online streaming in one platform. The company was founded in 2004 and is based in Scottsdale, Arizona.","{'maxAge': 1, 'name': 'Mr. John P. Venners', 'age': 72, 'title': 'CEO & Director', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00675,0.007,0.00675,0.00675,0.00675,0.007,0.00675,0.00675,0.879668,105194,105194,9050,32799,32799,0.0,0.0,0,0,594171,0.00303,0.0169,1197.9254,0.006305,0.00708285,0.0,0.0,USD,1558973,0.0,88025504,0.0,0.00014999999,0.007,0.96428573,1293753600,1325289600,1317340800,-8248149,-0.146,1:20,1147305600,3143.092,-0.197,PNK,EQUITY,SGTB,SGTB,SUGGESTION BOX INC,"Kuboo, Inc.",893424600,America/New_York,EDT,-14400000,0.00675,none,61708,0.001,-7926996,205972,0.051,0.051,496,14.447,0.0,2386,-6765323,-0.792,1.0,0.0,-16242.379,USD,
1,7740 East Evans Road,Scottsdale,AZ,85260,United States,480-385-3893,https://www.kuboo.com,Shell Companies,Financial Services,"Kuboo, Inc., doing business as Safe Communications, Inc., provides open and secure family communications. It operates a child safe virtual world that offers games, edutainment, controlled chat, and multiple channels online streaming in one platform. The company was founded in 2004 and is based in Scottsdale, Arizona.","{'maxAge': 1, 'name': 'Mr. Shouvik  Bhattacharyya', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00675,0.007,0.00675,0.00675,0.00675,0.007,0.00675,0.00675,0.879668,105194,105194,9050,32799,32799,0.0,0.0,0,0,594171,0.00303,0.0169,1197.9254,0.006305,0.00708285,0.0,0.0,USD,1558973,0.0,88025504,0.0,0.00014999999,0.007,0.96428573,1293753600,1325289600,1317340800,-8248149,-0.146,1:20,1147305600,3143.092,-0.197,PNK,EQUITY,SGTB,SGTB,SUGGESTION BOX INC,"Kuboo, Inc.",893424600,America/New_York,EDT,-14400000,0.00675,none,61708,0.001,-7926996,205972,0.051,0.051,496,14.447,0.0,2386,-6765323,-0.792,1.0,0.0,-16242.379,USD,
2,7740 East Evans Road,Scottsdale,AZ,85260,United States,480-385-3893,https://www.kuboo.com,Shell Companies,Financial Services,"Kuboo, Inc., doing business as Safe Communications, Inc., provides open and secure family communications. It operates a child safe virtual world that offers games, edutainment, controlled chat, and multiple channels online streaming in one platform. The company was founded in 2004 and is based in Scottsdale, Arizona.","{'maxAge': 1, 'name': 'Mr. Howard R. Baer', 'age': 78, 'title': 'Founder', 'yearBorn': 1944, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00675,0.007,0.00675,0.00675,0.00675,0.007,0.00675,0.00675,0.879668,105194,105194,9050,32799,32799,0.0,0.0,0,0,594171,0.00303,0.0169,1197.9254,0.006305,0.00708285,0.0,0.0,USD,1558973,0.0,88025504,0.0,0.00014999999,0.007,0.96428573,1293753600,1325289600,1317340800,-8248149,-0.146,1:20,1147305600,3143.092,-0.197,PNK,EQUITY,SGTB,SGTB,SUGGESTION BOX INC,"Kuboo, Inc.",893424600,America/New_York,EDT,-14400000,0.00675,none,61708,0.001,-7926996,205972,0.051,0.051,496,14.447,0.0,2386,-6765323,-0.792,1.0,0.0,-16242.379,USD,
3,7740 East Evans Road,Scottsdale,AZ,85260,United States,480-385-3893,https://www.kuboo.com,Shell Companies,Financial Services,"Kuboo, Inc., doing business as Safe Communications, Inc., provides open and secure family communications. It operates a child safe virtual world that offers games, edutainment, controlled chat, and multiple channels online streaming in one platform. The company was founded in 2004 and is based in Scottsdale, Arizona.","{'maxAge': 1, 'name': 'Mr. Christopher  Sherman', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00675,0.007,0.00675,0.00675,0.00675,0.007,0.00675,0.00675,0.879668,105194,105194,9050,32799,32799,0.0,0.0,0,0,594171,0.00303,0.0169,1197.9254,0.006305,0.00708285,0.0,0.0,USD,1558973,0.0,88025504,0.0,0.00014999999,0.007,0.96428573,1293753600,1325289600,1317340800,-8248149,-0.146,1:20,1147305600,3143.092,-0.197,PNK,EQUITY,SGTB,SGTB,SUGGESTION BOX INC,"Kuboo, Inc.",893424600,America/New_York,EDT,-14400000,0.00675,none,61708,0.001,-7926996,205972,0.051,0.051,496,14.447,0.0,2386,-6765323,-0.792,1.0,0.0,-16242.379,USD,
