,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Jia Cong  Hung', 'age': 62, 'title': 'Chairman & Chief Strategy Officer', 'yearBorn': 1960, 'fiscalYear': 2004, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
1,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Jason S.  Wang', 'age': 59, 'title': 'Co-Pres & Representative Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
2,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Shan-Chieh  Chien', 'age': 64, 'title': 'Co-Pres & Representative Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
3,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Chi-Tung  Liu', 'age': 56, 'title': 'CFO, Sr. VP, Head of Corp. Governance & Company Sec.', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
4,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Dr. Lucas S.  Chang Ph.D.', 'age': 67, 'title': 'Sr. VP & Gen. Counsel', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
5,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Eric  Chen', 'title': 'VP & Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
6,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Ming  Hsu', 'title': 'Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
7,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Mr. Oliver  Chang', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
8,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'TS  Wu', 'title': 'VP & Chief Information Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
9,Hsinchu Science Park,No. 3 Li-Hsin 2nd Road,Hsinchu City,Taiwan,886 3 578 2258,886 3 577 9392,https://www.umc.com,Semiconductors,Technology,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, Singapore, China, Hong Kong, Japan, the United States, Europe, and internationally. The company provides circuit design, mask tooling, wafer fabrication, and assembly and testing services. It serves fabless design companies and integrated device manufacturers. The company was incorporated in 1980 and is headquartered in Hsinchu City, Taiwan.",20000,"{'maxAge': 1, 'name': 'Vic  Yen', 'title': 'Chief Internal Auditor & Division Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,7.38,7.41,7.27,7.41,7.38,7.41,7.27,7.41,0.59,0.0794,1687737600,0.5686,4.51,1.255984,7.29,10.565217,6349819,6349819,5815341,5325590,5325590,7.29,7.3,21500,3200,18317875200,5.36,8.97,0.07219346,7.2568,7.80435,3.6,0.48780486,USD,-96209641472,0.31596002,2253165716,2500600064,49852832,45564343,1690761600,1693440000,0.0199,0.0,0.05367,8.95,130.585,0.055825703,1672444800,1703980800,1688083200,-0.267,80168370176,1.0,0.69,-1.21,1:1,1218153600,-0.379,-0.784,NYQ,EQUITY,UMC,UMC,United Microelectronics Corpora,United Microelectronics Corporation,969370200,America/New_York,EDT,-14400000,7.29,8.7,5.3,7.1,7.2,2.6,hold,4,168229617664,67.275,122782121984,53222494208,1.411,1.672,253733158912,16.282,104.605,0.09932,0.26559,125764377000,-3564969472,121375653888,-0.265,-0.219,0.41092,0.48389998,0.32974,TWD,
