,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Dr. Shui Chung  Wang BSc, J.P., JP, MSc', 'age': 71, 'title': 'Chairman & Chief Exec.', 'yearBorn': 1951, 'fiscalYear': 2023, 'totalPay': 1033000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
1,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Yik-Chunkoo  Wang', 'age': 41, 'title': 'Exec. Director & Sr. VP of Industry Products Group', 'yearBorn': 1981, 'fiscalYear': 2023, 'totalPay': 705000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
2,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Amit  Chhabra', 'age': 48, 'title': 'Sr. VP & CFO', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
3,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Laurent Edmond Gerard  Cardon', 'age': 54, 'title': 'Sr. VP of Global Operations', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
4,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Raman  Mehta', 'age': 56, 'title': 'Sr. VP & Chief Information Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
5,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Christian  Moeller', 'age': 60, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
6,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Tung-Sing  Choi', 'age': 72, 'title': 'Sr. VP of Global Manufacturing', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
7,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Christopher John Hasson', 'age': 59, 'title': 'Exec. VP', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
8,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Kam-Chin  Ko', 'age': 56, 'title': 'Sr. VP of Automotive Products Group', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
9,12 Science Park East Avenue,6th Floor Hong Kong Science Park,Sha Tin,Hong Kong,852 2663 6688,852 2897 2054,https://www.johnsonelectric.com,Auto Parts,Consumer Cyclical,"Johnson Electric Holdings Limited, an investment holding company, engages in the manufacturing and sale of motion systems in Germany, the Czech Republic, France, North America, the People's Republic of China, Asia, South America, and internationally. The company's products portfolio comprises automotive actuators, automotive switches and subsystems, blowers, cargo bikes, edrives, electromagnetic interference shielded flexible circuits, flat flexible cables, flex circuits, gearboxes, haptic motion products, manually operated switches, microelectronics, snap action micro-switches, panel mounted switches, piezo motors and subsystems, piezo stages, and powder metal components. It also offers printed electronics, pumps, relays, security circuits, solenoids, TIPPMATIC auto power-off products, and valves, as well as DC, brushless EC, AC, stepper, and gear motors. The company offers solutions for various industries, including automotive, building automation, business machines, circuit breakers, digital security, bikes, floor care, food and beverage, home technologies, HVAC, industrial and warehouse automation, laboratory equipment, lawn and garden, medical devices, optronics, personal care, power tools, powersports, smart meters, specialty vehicles, ventilation, dishwaters, refrigerators, and washers and dryers. Johnson Electric Holdings Limited was founded in 1959 and is headquartered in Sha Tin, Hong Kong.",35000,"{'maxAge': 1, 'name': 'Mr. Yue  Li', 'age': 62, 'title': 'Sr. VP of Corp. Engineering', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,10,8,8,1693526400,1703980800,86400,4,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.09,0.0633,1689638400,0.2505,1.27515,8.058824,20,20,411,0,0,0.0,0.0,0,0,1275270016,0.933,1.46,0.34976095,1.3544,1.172135,0.065,0.047445253,USD,1449022336,0.04328,287595752,930854016,0.61061,0.1776,2.658,0.51542515,1680220800,1711843200,1680220800,0.917,157804992,0.17,1:4,1405382400,0.397,3.409,PNK,EQUITY,JELCF,JELCF,JOHNSON ELECTRIC HOLDINGS,Johnson Electric Holdings Limited,1410528600,America/New_York,EDT,-14400000,1.37,5.41,5.41,5.41,5.41,none,1,428075008,0.465,425006016,567420992,1.161,1.925,3646118912,22.739,4.025,0.026670001,0.06454,121868248,432492000,0.882,0.059,0.19635001,0.116560005,0.0494,USD,
