,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1900 Southeast Loop 820,Fort Worth,TX,76140,United States,817 872 3200,https://www.tandyleather.com,Specialty Retail,Consumer Cyclical,"Tandy Leather Factory, Inc., together with its subsidiaries, operates as a retailer of leather and leathercraft-related items in the United States, Canada, and Spain. It offers leather, hand tools, hardware, kits, liquids, teaching materials, open workbenches, machinery, and related accessories and supplies. The company also manufactures leather laces, cut leather pieces, do-it-yourself kits, thread laces, belt strips and straps, and Craftaids. In addition, it offers production services, including cutting, splitting, and assembly services to business customers. The company sells its products under the Tandy Leather, Eco-Flo, Craftool, CraftoolPro, Dr. Jackson's, and TandyPro brand names. The company was formerly known as The Leather Factory, Inc. and changed its name to Tandy Leather Factory, Inc. in 2005. Tandy Leather Factory, Inc. was founded in 1919 and is headquartered in Fort Worth, Texas.",494,"{'maxAge': 1, 'name': 'Ms. Janet A. Carr', 'age': 60, 'title': 'CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 524461, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.4,4.2998,4.265,4.4,4.4,4.2998,4.265,4.4,1404259200,0.0,0.885546,15.714286,7.5862074,10403,10403,4741,4370,4370,4.22,4.3,2900,1000,36646940,3.45,5.05,0.46232277,4.2628,4.378,0.0,0.0,USD,36489452,0.029849999,4159677,8328850,813,1043,1689292800,1692057600,0.0001,0.05292,0.56819,0.12,0.0002,6.36,0.6918239,1672444800,1703980800,1688083200,2366000,0.28,0.58,0.46,8.564,NCM,EQUITY,TLF,TLF,"Tandy Leather Factory, Inc.","Tandy Leather Factory, Inc.",749136600,America/New_York,EDT,-14400000,4.4,2.0,buy,10033000,1.205,4261000,11458000,1.199,5.397,79267000,21.62,9.541,0.02698,0.045879997,7968250,5306000,-0.05,0.59047,0.05375,0.038680002,USD,
1,1900 Southeast Loop 820,Fort Worth,TX,76140,United States,817 872 3200,https://www.tandyleather.com,Specialty Retail,Consumer Cyclical,"Tandy Leather Factory, Inc., together with its subsidiaries, operates as a retailer of leather and leathercraft-related items in the United States, Canada, and Spain. It offers leather, hand tools, hardware, kits, liquids, teaching materials, open workbenches, machinery, and related accessories and supplies. The company also manufactures leather laces, cut leather pieces, do-it-yourself kits, thread laces, belt strips and straps, and Craftaids. In addition, it offers production services, including cutting, splitting, and assembly services to business customers. The company sells its products under the Tandy Leather, Eco-Flo, Craftool, CraftoolPro, Dr. Jackson's, and TandyPro brand names. The company was formerly known as The Leather Factory, Inc. and changed its name to Tandy Leather Factory, Inc. in 2005. Tandy Leather Factory, Inc. was founded in 1919 and is headquartered in Fort Worth, Texas.",494,"{'maxAge': 1, 'name': 'Mr. Daniel J. Ross', 'age': 52, 'title': 'Gen. Counsel & Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.4,4.2998,4.265,4.4,4.4,4.2998,4.265,4.4,1404259200,0.0,0.885546,15.714286,7.5862074,10403,10403,4741,4370,4370,4.22,4.3,2900,1000,36646940,3.45,5.05,0.46232277,4.2628,4.378,0.0,0.0,USD,36489452,0.029849999,4159677,8328850,813,1043,1689292800,1692057600,0.0001,0.05292,0.56819,0.12,0.0002,6.36,0.6918239,1672444800,1703980800,1688083200,2366000,0.28,0.58,0.46,8.564,NCM,EQUITY,TLF,TLF,"Tandy Leather Factory, Inc.","Tandy Leather Factory, Inc.",749136600,America/New_York,EDT,-14400000,4.4,2.0,buy,10033000,1.205,4261000,11458000,1.199,5.397,79267000,21.62,9.541,0.02698,0.045879997,7968250,5306000,-0.05,0.59047,0.05375,0.038680002,USD,
