,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Elie Wajih Maalouf', 'age': 58, 'title': 'CEO & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2811161, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
1,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Keith  Barr', 'age': 51, 'title': 'Exec. Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 3587946, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
2,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Michael  Glover', 'age': 51, 'title': 'CFO & Exec. Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
3,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Daniel  Blanchard', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
4,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Stuart  Ford', 'title': 'VP & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
5,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Ms. Nicolette  Henfrey', 'age': 53, 'title': 'Exec. VP, Gen. Counsel & Company Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
6,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Michael  Torres', 'title': 'Chief Communications Officer & VP of Corp. Communications - Americas Region', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
7,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Wayne Scott Hoare', 'age': 59, 'title': 'Chief HR Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
8,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Chris  Moloney', 'title': 'Chief Operating Officer of South West Asia', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
9,Windsor Dials 1,Arthur Road,Windsor,SL4 1RS,United Kingdom,44 1753 972 000,https://www.ihgplc.com,Lodging,Consumer Cyclical,"InterContinental Hotels Group PLC owns, manages, franchises, and leases hotels in the Americas, Europe, Asia, the Middle East, Africa, and Greater China. The company operates hotels under the Six Senses, Regent, InterContinental Hotels & Resorts, Vignette Collection, Kimpton Hotels & Restaurants, Hotel Indigo, voco, HUALUXE, Crowne Plaza, Iberostar Beachfront Resorts, EVEN, Holiday Inn Express, Holiday Inn, avid, Atwell Suites, Staybridge Suites, Holiday Inn Club Vacations, and Candlewood Suites brand names. It also provides IHG Rewards loyalty program. InterContinental Hotels Group PLC was founded in 1777 and is headquartered in Windsor, the United Kingdom.",12899,"{'maxAge': 1, 'name': 'Mr. Allan  McEwan', 'title': 'Sr. VP of Fin. & Devel.  - EMEA', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,10,1,8,1693526400,1672444800,86400,2,78.77,78.99,77.92,79.4095,78.77,78.99,77.92,79.4095,1.43,0.018099999,1693440000,0.39209998,0.954579,22.246458,31.793522,109468,109468,177454,137390,137390,78.0,81.0,900,800,13056083968,47.06,79.41,3.7887647,74.8214,68.8239,1.428,0.01812873,USD,83851059200,0.17934,975450659,166256000,448267,1318525,1690761600,1693440000,0.0027,7e-05,0.05764,2.52,-1.760681,1672444800,1703980800,1688083200,1.125,618000000,3.53,2.47,19:20,1547424000,24.333,91.641,NYQ,EQUITY,IHG,IHG,Intercontinental Hotels Group,InterContinental Hotels Group PLC,1049981400,America/New_York,EDT,-14400000,78.53,3.0,hold,713000000,0.688,915000000,2958000128,1.034,1.04,3446000128,3.279045,0.12666,1498000000,542249984,786000000,1.259,0.277,0.49623,0.26552,0.25913998,USD,0.6716
