,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,32 Harrogate Street,Unit 3,West Leederville,WA,6007,Australia,61 8 6117 4797,61 8 6117 4797,https://www.oarresources.com.au,Other Industrial Metals & Mining,Basic Materials,"OAR Resources Limited explores for and develops mineral deposits in Australia, Peru, and the United States. The company primarily explores for gold, graphite, nickel, copper, iron, platinum-group elements, and base metals deposits. Its lead asset is the 100% owned Crown project that covers an area of 88 square kilometers located within the Yilgarn Craton, Western Australia. The company was formerly known as Oakdale Resources Limited and changed its name to OAR Resources Limited in December 2020. OAR Resources Limited was incorporated in 1985 and is based in West Leederville, Australia.","{'maxAge': 1, 'name': 'Mr. Christopher Peter Gale', 'title': 'Exec. Chairman', 'fiscalYear': 2022, 'totalPay': 240000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0,1.01563,2324904,2324904,6726885,4538771,4538771,0.006,0.007,0,0,15738841,0.003,0.008,39.225407,0.00522,0.0043825,0.0,0.0,AUD,14196871,0.0,1917932427,2623140096,0.20652,0.0,0.002,3.0,1656547200,1688083200,1672444800,-2586175,-0.0,1:72,1406073600,35.382,-4.713,ASX,EQUITY,OAR.AX,OAR.AX,OAR RES FPO,OAR Resources Limited,946854000,Australia/Sydney,AEST,36000000,0.006,none,396571,0.0,-3012089,127215,0.242,0.253,401241,2.45,0.0,-0.29399002,-0.5145,-576310,-2265861,-381600,0.079629995,0.0,-7.51281,AUD,
1,32 Harrogate Street,Unit 3,West Leederville,WA,6007,Australia,61 8 6117 4797,61 8 6117 4797,https://www.oarresources.com.au,Other Industrial Metals & Mining,Basic Materials,"OAR Resources Limited explores for and develops mineral deposits in Australia, Peru, and the United States. The company primarily explores for gold, graphite, nickel, copper, iron, platinum-group elements, and base metals deposits. Its lead asset is the 100% owned Crown project that covers an area of 88 square kilometers located within the Yilgarn Craton, Western Australia. The company was formerly known as Oakdale Resources Limited and changed its name to OAR Resources Limited in December 2020. OAR Resources Limited was incorporated in 1985 and is based in West Leederville, Australia.","{'maxAge': 1, 'name': 'Mr. Yugi  Gouw', 'title': 'CFO & Company Sec.', 'fiscalYear': 2022, 'totalPay': 143000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0,1.01563,2324904,2324904,6726885,4538771,4538771,0.006,0.007,0,0,15738841,0.003,0.008,39.225407,0.00522,0.0043825,0.0,0.0,AUD,14196871,0.0,1917932427,2623140096,0.20652,0.0,0.002,3.0,1656547200,1688083200,1672444800,-2586175,-0.0,1:72,1406073600,35.382,-4.713,ASX,EQUITY,OAR.AX,OAR.AX,OAR RES FPO,OAR Resources Limited,946854000,Australia/Sydney,AEST,36000000,0.006,none,396571,0.0,-3012089,127215,0.242,0.253,401241,2.45,0.0,-0.29399002,-0.5145,-576310,-2265861,-381600,0.079629995,0.0,-7.51281,AUD,
2,32 Harrogate Street,Unit 3,West Leederville,WA,6007,Australia,61 8 6117 4797,61 8 6117 4797,https://www.oarresources.com.au,Other Industrial Metals & Mining,Basic Materials,"OAR Resources Limited explores for and develops mineral deposits in Australia, Peru, and the United States. The company primarily explores for gold, graphite, nickel, copper, iron, platinum-group elements, and base metals deposits. Its lead asset is the 100% owned Crown project that covers an area of 88 square kilometers located within the Yilgarn Craton, Western Australia. The company was formerly known as Oakdale Resources Limited and changed its name to OAR Resources Limited in December 2020. OAR Resources Limited was incorporated in 1985 and is based in West Leederville, Australia.","{'maxAge': 1, 'name': 'Mr. Anthony  Greenaway B.Sc., BSc (Geology)', 'title': 'Technical Director & Non-Exec. Director', 'fiscalYear': 2022, 'totalPay': 122250, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0,1.01563,2324904,2324904,6726885,4538771,4538771,0.006,0.007,0,0,15738841,0.003,0.008,39.225407,0.00522,0.0043825,0.0,0.0,AUD,14196871,0.0,1917932427,2623140096,0.20652,0.0,0.002,3.0,1656547200,1688083200,1672444800,-2586175,-0.0,1:72,1406073600,35.382,-4.713,ASX,EQUITY,OAR.AX,OAR.AX,OAR RES FPO,OAR Resources Limited,946854000,Australia/Sydney,AEST,36000000,0.006,none,396571,0.0,-3012089,127215,0.242,0.253,401241,2.45,0.0,-0.29399002,-0.5145,-576310,-2265861,-381600,0.079629995,0.0,-7.51281,AUD,
3,32 Harrogate Street,Unit 3,West Leederville,WA,6007,Australia,61 8 6117 4797,61 8 6117 4797,https://www.oarresources.com.au,Other Industrial Metals & Mining,Basic Materials,"OAR Resources Limited explores for and develops mineral deposits in Australia, Peru, and the United States. The company primarily explores for gold, graphite, nickel, copper, iron, platinum-group elements, and base metals deposits. Its lead asset is the 100% owned Crown project that covers an area of 88 square kilometers located within the Yilgarn Craton, Western Australia. The company was formerly known as Oakdale Resources Limited and changed its name to OAR Resources Limited in December 2020. OAR Resources Limited was incorporated in 1985 and is based in West Leederville, Australia.","{'maxAge': 1, 'name': 'Mr. Ross  Cameron', 'title': 'Exploration Mang.', 'fiscalYear': 2022, 'totalPay': 102500, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0,1.01563,2324904,2324904,6726885,4538771,4538771,0.006,0.007,0,0,15738841,0.003,0.008,39.225407,0.00522,0.0043825,0.0,0.0,AUD,14196871,0.0,1917932427,2623140096,0.20652,0.0,0.002,3.0,1656547200,1688083200,1672444800,-2586175,-0.0,1:72,1406073600,35.382,-4.713,ASX,EQUITY,OAR.AX,OAR.AX,OAR RES FPO,OAR Resources Limited,946854000,Australia/Sydney,AEST,36000000,0.006,none,396571,0.0,-3012089,127215,0.242,0.253,401241,2.45,0.0,-0.29399002,-0.5145,-576310,-2265861,-381600,0.079629995,0.0,-7.51281,AUD,
4,32 Harrogate Street,Unit 3,West Leederville,WA,6007,Australia,61 8 6117 4797,61 8 6117 4797,https://www.oarresources.com.au,Other Industrial Metals & Mining,Basic Materials,"OAR Resources Limited explores for and develops mineral deposits in Australia, Peru, and the United States. The company primarily explores for gold, graphite, nickel, copper, iron, platinum-group elements, and base metals deposits. Its lead asset is the 100% owned Crown project that covers an area of 88 square kilometers located within the Yilgarn Craton, Western Australia. The company was formerly known as Oakdale Resources Limited and changed its name to OAR Resources Limited in December 2020. OAR Resources Limited was incorporated in 1985 and is based in West Leederville, Australia.","{'maxAge': 1, 'name': 'Mr. Paul Richard Stephen B.Comm', 'title': 'MD, CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.0,1.01563,2324904,2324904,6726885,4538771,4538771,0.006,0.007,0,0,15738841,0.003,0.008,39.225407,0.00522,0.0043825,0.0,0.0,AUD,14196871,0.0,1917932427,2623140096,0.20652,0.0,0.002,3.0,1656547200,1688083200,1672444800,-2586175,-0.0,1:72,1406073600,35.382,-4.713,ASX,EQUITY,OAR.AX,OAR.AX,OAR RES FPO,OAR Resources Limited,946854000,Australia/Sydney,AEST,36000000,0.006,none,396571,0.0,-3012089,127215,0.242,0.253,401241,2.45,0.0,-0.29399002,-0.5145,-576310,-2265861,-381600,0.079629995,0.0,-7.51281,AUD,
