,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Rua Alfredo Mário Pizzotti, 51",Vila Guilherme,São Paulo,SP,02060-040,Brazil,55 11 2903 6000,https://teknokroma.com.br,Steel,Basic Materials,"Tekno S.A. Indústria e Comércio manufactures and sells pre-painted materials in Brazil. The company offers pre-painted material for civil construction, home appliances, furniture, metal packaging, refrigeration, automotive, and other industries. It also provides coil coating solutions for painting, lamination, rotogravure, double sheet lamination, protective film lamination, and lubrication to aid printing processes. Tekno S.A. Indústria e Comércio was founded in 1939 and is based in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. Guilherme Luiz Do Val', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,61.0,0.0,61.0,61.0,61.0,0.0,61.0,61.0,6.22,0.1019,1688342400,0.4548,-0.047207,4.911433,0,0,64,88,88,60.01,61.99,83003312,53.64,73.0,0.29014933,62.2908,63.08345,0.0,0.0,BRL,150157408,0.101789996,366413,1360710,0.77102995,0.00147,92.416,0.66005886,1672444800,1703980800,1688083200,-0.447,36615000,12.42,1031:1000,1398816000,0.525,4.978,SAO,EQUITY,TKNO4.SA,TKNO4.SA,TEKNO       PN,Tekno S.A. Indústria e Comércio,1199361600,America/Sao_Paulo,BRT,-10800000,61.0,none,32135000,10.901,30163000,2476000,1.828,3.649,286071008,0.909,97.039,0.04699,0.13889,69284000,5921375,25992000,-0.447,-0.212,0.19951001,0.10544,0.09016,BRL,
1,"Rua Alfredo Mário Pizzotti, 51",Vila Guilherme,São Paulo,SP,02060-040,Brazil,55 11 2903 6000,https://teknokroma.com.br,Steel,Basic Materials,"Tekno S.A. Indústria e Comércio manufactures and sells pre-painted materials in Brazil. The company offers pre-painted material for civil construction, home appliances, furniture, metal packaging, refrigeration, automotive, and other industries. It also provides coil coating solutions for painting, lamination, rotogravure, double sheet lamination, protective film lamination, and lubrication to aid printing processes. Tekno S.A. Indústria e Comércio was founded in 1939 and is based in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. José Luiz Madeira Do Val', 'title': 'Chief Admin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,61.0,0.0,61.0,61.0,61.0,0.0,61.0,61.0,6.22,0.1019,1688342400,0.4548,-0.047207,4.911433,0,0,64,88,88,60.01,61.99,83003312,53.64,73.0,0.29014933,62.2908,63.08345,0.0,0.0,BRL,150157408,0.101789996,366413,1360710,0.77102995,0.00147,92.416,0.66005886,1672444800,1703980800,1688083200,-0.447,36615000,12.42,1031:1000,1398816000,0.525,4.978,SAO,EQUITY,TKNO4.SA,TKNO4.SA,TEKNO       PN,Tekno S.A. Indústria e Comércio,1199361600,America/Sao_Paulo,BRT,-10800000,61.0,none,32135000,10.901,30163000,2476000,1.828,3.649,286071008,0.909,97.039,0.04699,0.13889,69284000,5921375,25992000,-0.447,-0.212,0.19951001,0.10544,0.09016,BRL,
2,"Rua Alfredo Mário Pizzotti, 51",Vila Guilherme,São Paulo,SP,02060-040,Brazil,55 11 2903 6000,https://teknokroma.com.br,Steel,Basic Materials,"Tekno S.A. Indústria e Comércio manufactures and sells pre-painted materials in Brazil. The company offers pre-painted material for civil construction, home appliances, furniture, metal packaging, refrigeration, automotive, and other industries. It also provides coil coating solutions for painting, lamination, rotogravure, double sheet lamination, protective film lamination, and lubrication to aid printing processes. Tekno S.A. Indústria e Comércio was founded in 1939 and is based in São Paulo, Brazil.","{'maxAge': 1, 'name': 'Mr. José Maria De Campos Maia Netto', 'title': 'Chief Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,61.0,0.0,61.0,61.0,61.0,0.0,61.0,61.0,6.22,0.1019,1688342400,0.4548,-0.047207,4.911433,0,0,64,88,88,60.01,61.99,83003312,53.64,73.0,0.29014933,62.2908,63.08345,0.0,0.0,BRL,150157408,0.101789996,366413,1360710,0.77102995,0.00147,92.416,0.66005886,1672444800,1703980800,1688083200,-0.447,36615000,12.42,1031:1000,1398816000,0.525,4.978,SAO,EQUITY,TKNO4.SA,TKNO4.SA,TEKNO       PN,Tekno S.A. Indústria e Comércio,1199361600,America/Sao_Paulo,BRT,-10800000,61.0,none,32135000,10.901,30163000,2476000,1.828,3.649,286071008,0.909,97.039,0.04699,0.13889,69284000,5921375,25992000,-0.447,-0.212,0.19951001,0.10544,0.09016,BRL,
