,address1,address2,city,zip,country,phone,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Allington House,150 Victoria Street,London,SW1E 5LB,United Kingdom,44 20 7901 3326,Asset Management,Financial Services,John Laing Environmental Assets Group Limited is a fund of John Laing Capital Management Limited.,"{'maxAge': 1, 'name': 'Mr. David  Hardy', 'title': 'Investment Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,97.2,96.7,95.5,98.0,97.2,96.7,95.5,98.0,0.08,0.0779,1693440000,0.4732,5.91,0.196696,636.6666,8.59586,1258942,1258942,1095043,827971,827971,95.6,95.5,0,0,636962048,95.064,132.8,5.873595,101.222,113.9845,0.071,0.0007304527,GBp,642865344,0.90645,661531008,0.00435,0.40941003,1.231,77.57921,1680220800,1711843200,1680220800,-0.936,98300000,0.15,11.11,5.928,LSE,EQUITY,JLEN.L,JLEN.L,JLEN ENVIRONMENTAL ASSETS GROUP,JLEN Environmental Assets Group Limited,1396249200,Europe/London,BST,3600000,95.5,142.0,110.0,126.0,126.0,2.5,buy,2,143000,0.0,0,0.057,0.114,108445000,0.164,0.077659994,0.124630004,108445000,61840500,-9593000,-0.94,-0.901,1.0,0.0,0.90645,GBP,
1,Allington House,150 Victoria Street,London,SW1E 5LB,United Kingdom,44 20 7901 3326,Asset Management,Financial Services,John Laing Environmental Assets Group Limited is a fund of John Laing Capital Management Limited.,"{'maxAge': 1, 'name': 'Mr. Chris  Tanner', 'title': 'Investment Professional', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,97.2,96.7,95.5,98.0,97.2,96.7,95.5,98.0,0.08,0.0779,1693440000,0.4732,5.91,0.196696,636.6666,8.59586,1258942,1258942,1095043,827971,827971,95.6,95.5,0,0,636962048,95.064,132.8,5.873595,101.222,113.9845,0.071,0.0007304527,GBp,642865344,0.90645,661531008,0.00435,0.40941003,1.231,77.57921,1680220800,1711843200,1680220800,-0.936,98300000,0.15,11.11,5.928,LSE,EQUITY,JLEN.L,JLEN.L,JLEN ENVIRONMENTAL ASSETS GROUP,JLEN Environmental Assets Group Limited,1396249200,Europe/London,BST,3600000,95.5,142.0,110.0,126.0,126.0,2.5,buy,2,143000,0.0,0,0.057,0.114,108445000,0.164,0.077659994,0.124630004,108445000,61840500,-9593000,-0.94,-0.901,1.0,0.0,0.90645,GBP,
2,Allington House,150 Victoria Street,London,SW1E 5LB,United Kingdom,44 20 7901 3326,Asset Management,Financial Services,John Laing Environmental Assets Group Limited is a fund of John Laing Capital Management Limited.,"{'maxAge': 1, 'name': 'Ms. Jane  Tang', 'title': 'Investment Adviser', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,97.2,96.7,95.5,98.0,97.2,96.7,95.5,98.0,0.08,0.0779,1693440000,0.4732,5.91,0.196696,636.6666,8.59586,1258942,1258942,1095043,827971,827971,95.6,95.5,0,0,636962048,95.064,132.8,5.873595,101.222,113.9845,0.071,0.0007304527,GBp,642865344,0.90645,661531008,0.00435,0.40941003,1.231,77.57921,1680220800,1711843200,1680220800,-0.936,98300000,0.15,11.11,5.928,LSE,EQUITY,JLEN.L,JLEN.L,JLEN ENVIRONMENTAL ASSETS GROUP,JLEN Environmental Assets Group Limited,1396249200,Europe/London,BST,3600000,95.5,142.0,110.0,126.0,126.0,2.5,buy,2,143000,0.0,0,0.057,0.114,108445000,0.164,0.077659994,0.124630004,108445000,61840500,-9593000,-0.94,-0.901,1.0,0.0,0.90645,GBP,
