,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kaya W.F.G. (Jombi),Mensing 36,Willemstad,Curaçao,599 9 461 1299,599 9 461 5392,https://www.retailholdings.com,Electronics & Computer Distribution,Technology,"Retail Holdings N.V. is in the process of liquidation of its remaining assets. Previously, the company was engaged in the distribution of sewing machines and household appliances in India. It was also involved in the manufacture of sewing products. The company offered its products through wholesale dealers and distributors, an e-commerce platform, and small retail locations. The company was formerly known as Singer N.V. and changed its name to Retail Holdings N.V. in September 2004. Retail Holdings N.V. was founded in 1851 and is headquartered in Willemstad, Curaçao.",3,"{'maxAge': 1, 'name': 'Mr. Stephen H. Goodman', 'age': 77, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1945, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.56,5.0909,1661385600,0.390041,182,182,4956,8830,8830,0.0,0.0,0,0,325516,0.065,0.24,0.0991,0.1228,0.0,0.0,USD,-1011482,0.0,4650240,0.0,0.00032000002,0.268,0.26119402,1672444800,1703980800,1672444800,66000,-0.06,PNK,EQUITY,RHDGF,RHDGF,RETAIL HOLDINGS NV,Retail Holdings N.V.,1009981800,America/New_York,EDT,-14400000,0.07,none,1337000,0.288,0,24.309,24.309,-275000,0.0,0.0,0.0,USD,
1,Kaya W.F.G. (Jombi),Mensing 36,Willemstad,Curaçao,599 9 461 1299,599 9 461 5392,https://www.retailholdings.com,Electronics & Computer Distribution,Technology,"Retail Holdings N.V. is in the process of liquidation of its remaining assets. Previously, the company was engaged in the distribution of sewing machines and household appliances in India. It was also involved in the manufacture of sewing products. The company offered its products through wholesale dealers and distributors, an e-commerce platform, and small retail locations. The company was formerly known as Singer N.V. and changed its name to Retail Holdings N.V. in September 2004. Retail Holdings N.V. was founded in 1851 and is headquartered in Willemstad, Curaçao.",3,"{'maxAge': 1, 'name': 'Ms. Amy  Pappas', 'age': 62, 'title': 'Corp. Sec.', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.56,5.0909,1661385600,0.390041,182,182,4956,8830,8830,0.0,0.0,0,0,325516,0.065,0.24,0.0991,0.1228,0.0,0.0,USD,-1011482,0.0,4650240,0.0,0.00032000002,0.268,0.26119402,1672444800,1703980800,1672444800,66000,-0.06,PNK,EQUITY,RHDGF,RHDGF,RETAIL HOLDINGS NV,Retail Holdings N.V.,1009981800,America/New_York,EDT,-14400000,0.07,none,1337000,0.288,0,24.309,24.309,-275000,0.0,0.0,0.0,USD,
