,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Scott L. Thompson', 'age': 63, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 2417705, 'exercisedValue': 0, 'unexercisedValue': 52730848}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
1,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Bhaskar  Rao', 'age': 56, 'title': 'Exec. VP & CFO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 728062, 'exercisedValue': 0, 'unexercisedValue': 340367}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
2,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Scott J. Vollet', 'age': 58, 'title': 'Exec. VP of Global Operations', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 732986, 'exercisedValue': 0, 'unexercisedValue': 352161}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
3,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Steven H. Rusing', 'age': 57, 'title': 'Exec. VP & Pres of U.S. Sales', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 656197, 'exercisedValue': 0, 'unexercisedValue': 195587}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
4,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. H. Clifford Buster III', 'age': 52, 'title': 'Chief Exec. Officer of Tempur Sealy North America', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 828790, 'exercisedValue': 0, 'unexercisedValue': 659843}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
5,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Aubrey  Moore', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
6,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Mohammad  Vakil', 'title': 'Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
7,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. David  Montgomery', 'age': 61, 'title': 'Exec. VP of Global Bus. Strategy & Devel.', 'yearBorn': 1961, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
8,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Thomas A. Murray', 'age': 53, 'title': 'Exec. VP & Chief Marketing Officer - U.S.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
9,1000 Tempur Way,Lexington,KY,40511,United States,800 878 8889,https://www.tempursealy.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Tempur Sealy International, Inc., together with its subsidiaries, designs, manufactures, markets, and distributes bedding products in the United States and internationally. It provides mattresses, foundations and adjustable foundations, and adjustable bases, as well as other products comprising pillows, mattress covers, sheets, cushions, and various other accessories and comfort products under the Tempur-Pedic, Sealy, Stearns & Foster, and Cocoon by Sealy brand names. The company sells its products through approximately 700 company-owned stores, e-commerce, and call centers; and third party retailers, including third party distribution, hospitality, and healthcare. It also operates a portfolio of retail brands, including Tempur-Pedic retail stores, Sleep Outfitters, Sleep Solutions Outlet, Dreams, and SOVA, as well as licenses Sealy, Tempur, and Stearns & Foster brands; technology; and trademarks to other manufacturers. Tempur Sealy International, Inc. was founded in 1846 and is based in Lexington, Kentucky.",12000,"{'maxAge': 1, 'name': 'Mr. Hansbart  Wijnand', 'age': 52, 'title': 'Exec. VP of International', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,3,3,3,1693526400,1672444800,86400,2,45.97,45.49,44.6,45.52,45.97,45.49,44.6,45.52,0.44,0.0098,1692144000,0.17950001,1.692946,19.11966,14.525975,2928620,2928620,1749254,1581570,1581570,44.75,44.71,800,1300,7702304256,23.62,47.7,1.5564927,44.8636,39.6013,0.42,0.009136393,USD,11013099520,0.08328,126044673,172156992,11933864,10360577,1690761600,1693440000,0.069299996,0.03186,1.0462999,6.16,0.082399994,0.802,55.785538,1672444800,1703980800,1688083200,0.02,412500000,2.34,3.08,1.19,4:1,1606176000,2.226,14.245,NYQ,EQUITY,TPX,TPX,"Tempur Sealy International, Inc","Tempur Sealy International, Inc.",1071757800,America/New_York,EDT,-14400000,44.74,58.0,45.0,52.13,54.5,2.1,buy,8,101800000,0.591,773100032,3403200000,0.574,1.246,4948499968,2307.254,28.804,0.08926,2060700000,193562496,562499968,0.02,0.048,0.42106,0.15623,0.12951,USD,
