,address1,address2,city,state,zip,country,phone,website,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,201 West Lakeway,Suite 518,Gillette,WY,82718,United States,307-920-3410,https://www.nutechenr.com,"NuTech Energy Resources, Inc. operates in the energy sector in the United States. The company is a natural gas and oil exploration and development company. It focuses on acquiring approximately 1,000 coal bed methane gas wells in the State of Wyoming. The company was formerly known as EcoEmissions Solutions, Inc. and changed its name to NuTech Energy Resources, Inc. in June 2015. NuTech Energy Resources, Inc. is based in Gillette, Wyoming.","{'maxAge': 1, 'name': 'Mr. Larry N. Lorenz', 'age': 70, 'title': 'Chairman & Pres', 'yearBorn': 1952, 'fiscalYear': 2010, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.391756,39000,39000,29750,88663,88663,0.0,0.0,0,0,42758,1e-06,1e-06,0.77183294,1e-06,1e-06,0.0,0.0,USD,6230217,0.0,42758598656,-0.093,1267315200,1298851200,1291075200,-12990607,-0.194,112.463,PNK,EQUITY,NERG,NERG,NUTECH ENERGY RESOURCES INC,"NuTech Energy Resources, Inc.",1269523800,America/New_York,EDT,-14400000,1e-06,none,19776,0.0,2649923,0.021,0.588,55398,0.001,-0.56714,55711,-24665,1.0,0.0,-4.5713,USD,
1,201 West Lakeway,Suite 518,Gillette,WY,82718,United States,307-920-3410,https://www.nutechenr.com,"NuTech Energy Resources, Inc. operates in the energy sector in the United States. The company is a natural gas and oil exploration and development company. It focuses on acquiring approximately 1,000 coal bed methane gas wells in the State of Wyoming. The company was formerly known as EcoEmissions Solutions, Inc. and changed its name to NuTech Energy Resources, Inc. in June 2015. NuTech Energy Resources, Inc. is based in Gillette, Wyoming.","{'maxAge': 1, 'name': 'Kevin  Trizna', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.391756,39000,39000,29750,88663,88663,0.0,0.0,0,0,42758,1e-06,1e-06,0.77183294,1e-06,1e-06,0.0,0.0,USD,6230217,0.0,42758598656,-0.093,1267315200,1298851200,1291075200,-12990607,-0.194,112.463,PNK,EQUITY,NERG,NERG,NUTECH ENERGY RESOURCES INC,"NuTech Energy Resources, Inc.",1269523800,America/New_York,EDT,-14400000,1e-06,none,19776,0.0,2649923,0.021,0.588,55398,0.001,-0.56714,55711,-24665,1.0,0.0,-4.5713,USD,
2,201 West Lakeway,Suite 518,Gillette,WY,82718,United States,307-920-3410,https://www.nutechenr.com,"NuTech Energy Resources, Inc. operates in the energy sector in the United States. The company is a natural gas and oil exploration and development company. It focuses on acquiring approximately 1,000 coal bed methane gas wells in the State of Wyoming. The company was formerly known as EcoEmissions Solutions, Inc. and changed its name to NuTech Energy Resources, Inc. in June 2015. NuTech Energy Resources, Inc. is based in Gillette, Wyoming.","{'maxAge': 1, 'name': 'Gerald  Luken', 'title': 'COO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.391756,39000,39000,29750,88663,88663,0.0,0.0,0,0,42758,1e-06,1e-06,0.77183294,1e-06,1e-06,0.0,0.0,USD,6230217,0.0,42758598656,-0.093,1267315200,1298851200,1291075200,-12990607,-0.194,112.463,PNK,EQUITY,NERG,NERG,NUTECH ENERGY RESOURCES INC,"NuTech Energy Resources, Inc.",1269523800,America/New_York,EDT,-14400000,1e-06,none,19776,0.0,2649923,0.021,0.588,55398,0.001,-0.56714,55711,-24665,1.0,0.0,-4.5713,USD,
3,201 West Lakeway,Suite 518,Gillette,WY,82718,United States,307-920-3410,https://www.nutechenr.com,"NuTech Energy Resources, Inc. operates in the energy sector in the United States. The company is a natural gas and oil exploration and development company. It focuses on acquiring approximately 1,000 coal bed methane gas wells in the State of Wyoming. The company was formerly known as EcoEmissions Solutions, Inc. and changed its name to NuTech Energy Resources, Inc. in June 2015. NuTech Energy Resources, Inc. is based in Gillette, Wyoming.","{'maxAge': 1, 'name': 'Mr. Gary  Miller', 'age': 74, 'title': 'VP of Engineering & Technical Services', 'yearBorn': 1948, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.391756,39000,39000,29750,88663,88663,0.0,0.0,0,0,42758,1e-06,1e-06,0.77183294,1e-06,1e-06,0.0,0.0,USD,6230217,0.0,42758598656,-0.093,1267315200,1298851200,1291075200,-12990607,-0.194,112.463,PNK,EQUITY,NERG,NERG,NUTECH ENERGY RESOURCES INC,"NuTech Energy Resources, Inc.",1269523800,America/New_York,EDT,-14400000,1e-06,none,19776,0.0,2649923,0.021,0.588,55398,0.001,-0.56714,55711,-24665,1.0,0.0,-4.5713,USD,
4,201 West Lakeway,Suite 518,Gillette,WY,82718,United States,307-920-3410,https://www.nutechenr.com,"NuTech Energy Resources, Inc. operates in the energy sector in the United States. The company is a natural gas and oil exploration and development company. It focuses on acquiring approximately 1,000 coal bed methane gas wells in the State of Wyoming. The company was formerly known as EcoEmissions Solutions, Inc. and changed its name to NuTech Energy Resources, Inc. in June 2015. NuTech Energy Resources, Inc. is based in Gillette, Wyoming.","{'maxAge': 1, 'name': 'Mr. Thomas  Bennett', 'age': 72, 'title': 'VP of Sales & Marketing', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.391756,39000,39000,29750,88663,88663,0.0,0.0,0,0,42758,1e-06,1e-06,0.77183294,1e-06,1e-06,0.0,0.0,USD,6230217,0.0,42758598656,-0.093,1267315200,1298851200,1291075200,-12990607,-0.194,112.463,PNK,EQUITY,NERG,NERG,NUTECH ENERGY RESOURCES INC,"NuTech Energy Resources, Inc.",1269523800,America/New_York,EDT,-14400000,1e-06,none,19776,0.0,2649923,0.021,0.588,55398,0.001,-0.56714,55711,-24665,1.0,0.0,-4.5713,USD,
