,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4377 Commercial Way,Spring Hill,FL,34606,United States,888 926 4682,813 614 9056,https://www.uatgroup.com,Conglomerates,Conglomerates,Industrials,Industrials,"Umbra Applied Technologies Group, Inc. operates as a green technology development, fabrication, and commercialization company. The company develops and manufactures equipment, products, and systems to global remediation projects. Its technologies include power generation, oil and sand processing, oil shale processing, inland and salt water oil spill remediation, water remediation, water desalinization and medical waste remediation, and e-waste remediation. The company was formerly known as Green Processing Technologies, Inc. and changed its name to Umbra Applied Technologies Group, Inc. in January 2014. The company was incorporated in 2011 and is headquartered in Tampa, Florida. Umbra Applied Technologies Group, Inc. is a subsidiary of Green Processing Technologies, Inc.","{'maxAge': 1, 'name': 'Alex  Umbra', 'title': 'Chairman & CEO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00395,0.00395,0.00395,0.0046,0.00395,0.00395,0.00395,0.0046,0.0,-0.328146,2012068,2012068,877680,1242720,1242720,407813,0.0016,0.0147,0.005808,0.00723,0.0,0.0,USD,-575149,0.0,0,0.0,0.00066,88655000,2.042,0.0022526935,1325289600,1356912000,1333152000,-349001,-0.01,1:25,1389571200,1.803,0.12195122,0.14113986,PNK,EQUITY,UATG,UATG,UMBRA APPLIED TECHNOLOGIES GROU,"Umbra Applied Technologies Group, Inc.",1345037400,America/New_York,EDT,75c1ec98-23ab-3e80-b0e7-1bd8e5bbe554,finmb_1080886,-14400000,0.0046,none,710637,0.312,-318916,125000,2.517,13.625,2.685,-0.07989,-0.1533,-3103652,-91300,0.0,0.0,0.0,USD,
1,4377 Commercial Way,Spring Hill,FL,34606,United States,888 926 4682,813 614 9056,https://www.uatgroup.com,Conglomerates,Conglomerates,Industrials,Industrials,"Umbra Applied Technologies Group, Inc. operates as a green technology development, fabrication, and commercialization company. The company develops and manufactures equipment, products, and systems to global remediation projects. Its technologies include power generation, oil and sand processing, oil shale processing, inland and salt water oil spill remediation, water remediation, water desalinization and medical waste remediation, and e-waste remediation. The company was formerly known as Green Processing Technologies, Inc. and changed its name to Umbra Applied Technologies Group, Inc. in January 2014. The company was incorporated in 2011 and is headquartered in Tampa, Florida. Umbra Applied Technologies Group, Inc. is a subsidiary of Green Processing Technologies, Inc.","{'maxAge': 1, 'name': 'Mr. Thomas L. Crom', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00395,0.00395,0.00395,0.0046,0.00395,0.00395,0.00395,0.0046,0.0,-0.328146,2012068,2012068,877680,1242720,1242720,407813,0.0016,0.0147,0.005808,0.00723,0.0,0.0,USD,-575149,0.0,0,0.0,0.00066,88655000,2.042,0.0022526935,1325289600,1356912000,1333152000,-349001,-0.01,1:25,1389571200,1.803,0.12195122,0.14113986,PNK,EQUITY,UATG,UATG,UMBRA APPLIED TECHNOLOGIES GROU,"Umbra Applied Technologies Group, Inc.",1345037400,America/New_York,EDT,75c1ec98-23ab-3e80-b0e7-1bd8e5bbe554,finmb_1080886,-14400000,0.0046,none,710637,0.312,-318916,125000,2.517,13.625,2.685,-0.07989,-0.1533,-3103652,-91300,0.0,0.0,0.0,USD,
2,4377 Commercial Way,Spring Hill,FL,34606,United States,888 926 4682,813 614 9056,https://www.uatgroup.com,Conglomerates,Conglomerates,Industrials,Industrials,"Umbra Applied Technologies Group, Inc. operates as a green technology development, fabrication, and commercialization company. The company develops and manufactures equipment, products, and systems to global remediation projects. Its technologies include power generation, oil and sand processing, oil shale processing, inland and salt water oil spill remediation, water remediation, water desalinization and medical waste remediation, and e-waste remediation. The company was formerly known as Green Processing Technologies, Inc. and changed its name to Umbra Applied Technologies Group, Inc. in January 2014. The company was incorporated in 2011 and is headquartered in Tampa, Florida. Umbra Applied Technologies Group, Inc. is a subsidiary of Green Processing Technologies, Inc.","{'maxAge': 1, 'name': 'Mr. H. Stephen Shehane', 'title': 'Director of Science and Engineering', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.00395,0.00395,0.00395,0.0046,0.00395,0.00395,0.00395,0.0046,0.0,-0.328146,2012068,2012068,877680,1242720,1242720,407813,0.0016,0.0147,0.005808,0.00723,0.0,0.0,USD,-575149,0.0,0,0.0,0.00066,88655000,2.042,0.0022526935,1325289600,1356912000,1333152000,-349001,-0.01,1:25,1389571200,1.803,0.12195122,0.14113986,PNK,EQUITY,UATG,UATG,UMBRA APPLIED TECHNOLOGIES GROU,"Umbra Applied Technologies Group, Inc.",1345037400,America/New_York,EDT,75c1ec98-23ab-3e80-b0e7-1bd8e5bbe554,finmb_1080886,-14400000,0.0046,none,710637,0.312,-318916,125000,2.517,13.625,2.685,-0.07989,-0.1533,-3103652,-91300,0.0,0.0,0.0,USD,
