,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,276 Fifth Avenue,Suite 505,New York,NY,10001,United States,646 448 5144,https://www.aspu.com,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"Aspen Group, Inc., an education technology company, provides online higher education services in the United States. The company offers baccalaureate, master's, and doctoral degree programs in nursing and health sciences, business and technology, arts and sciences, and education fields through Aspen University and United States University. As of April 30, 2022, it had 13,334 degree-seeking students enrolled. Aspen Group, Inc. was founded in 1987 and is based in New York, New York.",312,"{'maxAge': 1, 'name': 'Mr. Michael D. Mathews', 'age': 60, 'title': 'Chairman & CEO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 455238, 'exercisedValue': 0, 'unexercisedValue': 0}",9,9,9,4,8,1693526400,1672444800,86400,4,0.12865,0.1223,0.1223,0.126745,0.12865,0.1223,0.1223,0.126745,0.0,1.37621,-0.5281042,300,300,33921,39937,39937,0.0,0.0,3000,800,3227219,0.032,0.545,0.045504507,0.14611,0.17493474,0.0,0.0,USD,36797568,-0.13666001,20296267,25462300,57966,111413,1676419200,1678838400,0.0023,0.17186001,0.21683,0.07,0.0023999999,25462300,1.413,0.08969922,1651276800,1682812800,1675123200,-9692289,-0.37,-0.24,1:12,1484006400,0.519,-6.953,-0.7416955,0.14113986,PNK,EQUITY,ASPU,ASPU,Aspen Group Inc.,"Aspen Group, Inc.",1333027800,America/New_York,EDT,421d3cfe-8609-3cdb-be82-e9b95711081b,finmb_128912902,-14400000,0.126745,0.25,0.25,0.25,0.25,2.0,buy,1,1603501,0.063,-5292682,35173848,1.002,1.289,70920864,97.878,2.808,-0.05223,-0.24259001,57231281,-5621169,-8014582,-0.178,0.69412005,-0.07463,-0.09996,USD,
1,276 Fifth Avenue,Suite 505,New York,NY,10001,United States,646 448 5144,https://www.aspu.com,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"Aspen Group, Inc., an education technology company, provides online higher education services in the United States. The company offers baccalaureate, master's, and doctoral degree programs in nursing and health sciences, business and technology, arts and sciences, and education fields through Aspen University and United States University. As of April 30, 2022, it had 13,334 degree-seeking students enrolled. Aspen Group, Inc. was founded in 1987 and is based in New York, New York.",312,"{'maxAge': 1, 'name': 'Mr. Matthew  LaVay', 'age': 53, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 364593, 'exercisedValue': 0, 'unexercisedValue': 0}",9,9,9,4,8,1693526400,1672444800,86400,4,0.12865,0.1223,0.1223,0.126745,0.12865,0.1223,0.1223,0.126745,0.0,1.37621,-0.5281042,300,300,33921,39937,39937,0.0,0.0,3000,800,3227219,0.032,0.545,0.045504507,0.14611,0.17493474,0.0,0.0,USD,36797568,-0.13666001,20296267,25462300,57966,111413,1676419200,1678838400,0.0023,0.17186001,0.21683,0.07,0.0023999999,25462300,1.413,0.08969922,1651276800,1682812800,1675123200,-9692289,-0.37,-0.24,1:12,1484006400,0.519,-6.953,-0.7416955,0.14113986,PNK,EQUITY,ASPU,ASPU,Aspen Group Inc.,"Aspen Group, Inc.",1333027800,America/New_York,EDT,421d3cfe-8609-3cdb-be82-e9b95711081b,finmb_128912902,-14400000,0.126745,0.25,0.25,0.25,0.25,2.0,buy,1,1603501,0.063,-5292682,35173848,1.002,1.289,70920864,97.878,2.808,-0.05223,-0.24259001,57231281,-5621169,-8014582,-0.178,0.69412005,-0.07463,-0.09996,USD,
2,276 Fifth Avenue,Suite 505,New York,NY,10001,United States,646 448 5144,https://www.aspu.com,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"Aspen Group, Inc., an education technology company, provides online higher education services in the United States. The company offers baccalaureate, master's, and doctoral degree programs in nursing and health sciences, business and technology, arts and sciences, and education fields through Aspen University and United States University. As of April 30, 2022, it had 13,334 degree-seeking students enrolled. Aspen Group, Inc. was founded in 1987 and is based in New York, New York.",312,"{'maxAge': 1, 'name': 'Dr. Cheri  St. Arnauld', 'age': 65, 'title': 'Pres & Chief Academic Officer of Aspen University', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 309000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,9,9,4,8,1693526400,1672444800,86400,4,0.12865,0.1223,0.1223,0.126745,0.12865,0.1223,0.1223,0.126745,0.0,1.37621,-0.5281042,300,300,33921,39937,39937,0.0,0.0,3000,800,3227219,0.032,0.545,0.045504507,0.14611,0.17493474,0.0,0.0,USD,36797568,-0.13666001,20296267,25462300,57966,111413,1676419200,1678838400,0.0023,0.17186001,0.21683,0.07,0.0023999999,25462300,1.413,0.08969922,1651276800,1682812800,1675123200,-9692289,-0.37,-0.24,1:12,1484006400,0.519,-6.953,-0.7416955,0.14113986,PNK,EQUITY,ASPU,ASPU,Aspen Group Inc.,"Aspen Group, Inc.",1333027800,America/New_York,EDT,421d3cfe-8609-3cdb-be82-e9b95711081b,finmb_128912902,-14400000,0.126745,0.25,0.25,0.25,0.25,2.0,buy,1,1603501,0.063,-5292682,35173848,1.002,1.289,70920864,97.878,2.808,-0.05223,-0.24259001,57231281,-5621169,-8014582,-0.178,0.69412005,-0.07463,-0.09996,USD,
