,address1,city,state,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2060-1055 West Georgia Street,Vancouver,BC,Canada,https://www.mincosilver.ca,Silver,Basic Materials,"Minco Silver Corporation, an exploration stage company, engages in exploring, evaluating, and developing precious metals mineral properties and projects. The company explores for gold and silver deposits. It holds interests in the Fuwan Silver project. Minco Silver Corporation was incorporated in 2004 and is headquartered in Vancouver, Canada.",12,"{'maxAge': 1, 'name': 'Dr. Ken Z.  Cai', 'age': 58, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 359162, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0905,0.092,0.0915,0.092,0.0905,0.092,0.0915,0.092,0.0,0.592751,600,600,410,2060,2060,0.105,0.135,1000000,300000,7422671,0.08,0.184,0.09544,0.108484,0.0,0.0,EUR,-29846368,0.0,36842673,61025100,0.39491,0.00492,0.671,0.13636364,1672444800,1703980800,1688083200,-1688453,-0.02,9.229,FRA,EQUITY,XYD.F,XYD.F,MINCO SILVER CORP.,Minco Silver Corporation,1171350000,Europe/Berlin,CEST,7200000,0.0915,none,34900952,0.572,-3233825,849753,14.967,18.004,2.143,-0.044159997,-0.041550003,-729451,4427976,-2635111,0.0,0.0,0.0,CAD,
1,2060-1055 West Georgia Street,Vancouver,BC,Canada,https://www.mincosilver.ca,Silver,Basic Materials,"Minco Silver Corporation, an exploration stage company, engages in exploring, evaluating, and developing precious metals mineral properties and projects. The company explores for gold and silver deposits. It holds interests in the Fuwan Silver project. Minco Silver Corporation was incorporated in 2004 and is headquartered in Vancouver, Canada.",12,"{'maxAge': 1, 'name': 'Ms. Renee  Lin', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 30245, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0905,0.092,0.0915,0.092,0.0905,0.092,0.0915,0.092,0.0,0.592751,600,600,410,2060,2060,0.105,0.135,1000000,300000,7422671,0.08,0.184,0.09544,0.108484,0.0,0.0,EUR,-29846368,0.0,36842673,61025100,0.39491,0.00492,0.671,0.13636364,1672444800,1703980800,1688083200,-1688453,-0.02,9.229,FRA,EQUITY,XYD.F,XYD.F,MINCO SILVER CORP.,Minco Silver Corporation,1171350000,Europe/Berlin,CEST,7200000,0.0915,none,34900952,0.572,-3233825,849753,14.967,18.004,2.143,-0.044159997,-0.041550003,-729451,4427976,-2635111,0.0,0.0,0.0,CAD,
2,2060-1055 West Georgia Street,Vancouver,BC,Canada,https://www.mincosilver.ca,Silver,Basic Materials,"Minco Silver Corporation, an exploration stage company, engages in exploring, evaluating, and developing precious metals mineral properties and projects. The company explores for gold and silver deposits. It holds interests in the Fuwan Silver project. Minco Silver Corporation was incorporated in 2004 and is headquartered in Vancouver, Canada.",12,"{'maxAge': 1, 'name': 'Mr. Wade K. Dawe', 'age': 52, 'title': 'Advisor', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0905,0.092,0.0915,0.092,0.0905,0.092,0.0915,0.092,0.0,0.592751,600,600,410,2060,2060,0.105,0.135,1000000,300000,7422671,0.08,0.184,0.09544,0.108484,0.0,0.0,EUR,-29846368,0.0,36842673,61025100,0.39491,0.00492,0.671,0.13636364,1672444800,1703980800,1688083200,-1688453,-0.02,9.229,FRA,EQUITY,XYD.F,XYD.F,MINCO SILVER CORP.,Minco Silver Corporation,1171350000,Europe/Berlin,CEST,7200000,0.0915,none,34900952,0.572,-3233825,849753,14.967,18.004,2.143,-0.044159997,-0.041550003,-729451,4427976,-2635111,0.0,0.0,0.0,CAD,
