,address1,address2,city,state,zip,country,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,383 Richmond Street,Suite 500,London,ON,N6A 3C4,Canada,Packaging & Containers,Consumer Cyclical,"Pearl River Holdings Limited, through its subsidiaries, engages in the manufacture and distribution of plastic products in China, Australia, and the United States. The company was incorporated in 1994 and is based in London, Canada.","{'maxAge': 1, 'name': 'Mr. George W. Lunick', 'age': 63, 'title': 'CEO, Pres & Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 222248, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,1.244635,22000,22000,4080,0,0,0.14,0.19,0,0,4369584,0.16,0.29,0.018163657,0.1614,0.20175,0.0,0.0,CAD,2867832,-0.0104600005,18788137,27309900,50000,147,1677542400,1689292800,0.0018000001,0.30465,0.0,7.77,3.45,0.04637681,1672444800,1703980800,1688083200,-0.449,-2516775,-0.02,0.012,21.58,VAN,EQUITY,PRH.V,PRH.V,PEARL RIVER HOLDINGS LIMITED,Pearl River Holdings Limited,970493400,America/Toronto,EDT,-14400000,0.16,none,73466328,2.69,132896,40025640,3.287,4.185,240567424,31.728,8.807,-0.013040001,-0.00964,17023688,55998464,-0.449,-0.325,0.28339002,0.00055,-0.01763,CNY,
1,383 Richmond Street,Suite 500,London,ON,N6A 3C4,Canada,Packaging & Containers,Consumer Cyclical,"Pearl River Holdings Limited, through its subsidiaries, engages in the manufacture and distribution of plastic products in China, Australia, and the United States. The company was incorporated in 1994 and is based in London, Canada.","{'maxAge': 1, 'name': 'Mrs. Anne  Dang', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 4973, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,1.244635,22000,22000,4080,0,0,0.14,0.19,0,0,4369584,0.16,0.29,0.018163657,0.1614,0.20175,0.0,0.0,CAD,2867832,-0.0104600005,18788137,27309900,50000,147,1677542400,1689292800,0.0018000001,0.30465,0.0,7.77,3.45,0.04637681,1672444800,1703980800,1688083200,-0.449,-2516775,-0.02,0.012,21.58,VAN,EQUITY,PRH.V,PRH.V,PEARL RIVER HOLDINGS LIMITED,Pearl River Holdings Limited,970493400,America/Toronto,EDT,-14400000,0.16,none,73466328,2.69,132896,40025640,3.287,4.185,240567424,31.728,8.807,-0.013040001,-0.00964,17023688,55998464,-0.449,-0.325,0.28339002,0.00055,-0.01763,CNY,
2,383 Richmond Street,Suite 500,London,ON,N6A 3C4,Canada,Packaging & Containers,Consumer Cyclical,"Pearl River Holdings Limited, through its subsidiaries, engages in the manufacture and distribution of plastic products in China, Australia, and the United States. The company was incorporated in 1994 and is based in London, Canada.","{'maxAge': 1, 'name': 'Mr. Leo  Li', 'title': 'Chief Operating Officer of Subsidiary', 'fiscalYear': 2022, 'totalPay': 465139, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,1.244635,22000,22000,4080,0,0,0.14,0.19,0,0,4369584,0.16,0.29,0.018163657,0.1614,0.20175,0.0,0.0,CAD,2867832,-0.0104600005,18788137,27309900,50000,147,1677542400,1689292800,0.0018000001,0.30465,0.0,7.77,3.45,0.04637681,1672444800,1703980800,1688083200,-0.449,-2516775,-0.02,0.012,21.58,VAN,EQUITY,PRH.V,PRH.V,PEARL RIVER HOLDINGS LIMITED,Pearl River Holdings Limited,970493400,America/Toronto,EDT,-14400000,0.16,none,73466328,2.69,132896,40025640,3.287,4.185,240567424,31.728,8.807,-0.013040001,-0.00964,17023688,55998464,-0.449,-0.325,0.28339002,0.00055,-0.01763,CNY,
