,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6 Charlotte Street,Bath,BA1 2NE,United Kingdom,44 1225 428139,44 1225 428140,https://unionjackoil.com,Oil & Gas E&P,Energy,"Union Jack Oil plc operates as an onshore oil and gas company in the United Kingdom. The company focuses on production, drilling, development, and investment in hydrocarbon projects. It holds interests in the West Newton, Wressle Discovery, Broughton North, Biscathorpe, Keddington Oilfield Louth, North Somercotes, Fiskerton Oilfield, North Kelsey, Dukes Wood, Kirklington, Widmerpool Gulf, Laughton, and Humber Basin projects. The company was incorporated in 2011 and is based in Bath, the United Kingdom.",4,"{'maxAge': 1, 'name': 'Mr. David Roger Bramhill', 'age': 71, 'title': 'Exec. Chairman', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 287083, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.5,19.666,19.0,20.0,19.5,19.666,19.0,20.0,0.01,0.0308,1688601600,0.1587,0.67042,960.00006,10.434783,149545,149545,253144,158504,158504,18.5,20.0,0,0,20460674,18.577,37.0,2.654589,23.021,25.89375,0.003,0.00015384615,GBp,14180043,0.27827,103492536,106566000,0.0427,0.00075,0.209,91.86603,1672444800,1703980800,1688083200,-0.719,2144801,0.02,1.84,1:200,1615420800,1.84,3.164,LSE,EQUITY,UJO.L,UJO.L,UNION JACK OIL PLC ORD 5P,Union Jack Oil plc,1375167600,Europe/London,BST,3600000,19.2,2.0,buy,6280609,0.059,4481890,0,8.106,8.131,7707662,0.069,0.0512,0.095290005,7225904,261850,6984385,-0.713,-0.182,0.81254995,0.58147997,0.26955,GBP,
1,6 Charlotte Street,Bath,BA1 2NE,United Kingdom,44 1225 428139,44 1225 428140,https://unionjackoil.com,Oil & Gas E&P,Energy,"Union Jack Oil plc operates as an onshore oil and gas company in the United Kingdom. The company focuses on production, drilling, development, and investment in hydrocarbon projects. It holds interests in the West Newton, Wressle Discovery, Broughton North, Biscathorpe, Keddington Oilfield Louth, North Somercotes, Fiskerton Oilfield, North Kelsey, Dukes Wood, Kirklington, Widmerpool Gulf, Laughton, and Humber Basin projects. The company was incorporated in 2011 and is based in Bath, the United Kingdom.",4,"{'maxAge': 1, 'name': ""Mr. Joseph Bernard O'Farrell"", 'age': 70, 'title': 'Exec. Director', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 120000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.5,19.666,19.0,20.0,19.5,19.666,19.0,20.0,0.01,0.0308,1688601600,0.1587,0.67042,960.00006,10.434783,149545,149545,253144,158504,158504,18.5,20.0,0,0,20460674,18.577,37.0,2.654589,23.021,25.89375,0.003,0.00015384615,GBp,14180043,0.27827,103492536,106566000,0.0427,0.00075,0.209,91.86603,1672444800,1703980800,1688083200,-0.719,2144801,0.02,1.84,1:200,1615420800,1.84,3.164,LSE,EQUITY,UJO.L,UJO.L,UNION JACK OIL PLC ORD 5P,Union Jack Oil plc,1375167600,Europe/London,BST,3600000,19.2,2.0,buy,6280609,0.059,4481890,0,8.106,8.131,7707662,0.069,0.0512,0.095290005,7225904,261850,6984385,-0.713,-0.182,0.81254995,0.58147997,0.26955,GBP,
2,6 Charlotte Street,Bath,BA1 2NE,United Kingdom,44 1225 428139,44 1225 428140,https://unionjackoil.com,Oil & Gas E&P,Energy,"Union Jack Oil plc operates as an onshore oil and gas company in the United Kingdom. The company focuses on production, drilling, development, and investment in hydrocarbon projects. It holds interests in the West Newton, Wressle Discovery, Broughton North, Biscathorpe, Keddington Oilfield Louth, North Somercotes, Fiskerton Oilfield, North Kelsey, Dukes Wood, Kirklington, Widmerpool Gulf, Laughton, and Humber Basin projects. The company was incorporated in 2011 and is based in Bath, the United Kingdom.",4,"{'maxAge': 1, 'name': 'Matthew George Small', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.5,19.666,19.0,20.0,19.5,19.666,19.0,20.0,0.01,0.0308,1688601600,0.1587,0.67042,960.00006,10.434783,149545,149545,253144,158504,158504,18.5,20.0,0,0,20460674,18.577,37.0,2.654589,23.021,25.89375,0.003,0.00015384615,GBp,14180043,0.27827,103492536,106566000,0.0427,0.00075,0.209,91.86603,1672444800,1703980800,1688083200,-0.719,2144801,0.02,1.84,1:200,1615420800,1.84,3.164,LSE,EQUITY,UJO.L,UJO.L,UNION JACK OIL PLC ORD 5P,Union Jack Oil plc,1375167600,Europe/London,BST,3600000,19.2,2.0,buy,6280609,0.059,4481890,0,8.106,8.131,7707662,0.069,0.0512,0.095290005,7225904,261850,6984385,-0.713,-0.182,0.81254995,0.58147997,0.26955,GBP,
