,address1,address2,city,zip,country,phone,fax,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,No. 106 Zhonghuan South Road,Airport Industrial Park,Tianjin,300308,China,86 22 5883 8509,86 22 5883 8555,Industrial Distribution,Industrials,"Shengkai Innovations, Inc., together with its subsidiaries, designs, manufactures, and distributes ceramic valves for industrial use in the People's Republic of China. The company provides ceramic valves in various categories, including gate, ball, back, adjustable, cut-off, and special valves. It also offers various services related to industrial ceramic valves consisting of manufacture, installation, and maintenance of general industrial ceramic valves, as well as the design and manufacture of a range of non-standard ceramic valves. The company sells its products through direct sales personnel and agents to electric power, petrochemical, chemical, aluminum, and metallurgy industries. Shengkai Innovations, Inc. also exports its products to Europe, North America, the Middle East, and the Asia-Pacific region. The company is headquartered in Tianjin, the People's Republic of China.",135,"{'maxAge': 1, 'name': 'Mr. Chen  Wang', 'age': 57, 'title': 'Chairman, Chief Exec. Officer, Chief Technology Officer and Chief Exec. Officer of Shengkai', 'yearBorn': 1965, 'fiscalYear': 2012, 'totalPay': 18000, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-2.005878,4000,4000,0,0,0,0.0,0.0,0,0,16336,1e-06,0.0001,0.0009672227,0.0001,0.0001,0.0,0.0,USD,-65679568,-0.19839,17196200,48715,66442,1368576000,1371168000,0.0028,0.62,0.0055,8.028,1.2456402e-07,1341014400,1372550400,1364688000,-3350709,-0.0,1:2,1331510400,-3.889,-75.698,PNK,EQUITY,VALV,VALV,SHENGKAI INNOVATIONS INC,"Shengkai Innovations, Inc.",1155216600,America/New_York,EDT,-14400000,1e-06,none,66271536,3.854,867653,0,30.933,34.021,16889596,0.983,-0.01715,-0.02406,13976376,-2380837,-2540201,-0.479,0.36681,0.051370002,-0.2307,USD,
1,No. 106 Zhonghuan South Road,Airport Industrial Park,Tianjin,300308,China,86 22 5883 8509,86 22 5883 8555,Industrial Distribution,Industrials,"Shengkai Innovations, Inc., together with its subsidiaries, designs, manufactures, and distributes ceramic valves for industrial use in the People's Republic of China. The company provides ceramic valves in various categories, including gate, ball, back, adjustable, cut-off, and special valves. It also offers various services related to industrial ceramic valves consisting of manufacture, installation, and maintenance of general industrial ceramic valves, as well as the design and manufacture of a range of non-standard ceramic valves. The company sells its products through direct sales personnel and agents to electric power, petrochemical, chemical, aluminum, and metallurgy industries. Shengkai Innovations, Inc. also exports its products to Europe, North America, the Middle East, and the Asia-Pacific region. The company is headquartered in Tianjin, the People's Republic of China.",135,"{'maxAge': 1, 'name': 'Ms. Linbin  Zhang', 'age': 39, 'title': 'Interim Chief Financial Officer and Treasury Mang.', 'yearBorn': 1983, 'fiscalYear': 2012, 'totalPay': 28507, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-2.005878,4000,4000,0,0,0,0.0,0.0,0,0,16336,1e-06,0.0001,0.0009672227,0.0001,0.0001,0.0,0.0,USD,-65679568,-0.19839,17196200,48715,66442,1368576000,1371168000,0.0028,0.62,0.0055,8.028,1.2456402e-07,1341014400,1372550400,1364688000,-3350709,-0.0,1:2,1331510400,-3.889,-75.698,PNK,EQUITY,VALV,VALV,SHENGKAI INNOVATIONS INC,"Shengkai Innovations, Inc.",1155216600,America/New_York,EDT,-14400000,1e-06,none,66271536,3.854,867653,0,30.933,34.021,16889596,0.983,-0.01715,-0.02406,13976376,-2380837,-2540201,-0.479,0.36681,0.051370002,-0.2307,USD,
2,No. 106 Zhonghuan South Road,Airport Industrial Park,Tianjin,300308,China,86 22 5883 8509,86 22 5883 8555,Industrial Distribution,Industrials,"Shengkai Innovations, Inc., together with its subsidiaries, designs, manufactures, and distributes ceramic valves for industrial use in the People's Republic of China. The company provides ceramic valves in various categories, including gate, ball, back, adjustable, cut-off, and special valves. It also offers various services related to industrial ceramic valves consisting of manufacture, installation, and maintenance of general industrial ceramic valves, as well as the design and manufacture of a range of non-standard ceramic valves. The company sells its products through direct sales personnel and agents to electric power, petrochemical, chemical, aluminum, and metallurgy industries. Shengkai Innovations, Inc. also exports its products to Europe, North America, the Middle East, and the Asia-Pacific region. The company is headquartered in Tianjin, the People's Republic of China.",135,"{'maxAge': 1, 'name': 'Ms. He  Li', 'age': 46, 'title': 'Chief Operating Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-2.005878,4000,4000,0,0,0,0.0,0.0,0,0,16336,1e-06,0.0001,0.0009672227,0.0001,0.0001,0.0,0.0,USD,-65679568,-0.19839,17196200,48715,66442,1368576000,1371168000,0.0028,0.62,0.0055,8.028,1.2456402e-07,1341014400,1372550400,1364688000,-3350709,-0.0,1:2,1331510400,-3.889,-75.698,PNK,EQUITY,VALV,VALV,SHENGKAI INNOVATIONS INC,"Shengkai Innovations, Inc.",1155216600,America/New_York,EDT,-14400000,1e-06,none,66271536,3.854,867653,0,30.933,34.021,16889596,0.983,-0.01715,-0.02406,13976376,-2380837,-2540201,-0.479,0.36681,0.051370002,-0.2307,USD,
3,No. 106 Zhonghuan South Road,Airport Industrial Park,Tianjin,300308,China,86 22 5883 8509,86 22 5883 8555,Industrial Distribution,Industrials,"Shengkai Innovations, Inc., together with its subsidiaries, designs, manufactures, and distributes ceramic valves for industrial use in the People's Republic of China. The company provides ceramic valves in various categories, including gate, ball, back, adjustable, cut-off, and special valves. It also offers various services related to industrial ceramic valves consisting of manufacture, installation, and maintenance of general industrial ceramic valves, as well as the design and manufacture of a range of non-standard ceramic valves. The company sells its products through direct sales personnel and agents to electric power, petrochemical, chemical, aluminum, and metallurgy industries. Shengkai Innovations, Inc. also exports its products to Europe, North America, the Middle East, and the Asia-Pacific region. The company is headquartered in Tianjin, the People's Republic of China.",135,"{'maxAge': 1, 'name': 'Mr. Liu  Xiaoqian', 'age': 43, 'title': 'Chief Marketing Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-2.005878,4000,4000,0,0,0,0.0,0.0,0,0,16336,1e-06,0.0001,0.0009672227,0.0001,0.0001,0.0,0.0,USD,-65679568,-0.19839,17196200,48715,66442,1368576000,1371168000,0.0028,0.62,0.0055,8.028,1.2456402e-07,1341014400,1372550400,1364688000,-3350709,-0.0,1:2,1331510400,-3.889,-75.698,PNK,EQUITY,VALV,VALV,SHENGKAI INNOVATIONS INC,"Shengkai Innovations, Inc.",1155216600,America/New_York,EDT,-14400000,1e-06,none,66271536,3.854,867653,0,30.933,34.021,16889596,0.983,-0.01715,-0.02406,13976376,-2380837,-2540201,-0.479,0.36681,0.051370002,-0.2307,USD,
