,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8 Sackville Street,Mayfair,London,W1S 3DG,United Kingdom,https://www.zegona.com,Telecom Services,Communication Services,"Zegona Communications plc focuses on investing in telecommunications, media, and technology businesses in Europe. The company was incorporated in 2015 and is based in London, the United Kingdom.",6,"{'maxAge': 1, 'name': ""Mr. Eamonn  Francis O'Hare"", 'age': 59, 'title': 'Founder, Exec. Chairman & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 881044, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,34.5,34.0,34.0,34.0,34.5,34.0,34.0,34.0,1625097600,0.0,0.31569,-70.408165,10097,10097,1738,1121,1121,31.2,37.0,0,0,2129485,34.0,81.9,36.74,57.3085,0.0,0.0,GBp,-3760513,0.0,3741723,6172420,0.32751998,0.52421004,1.707,20.210896,1672444800,1703980800,1672444800,-3313000,-0.52,-0.49,1.143,LSE,EQUITY,ZEG.L,ZEG.L,ZEGONA COMMUNICATIONS PLC,Zegona Communications plc,1426752000,Europe/London,BST,3600000,34.5,0.9,0.9,0.9,0.9,none,1,5890000,0.954,-3289000,0,14.791,14.838,-0.15326001,-0.26514,-2951125,-3916000,0.0,0.0,0.0,EUR,
1,8 Sackville Street,Mayfair,London,W1S 3DG,United Kingdom,https://www.zegona.com,Telecom Services,Communication Services,"Zegona Communications plc focuses on investing in telecommunications, media, and technology businesses in Europe. The company was incorporated in 2015 and is based in London, the United Kingdom.",6,"{'maxAge': 1, 'name': 'Mr. Robert W. Samuelson', 'age': 56, 'title': 'Founder, COO & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 664710, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,34.5,34.0,34.0,34.0,34.5,34.0,34.0,34.0,1625097600,0.0,0.31569,-70.408165,10097,10097,1738,1121,1121,31.2,37.0,0,0,2129485,34.0,81.9,36.74,57.3085,0.0,0.0,GBp,-3760513,0.0,3741723,6172420,0.32751998,0.52421004,1.707,20.210896,1672444800,1703980800,1672444800,-3313000,-0.52,-0.49,1.143,LSE,EQUITY,ZEG.L,ZEG.L,ZEGONA COMMUNICATIONS PLC,Zegona Communications plc,1426752000,Europe/London,BST,3600000,34.5,0.9,0.9,0.9,0.9,none,1,5890000,0.954,-3289000,0,14.791,14.838,-0.15326001,-0.26514,-2951125,-3916000,0.0,0.0,0.0,EUR,
2,8 Sackville Street,Mayfair,London,W1S 3DG,United Kingdom,https://www.zegona.com,Telecom Services,Communication Services,"Zegona Communications plc focuses on investing in telecommunications, media, and technology businesses in Europe. The company was incorporated in 2015 and is based in London, the United Kingdom.",6,"{'maxAge': 1, 'name': 'Mr. Howard S. Kalika', 'age': 63, 'title': 'Founder & Investment Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,34.5,34.0,34.0,34.0,34.5,34.0,34.0,34.0,1625097600,0.0,0.31569,-70.408165,10097,10097,1738,1121,1121,31.2,37.0,0,0,2129485,34.0,81.9,36.74,57.3085,0.0,0.0,GBp,-3760513,0.0,3741723,6172420,0.32751998,0.52421004,1.707,20.210896,1672444800,1703980800,1672444800,-3313000,-0.52,-0.49,1.143,LSE,EQUITY,ZEG.L,ZEG.L,ZEGONA COMMUNICATIONS PLC,Zegona Communications plc,1426752000,Europe/London,BST,3600000,34.5,0.9,0.9,0.9,0.9,none,1,5890000,0.954,-3289000,0,14.791,14.838,-0.15326001,-0.26514,-2951125,-3916000,0.0,0.0,0.0,EUR,
3,8 Sackville Street,Mayfair,London,W1S 3DG,United Kingdom,https://www.zegona.com,Telecom Services,Communication Services,"Zegona Communications plc focuses on investing in telecommunications, media, and technology businesses in Europe. The company was incorporated in 2015 and is based in London, the United Kingdom.",6,"{'maxAge': 1, 'name': 'Mr. Dean  Checkley', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,34.5,34.0,34.0,34.0,34.5,34.0,34.0,34.0,1625097600,0.0,0.31569,-70.408165,10097,10097,1738,1121,1121,31.2,37.0,0,0,2129485,34.0,81.9,36.74,57.3085,0.0,0.0,GBp,-3760513,0.0,3741723,6172420,0.32751998,0.52421004,1.707,20.210896,1672444800,1703980800,1672444800,-3313000,-0.52,-0.49,1.143,LSE,EQUITY,ZEG.L,ZEG.L,ZEGONA COMMUNICATIONS PLC,Zegona Communications plc,1426752000,Europe/London,BST,3600000,34.5,0.9,0.9,0.9,0.9,none,1,5890000,0.954,-3289000,0,14.791,14.838,-0.15326001,-0.26514,-2951125,-3916000,0.0,0.0,0.0,EUR,
4,8 Sackville Street,Mayfair,London,W1S 3DG,United Kingdom,https://www.zegona.com,Telecom Services,Communication Services,"Zegona Communications plc focuses on investing in telecommunications, media, and technology businesses in Europe. The company was incorporated in 2015 and is based in London, the United Kingdom.",6,"{'maxAge': 1, 'name': 'Mr. Menno  Kremer', 'title': 'Investment Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,34.5,34.0,34.0,34.0,34.5,34.0,34.0,34.0,1625097600,0.0,0.31569,-70.408165,10097,10097,1738,1121,1121,31.2,37.0,0,0,2129485,34.0,81.9,36.74,57.3085,0.0,0.0,GBp,-3760513,0.0,3741723,6172420,0.32751998,0.52421004,1.707,20.210896,1672444800,1703980800,1672444800,-3313000,-0.52,-0.49,1.143,LSE,EQUITY,ZEG.L,ZEG.L,ZEGONA COMMUNICATIONS PLC,Zegona Communications plc,1426752000,Europe/London,BST,3600000,34.5,0.9,0.9,0.9,0.9,none,1,5890000,0.954,-3289000,0,14.791,14.838,-0.15326001,-0.26514,-2951125,-3916000,0.0,0.0,0.0,EUR,
