,address1,city,state,zip,country,phone,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,2503 East 17th Avenue,Spokane,WA,99223,United States,509 534 7277,Silver,Silver,Basic Materials,Basic Materials,"American Silver Mining Co. operates as a silver mining company. The company is based in Spokane, Washington.","{'maxAge': 1, 'name': 'Mr. E. W. Conrad', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1000,1000,0,0,0,0.0,0.0,0,0,1e-06,0.0001,0.0001,0.0001,0.0,0.0,USD,0.0,0.0,0.14113986,PNK,EQUITY,ASLM,ASLM,AMERICAN SILVER MINING,American Silver Mining Co.,791735400,America/New_York,EDT,3b8ef6e3-1ba5-3b85-8e8a-b672d296cd0a,finmb_3103042,-14400000,1e-06,none,0.0,0.0,0.0,
