,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,259 George Street,Level 28,Sydney,NSW,2000,Australia,61 2 8222 1100,61 2 8222 1101,https://www.whitehavencoal.com.au,Thermal Coal,Thermal Coal,Energy,Energy,"Whitehaven Coal Limited develops and operates coal mines in New South Wales and Queensland. It operates through three segments: Open Cut Operations, Underground Operations, and Coal Trading and Blending. The company produces metallurgical and thermal coal. It operates four mines, including three open cut and one underground located in the Gunnedah Coal Basin in New South Wales. The company sells coal in Japan, Korea, Taiwan, Malaysia, New Caledonia, Vietnam, Indonesia, Europe, and internationally. Whitehaven Coal Limited was founded in 1999 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Paul J. Flynn B.Com., BComm, F.C.A., FCA', 'title': 'MD, CEO & Director', 'fiscalYear': 2023, 'totalPay': 3022356, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,5,3,1693526400,1703980800,86400,2,6.37,6.45,6.45,6.685,6.37,6.45,6.45,6.685,0.74,0.1109,1693440000,0.2378,0.368993,2.104101,7.9404764,14117605,14117605,6590292,6610172,6610172,6.66,6.68,0,0,5580128768,5.635,11.04,0.918943,6.8314,7.3937,0.74,0.11616955,AUD,2993565184,0.43938,785400816,836601024,0.10022,0.33063,836601024,6.288,1.0607506,1688083200,1719705600,1688083200,-0.45,2668054016,3.17,0.84,-0.71,0.493,0.764,-0.19735259,0.14113986,0.42,1693440000,ASX,EQUITY,WHC.AX,WHC.AX,WHITEHAVEN FPO,Whitehaven Coal Limited,1180656000,Australia/Sydney,AEST,40b7fb8c-6fa3-396e-85d9-ae719f8b0daa,finmb_23713877,36000000,6.67,15.0,5.2,7.51,6.95,2.9,hold,13,2775510016,3.318,3919973888,188948000,2.365,2.468,6072333824,3.592,7.002,0.34187,0.56334996,4405824000,2978617088,3583648000,-0.36,-0.352,0.72556,0.64555,0.61414003,AUD,
1,259 George Street,Level 28,Sydney,NSW,2000,Australia,61 2 8222 1100,61 2 8222 1101,https://www.whitehavencoal.com.au,Thermal Coal,Thermal Coal,Energy,Energy,"Whitehaven Coal Limited develops and operates coal mines in New South Wales and Queensland. It operates through three segments: Open Cut Operations, Underground Operations, and Coal Trading and Blending. The company produces metallurgical and thermal coal. It operates four mines, including three open cut and one underground located in the Gunnedah Coal Basin in New South Wales. The company sells coal in Japan, Korea, Taiwan, Malaysia, New Caledonia, Vietnam, Indonesia, Europe, and internationally. Whitehaven Coal Limited was founded in 1999 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Kevin  Ball B.Com., BComm, C.A., CA', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 1249521, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,5,3,1693526400,1703980800,86400,2,6.37,6.45,6.45,6.685,6.37,6.45,6.45,6.685,0.74,0.1109,1693440000,0.2378,0.368993,2.104101,7.9404764,14117605,14117605,6590292,6610172,6610172,6.66,6.68,0,0,5580128768,5.635,11.04,0.918943,6.8314,7.3937,0.74,0.11616955,AUD,2993565184,0.43938,785400816,836601024,0.10022,0.33063,836601024,6.288,1.0607506,1688083200,1719705600,1688083200,-0.45,2668054016,3.17,0.84,-0.71,0.493,0.764,-0.19735259,0.14113986,0.42,1693440000,ASX,EQUITY,WHC.AX,WHC.AX,WHITEHAVEN FPO,Whitehaven Coal Limited,1180656000,Australia/Sydney,AEST,40b7fb8c-6fa3-396e-85d9-ae719f8b0daa,finmb_23713877,36000000,6.67,15.0,5.2,7.51,6.95,2.9,hold,13,2775510016,3.318,3919973888,188948000,2.365,2.468,6072333824,3.592,7.002,0.34187,0.56334996,4405824000,2978617088,3583648000,-0.36,-0.352,0.72556,0.64555,0.61414003,AUD,
2,259 George Street,Level 28,Sydney,NSW,2000,Australia,61 2 8222 1100,61 2 8222 1101,https://www.whitehavencoal.com.au,Thermal Coal,Thermal Coal,Energy,Energy,"Whitehaven Coal Limited develops and operates coal mines in New South Wales and Queensland. It operates through three segments: Open Cut Operations, Underground Operations, and Coal Trading and Blending. The company produces metallurgical and thermal coal. It operates four mines, including three open cut and one underground located in the Gunnedah Coal Basin in New South Wales. The company sells coal in Japan, Korea, Taiwan, Malaysia, New Caledonia, Vietnam, Indonesia, Europe, and internationally. Whitehaven Coal Limited was founded in 1999 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Ian  Humphris B.E.', 'title': 'Exec. Gen. Mang. of Operations', 'fiscalYear': 2023, 'totalPay': 1252422, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,5,3,1693526400,1703980800,86400,2,6.37,6.45,6.45,6.685,6.37,6.45,6.45,6.685,0.74,0.1109,1693440000,0.2378,0.368993,2.104101,7.9404764,14117605,14117605,6590292,6610172,6610172,6.66,6.68,0,0,5580128768,5.635,11.04,0.918943,6.8314,7.3937,0.74,0.11616955,AUD,2993565184,0.43938,785400816,836601024,0.10022,0.33063,836601024,6.288,1.0607506,1688083200,1719705600,1688083200,-0.45,2668054016,3.17,0.84,-0.71,0.493,0.764,-0.19735259,0.14113986,0.42,1693440000,ASX,EQUITY,WHC.AX,WHC.AX,WHITEHAVEN FPO,Whitehaven Coal Limited,1180656000,Australia/Sydney,AEST,40b7fb8c-6fa3-396e-85d9-ae719f8b0daa,finmb_23713877,36000000,6.67,15.0,5.2,7.51,6.95,2.9,hold,13,2775510016,3.318,3919973888,188948000,2.365,2.468,6072333824,3.592,7.002,0.34187,0.56334996,4405824000,2978617088,3583648000,-0.36,-0.352,0.72556,0.64555,0.61414003,AUD,
3,259 George Street,Level 28,Sydney,NSW,2000,Australia,61 2 8222 1100,61 2 8222 1101,https://www.whitehavencoal.com.au,Thermal Coal,Thermal Coal,Energy,Energy,"Whitehaven Coal Limited develops and operates coal mines in New South Wales and Queensland. It operates through three segments: Open Cut Operations, Underground Operations, and Coal Trading and Blending. The company produces metallurgical and thermal coal. It operates four mines, including three open cut and one underground located in the Gunnedah Coal Basin in New South Wales. The company sells coal in Japan, Korea, Taiwan, Malaysia, New Caledonia, Vietnam, Indonesia, Europe, and internationally. Whitehaven Coal Limited was founded in 1999 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Timothy  Burt B.Ec., L.L.B., L.L.M., LLB (Hons), LLM', 'title': 'Gen. Counsel & Company Sec.', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,5,3,1693526400,1703980800,86400,2,6.37,6.45,6.45,6.685,6.37,6.45,6.45,6.685,0.74,0.1109,1693440000,0.2378,0.368993,2.104101,7.9404764,14117605,14117605,6590292,6610172,6610172,6.66,6.68,0,0,5580128768,5.635,11.04,0.918943,6.8314,7.3937,0.74,0.11616955,AUD,2993565184,0.43938,785400816,836601024,0.10022,0.33063,836601024,6.288,1.0607506,1688083200,1719705600,1688083200,-0.45,2668054016,3.17,0.84,-0.71,0.493,0.764,-0.19735259,0.14113986,0.42,1693440000,ASX,EQUITY,WHC.AX,WHC.AX,WHITEHAVEN FPO,Whitehaven Coal Limited,1180656000,Australia/Sydney,AEST,40b7fb8c-6fa3-396e-85d9-ae719f8b0daa,finmb_23713877,36000000,6.67,15.0,5.2,7.51,6.95,2.9,hold,13,2775510016,3.318,3919973888,188948000,2.365,2.468,6072333824,3.592,7.002,0.34187,0.56334996,4405824000,2978617088,3583648000,-0.36,-0.352,0.72556,0.64555,0.61414003,AUD,
4,259 George Street,Level 28,Sydney,NSW,2000,Australia,61 2 8222 1100,61 2 8222 1101,https://www.whitehavencoal.com.au,Thermal Coal,Thermal Coal,Energy,Energy,"Whitehaven Coal Limited develops and operates coal mines in New South Wales and Queensland. It operates through three segments: Open Cut Operations, Underground Operations, and Coal Trading and Blending. The company produces metallurgical and thermal coal. It operates four mines, including three open cut and one underground located in the Gunnedah Coal Basin in New South Wales. The company sells coal in Japan, Korea, Taiwan, Malaysia, New Caledonia, Vietnam, Indonesia, Europe, and internationally. Whitehaven Coal Limited was founded in 1999 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Jason  Nunn B.E.', 'title': 'Exec. Gen. Mang. of Marketing & Logistics', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,5,3,1693526400,1703980800,86400,2,6.37,6.45,6.45,6.685,6.37,6.45,6.45,6.685,0.74,0.1109,1693440000,0.2378,0.368993,2.104101,7.9404764,14117605,14117605,6590292,6610172,6610172,6.66,6.68,0,0,5580128768,5.635,11.04,0.918943,6.8314,7.3937,0.74,0.11616955,AUD,2993565184,0.43938,785400816,836601024,0.10022,0.33063,836601024,6.288,1.0607506,1688083200,1719705600,1688083200,-0.45,2668054016,3.17,0.84,-0.71,0.493,0.764,-0.19735259,0.14113986,0.42,1693440000,ASX,EQUITY,WHC.AX,WHC.AX,WHITEHAVEN FPO,Whitehaven Coal Limited,1180656000,Australia/Sydney,AEST,40b7fb8c-6fa3-396e-85d9-ae719f8b0daa,finmb_23713877,36000000,6.67,15.0,5.2,7.51,6.95,2.9,hold,13,2775510016,3.318,3919973888,188948000,2.365,2.468,6072333824,3.592,7.002,0.34187,0.56334996,4405824000,2978617088,3583648000,-0.36,-0.352,0.72556,0.64555,0.61414003,AUD,
5,259 George Street,Level 28,Sydney,NSW,2000,Australia,61 2 8222 1100,61 2 8222 1101,https://www.whitehavencoal.com.au,Thermal Coal,Thermal Coal,Energy,Energy,"Whitehaven Coal Limited develops and operates coal mines in New South Wales and Queensland. It operates through three segments: Open Cut Operations, Underground Operations, and Coal Trading and Blending. The company produces metallurgical and thermal coal. It operates four mines, including three open cut and one underground located in the Gunnedah Coal Basin in New South Wales. The company sells coal in Japan, Korea, Taiwan, Malaysia, New Caledonia, Vietnam, Indonesia, Europe, and internationally. Whitehaven Coal Limited was founded in 1999 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Daniel  Cram B.Com.', 'title': 'Exec. Gen. Mang. of People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,5,3,1693526400,1703980800,86400,2,6.37,6.45,6.45,6.685,6.37,6.45,6.45,6.685,0.74,0.1109,1693440000,0.2378,0.368993,2.104101,7.9404764,14117605,14117605,6590292,6610172,6610172,6.66,6.68,0,0,5580128768,5.635,11.04,0.918943,6.8314,7.3937,0.74,0.11616955,AUD,2993565184,0.43938,785400816,836601024,0.10022,0.33063,836601024,6.288,1.0607506,1688083200,1719705600,1688083200,-0.45,2668054016,3.17,0.84,-0.71,0.493,0.764,-0.19735259,0.14113986,0.42,1693440000,ASX,EQUITY,WHC.AX,WHC.AX,WHITEHAVEN FPO,Whitehaven Coal Limited,1180656000,Australia/Sydney,AEST,40b7fb8c-6fa3-396e-85d9-ae719f8b0daa,finmb_23713877,36000000,6.67,15.0,5.2,7.51,6.95,2.9,hold,13,2775510016,3.318,3919973888,188948000,2.365,2.468,6072333824,3.592,7.002,0.34187,0.56334996,4405824000,2978617088,3583648000,-0.36,-0.352,0.72556,0.64555,0.61414003,AUD,
