,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Jay A. Brown', 'age': 49, 'title': 'Pres, CEO & Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 3710801, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
1,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Daniel K. Schlanger', 'age': 48, 'title': 'Exec. VP & CFO', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1543815, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
2,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Michael Joseph Kavanagh', 'age': 54, 'title': 'Exec. VP of Sales & Chief Commercial Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1601097, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
3,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Christopher D. Levendos', 'age': 54, 'title': 'Exec. VP & COO of Fiber', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1313441, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
4,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Ms. Catherine  Piche', 'age': 51, 'title': 'Exec. VP & COO of Towers', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1310284, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
5,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Robert Sean Collins', 'age': 55, 'title': 'Principal Accounting Officer, VP & Controller', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
6,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Kris  Hinson', 'title': 'VP of Corp. Fin. & Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
7,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Edward B. Adams Jr.', 'age': 53, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
8,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Ms. Fiona  McKone', 'title': 'VP of Communications & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
9,8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT—Specialty,Real Estate,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them.",5000,"{'maxAge': 1, 'name': 'Mr. Philip M. Kelley', 'age': 49, 'title': 'Exec. VP of Corp. Devel. & Strategy', 'yearBorn': 1973, 'fiscalYear': 2008, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,2,8,2,1693526400,1672444800,86400,2,98.63,98.24,97.82,99.52,98.63,98.24,97.82,99.52,6.26,0.0636,1694649600,1.5687,3.47,0.65076,25.040712,30.657322,4487080,4487080,3200940,2976970,2976970,98.53,99.94,800,900,42678353920,95.73,164.23,5.9690003,104.8704,123.5799,6.165,0.06250634,USD,70912303104,0.23874001,431332343,433679008,4783136,4857292,1690761600,1693440000,0.011,0.00348,0.92638,1.7,0.0128,16.235,6.0615954,1672444800,1703980800,1688083200,0.081,1707000064,3.93,3.21,-5.33,9.918,16.76,NYQ,EQUITY,CCI,CCI,Crown Castle Inc.,Crown Castle Inc.,903447000,America/New_York,EDT,-14400000,98.41,162.0,91.0,126.35,123.0,2.6,hold,17,276000000,0.636,4231000064,28509999104,0.326,0.495,7150000128,404.627,16.513,0.04074,0.22902,4918000000,1578499968,3265999872,0.081,0.077,0.70825,0.59174997,0.35580003,USD,3.2414
