,address1,city,state,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8148 Carr Crescent,Arvada,CO,United States,https://runningfoxresource.com,Other Industrial Metals & Mining,Basic Materials,"Running Fox Resource Corp. does not have significant operations. It intends to review, option, or acquire suitable projects and developing projects in Canada and the United States. Previously, the company was engaged primarily in the oil and gas business. The company was incorporated in 1981 and is headquartered in Arvada, Colorado.","{'maxAge': 1, 'name': 'Mr. Michael  Meyers BA, J.D.', 'title': 'Pres, Interim CEO & Director', 'fiscalYear': 2022, 'totalPay': 133176, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,-0.096328,2500,2500,0,0,0,0.0,0.0,0,0,204705,0.0002,0.01,0.0002,0.003185,0.0,0.0,USD,-202536,0.0,38331716,54770500,0.30014,0.0,0.003,0.06666666,1669766400,1701302400,1685491200,-528631,-0.01,0.856,PNK,EQUITY,RFXRF,RFXRF,RUNNING FOX RESOURCE CORP,Running Fox Resource Corp.,945268200,America/New_York,EDT,-14400000,0.0002,none,213491,0.004,-236564,0,3.814,3.814,-0.32567,-1.24448,-98719,-168504,0.0,0.0,0.0,CAD,
1,8148 Carr Crescent,Arvada,CO,United States,https://runningfoxresource.com,Other Industrial Metals & Mining,Basic Materials,"Running Fox Resource Corp. does not have significant operations. It intends to review, option, or acquire suitable projects and developing projects in Canada and the United States. Previously, the company was engaged primarily in the oil and gas business. The company was incorporated in 1981 and is headquartered in Arvada, Colorado.","{'maxAge': 1, 'name': 'Mr. Steven  Schurman CPG, P. Geol (US)', 'title': 'CFO & Director', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,-0.096328,2500,2500,0,0,0,0.0,0.0,0,0,204705,0.0002,0.01,0.0002,0.003185,0.0,0.0,USD,-202536,0.0,38331716,54770500,0.30014,0.0,0.003,0.06666666,1669766400,1701302400,1685491200,-528631,-0.01,0.856,PNK,EQUITY,RFXRF,RFXRF,RUNNING FOX RESOURCE CORP,Running Fox Resource Corp.,945268200,America/New_York,EDT,-14400000,0.0002,none,213491,0.004,-236564,0,3.814,3.814,-0.32567,-1.24448,-98719,-168504,0.0,0.0,0.0,CAD,
2,8148 Carr Crescent,Arvada,CO,United States,https://runningfoxresource.com,Other Industrial Metals & Mining,Basic Materials,"Running Fox Resource Corp. does not have significant operations. It intends to review, option, or acquire suitable projects and developing projects in Canada and the United States. Previously, the company was engaged primarily in the oil and gas business. The company was incorporated in 1981 and is headquartered in Arvada, Colorado.","{'maxAge': 1, 'name': 'Mr. Danny  Chin', 'title': 'Operations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,-0.096328,2500,2500,0,0,0,0.0,0.0,0,0,204705,0.0002,0.01,0.0002,0.003185,0.0,0.0,USD,-202536,0.0,38331716,54770500,0.30014,0.0,0.003,0.06666666,1669766400,1701302400,1685491200,-528631,-0.01,0.856,PNK,EQUITY,RFXRF,RFXRF,RUNNING FOX RESOURCE CORP,Running Fox Resource Corp.,945268200,America/New_York,EDT,-14400000,0.0002,none,213491,0.004,-236564,0,3.814,3.814,-0.32567,-1.24448,-98719,-168504,0.0,0.0,0.0,CAD,
