,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Stephen Andrew Carter CBE', 'age': 58, 'title': 'Group Chief Exec. & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1908252, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
1,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Gareth Richard Wright', 'age': 49, 'title': 'Group Fin. Director & Exec. Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1109241, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
2,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Patrick  Martell', 'age': 58, 'title': 'Group COO, Informa Markets Chief Exec. & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 894442, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
3,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Richard  Menzies-Gow', 'title': 'Director of Investor Relations, Corp. Communications & Brand', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
4,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Rupert John Joseph Hopley', 'age': 52, 'title': 'Group Gen. Counsel & Company Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
5,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Peter J. Miller', 'title': 'Corp. Devel. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
6,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Ms. Sally Anne Ashford', 'age': 52, 'title': 'Group HR Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
7,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Andrew Oliver Mullins', 'age': 58, 'title': 'Chief Exec. Officer of Informa Connect', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
8,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Julian  Kirby', 'title': 'Managing Director of Global Fin. at Informa Connect', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
9,5 Howick Place,London,SW1P 1WG,United Kingdom,44 20 8052 0400,https://www.informa.com,Publishing,Communication Services,"Informa plc operates as an international events, digital services, and academic knowledge company in the United Kingdom, Continental Europe, North America, China, and internationally. It operates through four segments: Informa Markets, Informa Tech, Informa Connect, and Taylor & Francis. The Informa Connect segment delivers specialist content, and live events and on-demand experiences for professionals through in-person, live, and digital platforms and services that enables businesses and professionals to meet, network, discuss, and learn. This segment operates events in the finance, biotech and pharma, and other specialist markets, including food and hospitality, marketing, and pop culture. The Informa Markets segment enable buyers, sellers, and decision makers to meet, discover, and showcase new products in various specialist markets. Its brands deliver smart events, including must-attend trade-focused exhibitions, specialist content, specialist data, and targeted digital services comprising lead and demand generation solutions. The Informa Tech segment offers specialist content, research and media, and market access through live and online industry events and communities, audience development, and digital demand generation services. It serves cybersecurity, enterprise technology, media and entertainment, artificial intelligence and the internet of things, and channels markets. The Taylor & Francis segment curates and publishes applied academic research and knowledge focusing on science, technology, medicine, and humanities and social sciences in pay-to-publish and pay-to-read formats, open research, and advanced learning. The company was formerly known as T&F Informa plc and changed its name to Informa plc in August 2005. Informa plc was founded in 1998 and is headquartered in London, the United Kingdom.",11135,"{'maxAge': 1, 'name': 'Mr. Marco  Pardi', 'title': 'Managing Director of Horizontal Technologies - Informa Tech', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,5,10,5,1693526400,1672444800,86400,2,758.6,764.2,760.0,766.4,758.6,764.2,760.0,766.4,0.13,0.0166,1691625600,0.3968,1.144894,3040.0,15.679802,7499879,7499879,4241937,5233700,5233700,757.2,770.0,0,0,10550472704,500.2,788.4,3.7823448,737.004,693.004,0.126,0.00016609544,GBp,12275769344,0.24808,1387127822,1388220032,0.00595,0.88674,4.98,152.61044,1672444800,1703980800,1688083200,-0.788,352700000,0.25,48.47,0.64,4.401,17.0,LSE,EQUITY,INF.L,INF.L,INFORMA PLC ORD 0.1P,Informa plc,914313600,Europe/London,BST,3600000,760.0,986.0,735.0,852.06,850.0,2.2,buy,16,1057500032,0.754,722099968,2274800128,0.774,0.788,2789400064,30.802,1.966,0.021329999,0.051230002,738300000,384012512,440400000,-0.777,0.53,0.33269,0.25887,0.14828,GBP,
