,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,12 rue Godot de Mauroy,Paris,75009,France,33 1 58 36 14 50,33 1 58 36 14 57,https://www.scbsm.fr,REIT—Diversified,Real Estate,"Societe Centrale des Bois et Scieries de la Manche engages in the ownership, management, and lease of real estate properties in France. It leases offices, business properties, mixed activity locations, and residences. The company is based in Paris, France.",4,"{'maxAge': 1, 'name': 'Mr. Jacques  Lacroix', 'age': 53, 'title': 'Chairman & CEO', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 294600, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,9.8,9.8,9.75,9.8,9.8,9.8,9.75,9.8,1546905600,0.0,0.74587,3.9314516,327,327,1791,81,81,0.0,0.0,0,0,126735376,8.4,11.1,6.6201096,9.971,9.784,0.0,0.0,EUR,321605088,1.6879401,3776336,12932200,0.69788,0.0,19.083,0.51092595,1656547200,1688083200,1672444800,-0.16,32314000,2.48,4:1,1184630400,16.799,22.851,PAR,EQUITY,CBSM.PA,CBSM.PA,SCBSM,Société Centrale des Bois et des Scieries de la Manche S.A.,962694000,Europe/Paris,CEST,7200000,9.75,9.2,9.2,9.2,9.2,3.0,hold,1,40103000,3.101,14074000,235567008,2.347,2.347,19144000,95.434,1.583,0.01954,0.14294,15217000,6759000,10873000,-0.078,0.041,0.8132,0.73516,0.73934,EUR,
1,12 rue Godot de Mauroy,Paris,75009,France,33 1 58 36 14 50,33 1 58 36 14 57,https://www.scbsm.fr,REIT—Diversified,Real Estate,"Societe Centrale des Bois et Scieries de la Manche engages in the ownership, management, and lease of real estate properties in France. It leases offices, business properties, mixed activity locations, and residences. The company is based in Paris, France.",4,"{'maxAge': 1, 'name': 'Aurélie  Reveilhac', 'title': 'Chief Financial Officer', 'fiscalYear': 2009, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,9.8,9.8,9.75,9.8,9.8,9.8,9.75,9.8,1546905600,0.0,0.74587,3.9314516,327,327,1791,81,81,0.0,0.0,0,0,126735376,8.4,11.1,6.6201096,9.971,9.784,0.0,0.0,EUR,321605088,1.6879401,3776336,12932200,0.69788,0.0,19.083,0.51092595,1656547200,1688083200,1672444800,-0.16,32314000,2.48,4:1,1184630400,16.799,22.851,PAR,EQUITY,CBSM.PA,CBSM.PA,SCBSM,Société Centrale des Bois et des Scieries de la Manche S.A.,962694000,Europe/Paris,CEST,7200000,9.75,9.2,9.2,9.2,9.2,3.0,hold,1,40103000,3.101,14074000,235567008,2.347,2.347,19144000,95.434,1.583,0.01954,0.14294,15217000,6759000,10873000,-0.078,0.041,0.8132,0.73516,0.73934,EUR,
