,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3550 NW 49th Street,Miami,FL,33142,United States,575 373 4000,https://www.tecnoglass.com,Building Materials,Basic Materials,"Tecnoglass Inc., through its subsidiaries, designs, produces, markets, and installs architectural systems for the commercial and residential construction industries in Colombia, the United States, Panama, and internationally. The company offers low emissivity, laminated/thermo-laminated, thermo-acoustic, tempered, silk-screened, curved, and digital print glass products. It also provides aluminum products, including bars, plates, profiles, rods, and tubes that are used in the manufacture of architectural glass settings, such as windows, doors, spatial separators, and related products. In addition, the company offers curtain wall/floating facades, stick facade systems, windows and doors, interior dividers and commercial display windows, hurricane-proof windows, and other products, such as awnings, structures, automatic doors, and other components of architectural systems. It markets and sells its products primarily under the Tecnoglass, ESWindows, and Alutions brands through internal and independent sales representatives, as wells as directly to distributors. The company was founded in 1984 and is headquartered in Miami, Florida. Tecnoglass Inc. is a subsidiary of Energy Holding Corporation.",8770,"{'maxAge': 1, 'name': 'Mr. José Manuel  Daes', 'age': 61, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2835000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,35.13,35.0,34.5,35.26,35.13,35.0,34.5,35.26,0.36,0.010299999,1695859200,0.0777,3.66,1.827109,8.261177,7.7676992,453557,453557,509658,441700,441700,34.73,35.42,800,800,1673813120,18.76,54.4,1.9906985,41.7412,39.5667,0.33,0.009393681,USD,1731332224,0.24069001,22419862,47673400,827635,867545,1690761600,1693440000,0.0174,0.48092,0.27622,1.34,0.041100003,9.982,3.5173311,1672444800,1703980800,1688083200,0.58,202376000,4.25,4.52,8.87,2.059,5.403,NYQ,EQUITY,TGLS,TGLS,Tecnoglass Inc.,Tecnoglass Inc.,1336656600,America/New_York,EDT,-14400000,35.11,60.0,52.0,55.0,54.0,1.3,strong_buy,6,116224000,2.438,320412992,171980000,1.37,2.246,840817024,36.005,17.637,0.24476999,0.53076,349499000,24554000,122137000,0.58,0.332,0.51493,0.38107,0.36048,USD,
1,3550 NW 49th Street,Miami,FL,33142,United States,575 373 4000,https://www.tecnoglass.com,Building Materials,Basic Materials,"Tecnoglass Inc., through its subsidiaries, designs, produces, markets, and installs architectural systems for the commercial and residential construction industries in Colombia, the United States, Panama, and internationally. The company offers low emissivity, laminated/thermo-laminated, thermo-acoustic, tempered, silk-screened, curved, and digital print glass products. It also provides aluminum products, including bars, plates, profiles, rods, and tubes that are used in the manufacture of architectural glass settings, such as windows, doors, spatial separators, and related products. In addition, the company offers curtain wall/floating facades, stick facade systems, windows and doors, interior dividers and commercial display windows, hurricane-proof windows, and other products, such as awnings, structures, automatic doors, and other components of architectural systems. It markets and sells its products primarily under the Tecnoglass, ESWindows, and Alutions brands through internal and independent sales representatives, as wells as directly to distributors. The company was founded in 1984 and is headquartered in Miami, Florida. Tecnoglass Inc. is a subsidiary of Energy Holding Corporation.",8770,"{'maxAge': 1, 'name': 'Mr. Santiago  Giraldo', 'age': 47, 'title': 'CFO & Head of Investor Relations', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 594000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,35.13,35.0,34.5,35.26,35.13,35.0,34.5,35.26,0.36,0.010299999,1695859200,0.0777,3.66,1.827109,8.261177,7.7676992,453557,453557,509658,441700,441700,34.73,35.42,800,800,1673813120,18.76,54.4,1.9906985,41.7412,39.5667,0.33,0.009393681,USD,1731332224,0.24069001,22419862,47673400,827635,867545,1690761600,1693440000,0.0174,0.48092,0.27622,1.34,0.041100003,9.982,3.5173311,1672444800,1703980800,1688083200,0.58,202376000,4.25,4.52,8.87,2.059,5.403,NYQ,EQUITY,TGLS,TGLS,Tecnoglass Inc.,Tecnoglass Inc.,1336656600,America/New_York,EDT,-14400000,35.11,60.0,52.0,55.0,54.0,1.3,strong_buy,6,116224000,2.438,320412992,171980000,1.37,2.246,840817024,36.005,17.637,0.24476999,0.53076,349499000,24554000,122137000,0.58,0.332,0.51493,0.38107,0.36048,USD,
2,3550 NW 49th Street,Miami,FL,33142,United States,575 373 4000,https://www.tecnoglass.com,Building Materials,Basic Materials,"Tecnoglass Inc., through its subsidiaries, designs, produces, markets, and installs architectural systems for the commercial and residential construction industries in Colombia, the United States, Panama, and internationally. The company offers low emissivity, laminated/thermo-laminated, thermo-acoustic, tempered, silk-screened, curved, and digital print glass products. It also provides aluminum products, including bars, plates, profiles, rods, and tubes that are used in the manufacture of architectural glass settings, such as windows, doors, spatial separators, and related products. In addition, the company offers curtain wall/floating facades, stick facade systems, windows and doors, interior dividers and commercial display windows, hurricane-proof windows, and other products, such as awnings, structures, automatic doors, and other components of architectural systems. It markets and sells its products primarily under the Tecnoglass, ESWindows, and Alutions brands through internal and independent sales representatives, as wells as directly to distributors. The company was founded in 1984 and is headquartered in Miami, Florida. Tecnoglass Inc. is a subsidiary of Energy Holding Corporation.",8770,"{'maxAge': 1, 'name': 'Mr. Christian T.  Daes', 'age': 57, 'title': 'COO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2835000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,35.13,35.0,34.5,35.26,35.13,35.0,34.5,35.26,0.36,0.010299999,1695859200,0.0777,3.66,1.827109,8.261177,7.7676992,453557,453557,509658,441700,441700,34.73,35.42,800,800,1673813120,18.76,54.4,1.9906985,41.7412,39.5667,0.33,0.009393681,USD,1731332224,0.24069001,22419862,47673400,827635,867545,1690761600,1693440000,0.0174,0.48092,0.27622,1.34,0.041100003,9.982,3.5173311,1672444800,1703980800,1688083200,0.58,202376000,4.25,4.52,8.87,2.059,5.403,NYQ,EQUITY,TGLS,TGLS,Tecnoglass Inc.,Tecnoglass Inc.,1336656600,America/New_York,EDT,-14400000,35.11,60.0,52.0,55.0,54.0,1.3,strong_buy,6,116224000,2.438,320412992,171980000,1.37,2.246,840817024,36.005,17.637,0.24476999,0.53076,349499000,24554000,122137000,0.58,0.332,0.51493,0.38107,0.36048,USD,
