,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4 Nanreyuan Street,Dongfeng Road Sartu District,Daqing,163300,China,86 45 9460 7987,86 45 9460 7830,https://www.qklstoresinc.com,Grocery Stores,Consumer Defensive,"QKL Stores Inc., together with its subsidiaries, operates supermarket chains in northeastern China and Inner Mongolia. Its supermarkets and hypermarkets sell grocery items, such as instant foods, canned foods, packaged rice and wheat powder, crackers and chips, rice and ground wheat, bottled water and beverages, and cigarettes, as well as non-food items, including cleaning products, cosmetics, and disposable razors. The company also sells fresh-food items comprising raw meat, cooked meats, seafood, noodles and pastas, milk, yogurt, eggs, and packaged dumplings, as well as bakery items comprising breads, buns, and other self-prepared foods. In addition, it offers other non-food items, such as clothing and shoes, books and stationery, bedding and home furnishings, office supplies, toys, sporting goods, and other items, as well as electronics and household use items, such as irons, electric shavers, hair dryers, and massage machines. Further, the company operates department stores that sell brand-name and luxury clothing and accessories, cosmetics, small electronics, jewelry, books, home furnishings, and bedding, as well as have a movie theater and a traditional beauty salon. QKL Stores Inc. was incorporated in 1986 and is headquartered in Daqing, the People's Republic of China.",5207,"{'maxAge': 1, 'name': 'Mr. Zhuangyi  Wang', 'age': 62, 'title': 'Founder, Chairman, CEO, CFO, Chairman of QKL-China, CEO of QKL-China and Pres of QKL-China', 'yearBorn': 1960, 'fiscalYear': 2008, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-17752.746,200,200,0,0,0,0.0,0.78,0,2000,1842,1e-06,0.05,6.820603e-06,0.0001,0.0001,0.0,0.0,USD,53467232,-0.11562,1362345,1522330,701,1177,1459382400,1461888000,0.0005,0.10509,0.0,0.07,0.001,-3.623,1451520000,1483142400,1451520000,-31224584,-0.02,1:8,1360022400,0.198,-2.851,PNK,EQUITY,QKLS,QKLS,QKL STORES INC,QKL Stores Inc.,946909800,America/New_York,EDT,-14400000,1e-06,none,15857350,10.417,-18753244,69319288,0.195,0.791,270064096,177.402,-0.09274,-2.8485699,45653661,-835879,-12050712,-0.176,0.16905001,-0.06944,-0.08455,USD,
1,4 Nanreyuan Street,Dongfeng Road Sartu District,Daqing,163300,China,86 45 9460 7987,86 45 9460 7830,https://www.qklstoresinc.com,Grocery Stores,Consumer Defensive,"QKL Stores Inc., together with its subsidiaries, operates supermarket chains in northeastern China and Inner Mongolia. Its supermarkets and hypermarkets sell grocery items, such as instant foods, canned foods, packaged rice and wheat powder, crackers and chips, rice and ground wheat, bottled water and beverages, and cigarettes, as well as non-food items, including cleaning products, cosmetics, and disposable razors. The company also sells fresh-food items comprising raw meat, cooked meats, seafood, noodles and pastas, milk, yogurt, eggs, and packaged dumplings, as well as bakery items comprising breads, buns, and other self-prepared foods. In addition, it offers other non-food items, such as clothing and shoes, books and stationery, bedding and home furnishings, office supplies, toys, sporting goods, and other items, as well as electronics and household use items, such as irons, electric shavers, hair dryers, and massage machines. Further, the company operates department stores that sell brand-name and luxury clothing and accessories, cosmetics, small electronics, jewelry, books, home furnishings, and bedding, as well as have a movie theater and a traditional beauty salon. QKL Stores Inc. was incorporated in 1986 and is headquartered in Daqing, the People's Republic of China.",5207,"{'maxAge': 1, 'name': 'Ms. Xishuang  Fan', 'age': 59, 'title': 'Chief Operating Officer and Director', 'yearBorn': 1963, 'fiscalYear': 2015, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-17752.746,200,200,0,0,0,0.0,0.78,0,2000,1842,1e-06,0.05,6.820603e-06,0.0001,0.0001,0.0,0.0,USD,53467232,-0.11562,1362345,1522330,701,1177,1459382400,1461888000,0.0005,0.10509,0.0,0.07,0.001,-3.623,1451520000,1483142400,1451520000,-31224584,-0.02,1:8,1360022400,0.198,-2.851,PNK,EQUITY,QKLS,QKLS,QKL STORES INC,QKL Stores Inc.,946909800,America/New_York,EDT,-14400000,1e-06,none,15857350,10.417,-18753244,69319288,0.195,0.791,270064096,177.402,-0.09274,-2.8485699,45653661,-835879,-12050712,-0.176,0.16905001,-0.06944,-0.08455,USD,
2,4 Nanreyuan Street,Dongfeng Road Sartu District,Daqing,163300,China,86 45 9460 7987,86 45 9460 7830,https://www.qklstoresinc.com,Grocery Stores,Consumer Defensive,"QKL Stores Inc., together with its subsidiaries, operates supermarket chains in northeastern China and Inner Mongolia. Its supermarkets and hypermarkets sell grocery items, such as instant foods, canned foods, packaged rice and wheat powder, crackers and chips, rice and ground wheat, bottled water and beverages, and cigarettes, as well as non-food items, including cleaning products, cosmetics, and disposable razors. The company also sells fresh-food items comprising raw meat, cooked meats, seafood, noodles and pastas, milk, yogurt, eggs, and packaged dumplings, as well as bakery items comprising breads, buns, and other self-prepared foods. In addition, it offers other non-food items, such as clothing and shoes, books and stationery, bedding and home furnishings, office supplies, toys, sporting goods, and other items, as well as electronics and household use items, such as irons, electric shavers, hair dryers, and massage machines. Further, the company operates department stores that sell brand-name and luxury clothing and accessories, cosmetics, small electronics, jewelry, books, home furnishings, and bedding, as well as have a movie theater and a traditional beauty salon. QKL Stores Inc. was incorporated in 1986 and is headquartered in Daqing, the People's Republic of China.",5207,"{'maxAge': 1, 'name': 'Mr. Wenbin  Teng', 'age': 53, 'title': 'Chief Information Officer and Chief Information Officer of QKL-China', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-17752.746,200,200,0,0,0,0.0,0.78,0,2000,1842,1e-06,0.05,6.820603e-06,0.0001,0.0001,0.0,0.0,USD,53467232,-0.11562,1362345,1522330,701,1177,1459382400,1461888000,0.0005,0.10509,0.0,0.07,0.001,-3.623,1451520000,1483142400,1451520000,-31224584,-0.02,1:8,1360022400,0.198,-2.851,PNK,EQUITY,QKLS,QKLS,QKL STORES INC,QKL Stores Inc.,946909800,America/New_York,EDT,-14400000,1e-06,none,15857350,10.417,-18753244,69319288,0.195,0.791,270064096,177.402,-0.09274,-2.8485699,45653661,-835879,-12050712,-0.176,0.16905001,-0.06944,-0.08455,USD,
3,4 Nanreyuan Street,Dongfeng Road Sartu District,Daqing,163300,China,86 45 9460 7987,86 45 9460 7830,https://www.qklstoresinc.com,Grocery Stores,Consumer Defensive,"QKL Stores Inc., together with its subsidiaries, operates supermarket chains in northeastern China and Inner Mongolia. Its supermarkets and hypermarkets sell grocery items, such as instant foods, canned foods, packaged rice and wheat powder, crackers and chips, rice and ground wheat, bottled water and beverages, and cigarettes, as well as non-food items, including cleaning products, cosmetics, and disposable razors. The company also sells fresh-food items comprising raw meat, cooked meats, seafood, noodles and pastas, milk, yogurt, eggs, and packaged dumplings, as well as bakery items comprising breads, buns, and other self-prepared foods. In addition, it offers other non-food items, such as clothing and shoes, books and stationery, bedding and home furnishings, office supplies, toys, sporting goods, and other items, as well as electronics and household use items, such as irons, electric shavers, hair dryers, and massage machines. Further, the company operates department stores that sell brand-name and luxury clothing and accessories, cosmetics, small electronics, jewelry, books, home furnishings, and bedding, as well as have a movie theater and a traditional beauty salon. QKL Stores Inc. was incorporated in 1986 and is headquartered in Daqing, the People's Republic of China.",5207,"{'maxAge': 1, 'name': 'Ms. Diana  Zhang', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,-17752.746,200,200,0,0,0,0.0,0.78,0,2000,1842,1e-06,0.05,6.820603e-06,0.0001,0.0001,0.0,0.0,USD,53467232,-0.11562,1362345,1522330,701,1177,1459382400,1461888000,0.0005,0.10509,0.0,0.07,0.001,-3.623,1451520000,1483142400,1451520000,-31224584,-0.02,1:8,1360022400,0.198,-2.851,PNK,EQUITY,QKLS,QKLS,QKL STORES INC,QKL Stores Inc.,946909800,America/New_York,EDT,-14400000,1e-06,none,15857350,10.417,-18753244,69319288,0.195,0.791,270064096,177.402,-0.09274,-2.8485699,45653661,-835879,-12050712,-0.176,0.16905001,-0.06944,-0.08455,USD,
