,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Andres Alberto Lopez', 'age': 59, 'title': 'CEO, Pres & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 4507153, 'exercisedValue': 0, 'unexercisedValue': 295683}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
1,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. John A. Haudrich', 'age': 54, 'title': 'Sr. VP & CFO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1888160, 'exercisedValue': 0, 'unexercisedValue': 26706}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
2,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Darrow A. Abrahams', 'age': 48, 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1174180, 'exercisedValue': 0, 'unexercisedValue': 3815}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
3,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Arnaud  Aujouannet', 'age': 52, 'title': 'Sr. VP and Chief Sales & Marketing Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1097614, 'exercisedValue': 0, 'unexercisedValue': 3815}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
4,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Vitaliano  Torno', 'age': 63, 'title': 'Sr. VP of Global Bus. Operations & Pres of O-I Europe', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1998404, 'exercisedValue': 0, 'unexercisedValue': 26294}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
5,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. John  Reynolds', 'title': 'VP of Global Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
6,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Ludovic  Valette', 'title': 'VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
7,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Christopher David Manuel', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
8,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Pablo  Vercelli', 'title': 'VP of Global People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
9,One Michael Owens Way,Plaza 2,Perrysburg,OH,43551-2999,United States,567 336 5000,https://www.o-i.com,Packaging & Containers,Consumer Cyclical,"O-I Glass, Inc., through its subsidiaries, engages in the manufacture and sale of glass containers to food and beverage manufacturers primarily in the Americas, Europe, and internationally. The company produces glass containers for alcoholic beverages, including beer, flavored malt beverages, spirits, and wine. It is also involved in the production of glass packaging for various food items, soft drinks, tea, juices, and pharmaceuticals. In addition, the company offers glass containers in a range of sizes, shapes, and colors. It sells its products directly to customers under annual or multi-year supply agreements, as well as through distributors. The company was founded in 1903 and is headquartered in Perrysburg, Ohio.",24000,"{'maxAge': 1, 'name': 'Mr. Timothy M. Connors', 'age': 47, 'title': 'Managing Director of Americas North', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,2,4,2,1693526400,1672444800,86400,2,18.37,18.24,17.98,18.345,18.37,18.24,17.98,18.345,1582761600,0.0,1.378976,5.2314286,5.812698,2826042,2826042,962219,1332150,1332150,18.13,19.07,1100,800,2848450048,12.05,23.57,0.40073863,20.5896,20.55815,0.0,0.0,USD,7235450880,0.078779995,153025549,155060000,2364539,2474452,1690761600,1693440000,0.0152,0.0101,0.95981,2.44,0.026300002,13.04,1.4041411,1672444800,1703980800,1688083200,-0.563,560000000,3.5,3.15,0.4,1.018,5.887,NYQ,EQUITY,OI,OI,"O-I Glass, Inc.","O-I Glass, Inc.",692461800,America/New_York,EDT,-14400000,18.31,32.0,19.0,26.0,28.0,2.1,buy,9,754000000,4.863,1228999936,5020000256,0.816,1.424,7107999744,234.251,45.903,0.0555,0.33626997,1213000000,114625000,132000000,-0.566,0.063,0.20892,0.1729,0.11733,USD,0.7323
