,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416 309 2137,416 861 8165,https://www.belosun.com,Gold,Basic Materials,"Belo Sun Mining Corp., through its subsidiaries, operates as a gold exploration and development company in Brazil. Its flagship property is its 100% interest in the Volta Grande Gold project consisting of 4 mining concession applications, 16 exploration permits, and 58 exploration permits extension submitted covering a total area of 172,631 hectares located in the northern region of Pará State, Brazil. The company was formerly known as Verena Minerals Corporation and changed its name to Belo Sun Mining Corp. in July 2010. Belo Sun Mining Corp. was founded in 1996 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Mark Price Eaton', 'age': 58, 'title': 'Exec. Chairman', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 266353, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.0205,0.0205,0.0205,0.02,0.0205,0.0205,0.0205,0.0,1.878397,20000,20000,0,0,0,0.017,0.0655,20581592,0.0125,0.187,0.01893,0.0285925,0.0,0.0,EUR,-8584377,0.0,301338799,455055008,0.06121,0.28554,0.075,0.27333334,1672444800,1703980800,1688083200,-12560662,-0.02,0.709,FRA,EQUITY,VE7.F,VE7.F,BELO SUN MINING CORP.,Belo Sun Mining Corp,1198825200,Europe/Berlin,CEST,7200000,0.0205,none,17574590,0.04,-12111567,0,10.547,10.726,-0.18853001,-0.32724,-5537045,-2449100,-7183779,0.0,0.0,0.0,CAD,
1,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416 309 2137,416 861 8165,https://www.belosun.com,Gold,Basic Materials,"Belo Sun Mining Corp., through its subsidiaries, operates as a gold exploration and development company in Brazil. Its flagship property is its 100% interest in the Volta Grande Gold project consisting of 4 mining concession applications, 16 exploration permits, and 58 exploration permits extension submitted covering a total area of 172,631 hectares located in the northern region of Pará State, Brazil. The company was formerly known as Verena Minerals Corporation and changed its name to Belo Sun Mining Corp. in July 2010. Belo Sun Mining Corp. was founded in 1996 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Peter W. Tagliamonte M.B.A., MBA, P.Eng.', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 665883, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.0205,0.0205,0.0205,0.02,0.0205,0.0205,0.0205,0.0,1.878397,20000,20000,0,0,0,0.017,0.0655,20581592,0.0125,0.187,0.01893,0.0285925,0.0,0.0,EUR,-8584377,0.0,301338799,455055008,0.06121,0.28554,0.075,0.27333334,1672444800,1703980800,1688083200,-12560662,-0.02,0.709,FRA,EQUITY,VE7.F,VE7.F,BELO SUN MINING CORP.,Belo Sun Mining Corp,1198825200,Europe/Berlin,CEST,7200000,0.0205,none,17574590,0.04,-12111567,0,10.547,10.726,-0.18853001,-0.32724,-5537045,-2449100,-7183779,0.0,0.0,0.0,CAD,
2,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416 309 2137,416 861 8165,https://www.belosun.com,Gold,Basic Materials,"Belo Sun Mining Corp., through its subsidiaries, operates as a gold exploration and development company in Brazil. Its flagship property is its 100% interest in the Volta Grande Gold project consisting of 4 mining concession applications, 16 exploration permits, and 58 exploration permits extension submitted covering a total area of 172,631 hectares located in the northern region of Pará State, Brazil. The company was formerly known as Verena Minerals Corporation and changed its name to Belo Sun Mining Corp. in July 2010. Belo Sun Mining Corp. was founded in 1996 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Ryan Jeffery Ptolemy C.F.A., CPA, CFA, CGA, CPA', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 88784, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.0205,0.0205,0.0205,0.02,0.0205,0.0205,0.0205,0.0,1.878397,20000,20000,0,0,0,0.017,0.0655,20581592,0.0125,0.187,0.01893,0.0285925,0.0,0.0,EUR,-8584377,0.0,301338799,455055008,0.06121,0.28554,0.075,0.27333334,1672444800,1703980800,1688083200,-12560662,-0.02,0.709,FRA,EQUITY,VE7.F,VE7.F,BELO SUN MINING CORP.,Belo Sun Mining Corp,1198825200,Europe/Berlin,CEST,7200000,0.0205,none,17574590,0.04,-12111567,0,10.547,10.726,-0.18853001,-0.32724,-5537045,-2449100,-7183779,0.0,0.0,0.0,CAD,
3,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416 309 2137,416 861 8165,https://www.belosun.com,Gold,Basic Materials,"Belo Sun Mining Corp., through its subsidiaries, operates as a gold exploration and development company in Brazil. Its flagship property is its 100% interest in the Volta Grande Gold project consisting of 4 mining concession applications, 16 exploration permits, and 58 exploration permits extension submitted covering a total area of 172,631 hectares located in the northern region of Pará State, Brazil. The company was formerly known as Verena Minerals Corporation and changed its name to Belo Sun Mining Corp. in July 2010. Belo Sun Mining Corp. was founded in 1996 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Ian A. Pritchard', 'age': 61, 'title': 'Chief Operating Officer', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 74134, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.0205,0.0205,0.0205,0.02,0.0205,0.0205,0.0205,0.0,1.878397,20000,20000,0,0,0,0.017,0.0655,20581592,0.0125,0.187,0.01893,0.0285925,0.0,0.0,EUR,-8584377,0.0,301338799,455055008,0.06121,0.28554,0.075,0.27333334,1672444800,1703980800,1688083200,-12560662,-0.02,0.709,FRA,EQUITY,VE7.F,VE7.F,BELO SUN MINING CORP.,Belo Sun Mining Corp,1198825200,Europe/Berlin,CEST,7200000,0.0205,none,17574590,0.04,-12111567,0,10.547,10.726,-0.18853001,-0.32724,-5537045,-2449100,-7183779,0.0,0.0,0.0,CAD,
4,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416 309 2137,416 861 8165,https://www.belosun.com,Gold,Basic Materials,"Belo Sun Mining Corp., through its subsidiaries, operates as a gold exploration and development company in Brazil. Its flagship property is its 100% interest in the Volta Grande Gold project consisting of 4 mining concession applications, 16 exploration permits, and 58 exploration permits extension submitted covering a total area of 172,631 hectares located in the northern region of Pará State, Brazil. The company was formerly known as Verena Minerals Corporation and changed its name to Belo Sun Mining Corp. in July 2010. Belo Sun Mining Corp. was founded in 1996 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Stephane  Amireault B.Eng, MScA, P.Eng, P.Eng.', 'age': 57, 'title': 'VP of Exploration', 'yearBorn': 1965, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.0205,0.0205,0.0205,0.02,0.0205,0.0205,0.0205,0.0,1.878397,20000,20000,0,0,0,0.017,0.0655,20581592,0.0125,0.187,0.01893,0.0285925,0.0,0.0,EUR,-8584377,0.0,301338799,455055008,0.06121,0.28554,0.075,0.27333334,1672444800,1703980800,1688083200,-12560662,-0.02,0.709,FRA,EQUITY,VE7.F,VE7.F,BELO SUN MINING CORP.,Belo Sun Mining Corp,1198825200,Europe/Berlin,CEST,7200000,0.0205,none,17574590,0.04,-12111567,0,10.547,10.726,-0.18853001,-0.32724,-5537045,-2449100,-7183779,0.0,0.0,0.0,CAD,
5,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416 309 2137,416 861 8165,https://www.belosun.com,Gold,Basic Materials,"Belo Sun Mining Corp., through its subsidiaries, operates as a gold exploration and development company in Brazil. Its flagship property is its 100% interest in the Volta Grande Gold project consisting of 4 mining concession applications, 16 exploration permits, and 58 exploration permits extension submitted covering a total area of 172,631 hectares located in the northern region of Pará State, Brazil. The company was formerly known as Verena Minerals Corporation and changed its name to Belo Sun Mining Corp. in July 2010. Belo Sun Mining Corp. was founded in 1996 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Neil  Said', 'age': 43, 'title': 'Corp. Sec.', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.0205,0.0205,0.0205,0.02,0.0205,0.0205,0.0205,0.0,1.878397,20000,20000,0,0,0,0.017,0.0655,20581592,0.0125,0.187,0.01893,0.0285925,0.0,0.0,EUR,-8584377,0.0,301338799,455055008,0.06121,0.28554,0.075,0.27333334,1672444800,1703980800,1688083200,-12560662,-0.02,0.709,FRA,EQUITY,VE7.F,VE7.F,BELO SUN MINING CORP.,Belo Sun Mining Corp,1198825200,Europe/Berlin,CEST,7200000,0.0205,none,17574590,0.04,-12111567,0,10.547,10.726,-0.18853001,-0.32724,-5537045,-2449100,-7183779,0.0,0.0,0.0,CAD,
