,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5700 Yonge Street,St. #200,Toronto,ON,M2M 4K2,Canada,https://www.bluerush.com,Software—Application,Technology,"BlueRush Inc., through its subsidiary BlueRush Digital Media Corp., provides software as a service based marketing and sales enablement platform that enables organizations to engage with their customers in Canada, the United States, and other countries of North America. The company offers IndiVideo, an interactive personalized video platform for capturing knowledge and data from customers' video interactions, and creating data-driven customer insights. It serves banking, mortgages, investments and retirement, insurance, healthcare, real estate, telecommunications, marketing agencies, utilities, and non-profits industries. The company was formerly known as BlueRush Media Group Corp. and changed its name to BlueRush Inc. in April 2018. BlueRush Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Laurence  Lubin', 'title': 'Founder, Pres & Chairman', 'fiscalYear': 2022, 'totalPay': 232500, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.0,-1.434907,38114,38114,9596,5310,5310,0.045,0.055,0,0,1875511,0.05,0.25,0.40343106,0.0532,0.09855,0.0,0.0,CAD,5205104,-0.79743,21633178,34100200,2,23621,1690761600,1693440000,0.0,0.37995,0.0,0.0,-0.13,1659225600,1690761600,1682812800,-3707201,-0.11,1.12,-1.741,VAN,EQUITY,BTV.V,BTV.V,BLUERUSH INC,BlueRush Inc.,1198765800,America/Toronto,EDT,-14400000,0.055,none,2770246,0.081,-2989191,6099838,1.652,1.715,4648901,0.142,-0.50418997,3534365,-2552928,-3383853,-0.069,0.64023,-0.64299005,-0.61789,CAD,
1,5700 Yonge Street,St. #200,Toronto,ON,M2M 4K2,Canada,https://www.bluerush.com,Software—Application,Technology,"BlueRush Inc., through its subsidiary BlueRush Digital Media Corp., provides software as a service based marketing and sales enablement platform that enables organizations to engage with their customers in Canada, the United States, and other countries of North America. The company offers IndiVideo, an interactive personalized video platform for capturing knowledge and data from customers' video interactions, and creating data-driven customer insights. It serves banking, mortgages, investments and retirement, insurance, healthcare, real estate, telecommunications, marketing agencies, utilities, and non-profits industries. The company was formerly known as BlueRush Media Group Corp. and changed its name to BlueRush Inc. in April 2018. BlueRush Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Stephen  Taylor', 'age': 53, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 294667, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.0,-1.434907,38114,38114,9596,5310,5310,0.045,0.055,0,0,1875511,0.05,0.25,0.40343106,0.0532,0.09855,0.0,0.0,CAD,5205104,-0.79743,21633178,34100200,2,23621,1690761600,1693440000,0.0,0.37995,0.0,0.0,-0.13,1659225600,1690761600,1682812800,-3707201,-0.11,1.12,-1.741,VAN,EQUITY,BTV.V,BTV.V,BLUERUSH INC,BlueRush Inc.,1198765800,America/Toronto,EDT,-14400000,0.055,none,2770246,0.081,-2989191,6099838,1.652,1.715,4648901,0.142,-0.50418997,3534365,-2552928,-3383853,-0.069,0.64023,-0.64299005,-0.61789,CAD,
2,5700 Yonge Street,St. #200,Toronto,ON,M2M 4K2,Canada,https://www.bluerush.com,Software—Application,Technology,"BlueRush Inc., through its subsidiary BlueRush Digital Media Corp., provides software as a service based marketing and sales enablement platform that enables organizations to engage with their customers in Canada, the United States, and other countries of North America. The company offers IndiVideo, an interactive personalized video platform for capturing knowledge and data from customers' video interactions, and creating data-driven customer insights. It serves banking, mortgages, investments and retirement, insurance, healthcare, real estate, telecommunications, marketing agencies, utilities, and non-profits industries. The company was formerly known as BlueRush Media Group Corp. and changed its name to BlueRush Inc. in April 2018. BlueRush Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Sandra  Clarke', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.0,-1.434907,38114,38114,9596,5310,5310,0.045,0.055,0,0,1875511,0.05,0.25,0.40343106,0.0532,0.09855,0.0,0.0,CAD,5205104,-0.79743,21633178,34100200,2,23621,1690761600,1693440000,0.0,0.37995,0.0,0.0,-0.13,1659225600,1690761600,1682812800,-3707201,-0.11,1.12,-1.741,VAN,EQUITY,BTV.V,BTV.V,BLUERUSH INC,BlueRush Inc.,1198765800,America/Toronto,EDT,-14400000,0.055,none,2770246,0.081,-2989191,6099838,1.652,1.715,4648901,0.142,-0.50418997,3534365,-2552928,-3383853,-0.069,0.64023,-0.64299005,-0.61789,CAD,
3,5700 Yonge Street,St. #200,Toronto,ON,M2M 4K2,Canada,https://www.bluerush.com,Software—Application,Technology,"BlueRush Inc., through its subsidiary BlueRush Digital Media Corp., provides software as a service based marketing and sales enablement platform that enables organizations to engage with their customers in Canada, the United States, and other countries of North America. The company offers IndiVideo, an interactive personalized video platform for capturing knowledge and data from customers' video interactions, and creating data-driven customer insights. It serves banking, mortgages, investments and retirement, insurance, healthcare, real estate, telecommunications, marketing agencies, utilities, and non-profits industries. The company was formerly known as BlueRush Media Group Corp. and changed its name to BlueRush Inc. in April 2018. BlueRush Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Richard  Pineault', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.0,-1.434907,38114,38114,9596,5310,5310,0.045,0.055,0,0,1875511,0.05,0.25,0.40343106,0.0532,0.09855,0.0,0.0,CAD,5205104,-0.79743,21633178,34100200,2,23621,1690761600,1693440000,0.0,0.37995,0.0,0.0,-0.13,1659225600,1690761600,1682812800,-3707201,-0.11,1.12,-1.741,VAN,EQUITY,BTV.V,BTV.V,BLUERUSH INC,BlueRush Inc.,1198765800,America/Toronto,EDT,-14400000,0.055,none,2770246,0.081,-2989191,6099838,1.652,1.715,4648901,0.142,-0.50418997,3534365,-2552928,-3383853,-0.069,0.64023,-0.64299005,-0.61789,CAD,
4,5700 Yonge Street,St. #200,Toronto,ON,M2M 4K2,Canada,https://www.bluerush.com,Software—Application,Technology,"BlueRush Inc., through its subsidiary BlueRush Digital Media Corp., provides software as a service based marketing and sales enablement platform that enables organizations to engage with their customers in Canada, the United States, and other countries of North America. The company offers IndiVideo, an interactive personalized video platform for capturing knowledge and data from customers' video interactions, and creating data-driven customer insights. It serves banking, mortgages, investments and retirement, insurance, healthcare, real estate, telecommunications, marketing agencies, utilities, and non-profits industries. The company was formerly known as BlueRush Media Group Corp. and changed its name to BlueRush Inc. in April 2018. BlueRush Inc. was incorporated in 2004 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Savitri  Ponnambalam', 'title': 'Chief Customer Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.0,-1.434907,38114,38114,9596,5310,5310,0.045,0.055,0,0,1875511,0.05,0.25,0.40343106,0.0532,0.09855,0.0,0.0,CAD,5205104,-0.79743,21633178,34100200,2,23621,1690761600,1693440000,0.0,0.37995,0.0,0.0,-0.13,1659225600,1690761600,1682812800,-3707201,-0.11,1.12,-1.741,VAN,EQUITY,BTV.V,BTV.V,BLUERUSH INC,BlueRush Inc.,1198765800,America/Toronto,EDT,-14400000,0.055,none,2770246,0.081,-2989191,6099838,1.652,1.715,4648901,0.142,-0.50418997,3534365,-2552928,-3383853,-0.069,0.64023,-0.64299005,-0.61789,CAD,
