,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,522 Fifth Avenue,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1130&sc=NO,Asset Management,Financial Services,"Morgan Stanley Emerging Markets Debt Fund, Inc. is a closed ended fixed income fund launched and managed by Morgan Stanley Investment Management Inc. The fund invests in fixed income markets of emerging market countries across the globe. It primarily invests in debt securities of government and government-related issuers, of entities organized to restructure outstanding debt of such issuers and debt securities of corporate issuers in or organized under the laws of emerging countries. The fund benchmarks the performance of its portfolio against the JP Morgan Emerging Markets Bond Global Index. Morgan Stanley Emerging Markets Debt Fund, Inc. was formed on May 6, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jens  Nystedt Ph.D.', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.68,6.7,6.68,6.72,6.68,6.7,6.68,6.72,0.58,0.0876,1687996800,0.975,6.07,0.561549,11.183333,53742,53742,105050,79950,79950,6.7,6.87,800,800,135598368,5.85,7.07,9.779904,6.5442,6.58215,0.585,0.08757485,USD,135703872,0.8634,20208400,35974,7004,1690761600,1693440000,0.0018000001,0.0,0.49431,0.38,7.54,0.8899204,1672444800,1703980800,1688083200,11971000,0.6,9.788,NYQ,EQUITY,MSD,MSD,Morgan Stanley Emerging Markets,"Morgan Stanley Emerging Markets Debt Fund, Inc.",742829400,America/New_York,EDT,-14400000,6.71,none,91000,0.005,803000,0.707,1.108,13865000,0.527,0.686,0.04691,0.07829,12788000,0.186,1.0,0.0,0.86267996,USD,
1,522 Fifth Avenue,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1130&sc=NO,Asset Management,Financial Services,"Morgan Stanley Emerging Markets Debt Fund, Inc. is a closed ended fixed income fund launched and managed by Morgan Stanley Investment Management Inc. The fund invests in fixed income markets of emerging market countries across the globe. It primarily invests in debt securities of government and government-related issuers, of entities organized to restructure outstanding debt of such issuers and debt securities of corporate issuers in or organized under the laws of emerging countries. The fund benchmarks the performance of its portfolio against the JP Morgan Emerging Markets Bond Global Index. Morgan Stanley Emerging Markets Debt Fund, Inc. was formed on May 6, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Warren  Mar', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.68,6.7,6.68,6.72,6.68,6.7,6.68,6.72,0.58,0.0876,1687996800,0.975,6.07,0.561549,11.183333,53742,53742,105050,79950,79950,6.7,6.87,800,800,135598368,5.85,7.07,9.779904,6.5442,6.58215,0.585,0.08757485,USD,135703872,0.8634,20208400,35974,7004,1690761600,1693440000,0.0018000001,0.0,0.49431,0.38,7.54,0.8899204,1672444800,1703980800,1688083200,11971000,0.6,9.788,NYQ,EQUITY,MSD,MSD,Morgan Stanley Emerging Markets,"Morgan Stanley Emerging Markets Debt Fund, Inc.",742829400,America/New_York,EDT,-14400000,6.71,none,91000,0.005,803000,0.707,1.108,13865000,0.527,0.686,0.04691,0.07829,12788000,0.186,1.0,0.0,0.86267996,USD,
2,522 Fifth Avenue,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1130&sc=NO,Asset Management,Financial Services,"Morgan Stanley Emerging Markets Debt Fund, Inc. is a closed ended fixed income fund launched and managed by Morgan Stanley Investment Management Inc. The fund invests in fixed income markets of emerging market countries across the globe. It primarily invests in debt securities of government and government-related issuers, of entities organized to restructure outstanding debt of such issuers and debt securities of corporate issuers in or organized under the laws of emerging countries. The fund benchmarks the performance of its portfolio against the JP Morgan Emerging Markets Bond Global Index. Morgan Stanley Emerging Markets Debt Fund, Inc. was formed on May 6, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Eric J. Baurmeister CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.68,6.7,6.68,6.72,6.68,6.7,6.68,6.72,0.58,0.0876,1687996800,0.975,6.07,0.561549,11.183333,53742,53742,105050,79950,79950,6.7,6.87,800,800,135598368,5.85,7.07,9.779904,6.5442,6.58215,0.585,0.08757485,USD,135703872,0.8634,20208400,35974,7004,1690761600,1693440000,0.0018000001,0.0,0.49431,0.38,7.54,0.8899204,1672444800,1703980800,1688083200,11971000,0.6,9.788,NYQ,EQUITY,MSD,MSD,Morgan Stanley Emerging Markets,"Morgan Stanley Emerging Markets Debt Fund, Inc.",742829400,America/New_York,EDT,-14400000,6.71,none,91000,0.005,803000,0.707,1.108,13865000,0.527,0.686,0.04691,0.07829,12788000,0.186,1.0,0.0,0.86267996,USD,
