,address1,address2,city,zip,country,phone,fax,website,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Fantagio Building,248 Yeoksam-ro Gangnam-gu,Seoul,06226,South Korea,82 2 543 5564,82 2 546 5509,https://www.fantagio.kr,"Fantagio Corp. operates as an integrated entertainment company in Korea. It is involved in artist management, record production, and film and drama production, as well as discovers newcomers. Fantagio Corp. was incorporated in 1991 and is based in Seoul, South Korea.",102,"{'maxAge': 1, 'name': 'Mr. Byeong-Jun  Na', 'age': 45, 'title': 'Co-Chief Exec. Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,303.0,304.0,302.0,306.0,303.0,304.0,302.0,306.0,0.493229,262871,262871,2794765,443433,443433,304.0,311.0,22174691328,299.0,679.0,0.82673293,329.38,450.495,KRW,29791942656,-0.93766,69527337,72703904,0.20684,0.0,1656547200,1688083200,1680220800,-25150033920,1.111,16.934,KOE,EQUITY,032800.KQ,032800.KQ,Fantagio,Fantagio Corp.,1412726400,Asia/Seoul,KST,32400000,305.0,none,10908496896,115.089,1759331968,11520885760,0.833,0.964,26822072320,28.471,422.445,5281885900,11932659712,0.19692,0.06559,0.02122,KRW,
1,Fantagio Building,248 Yeoksam-ro Gangnam-gu,Seoul,06226,South Korea,82 2 543 5564,82 2 546 5509,https://www.fantagio.kr,"Fantagio Corp. operates as an integrated entertainment company in Korea. It is involved in artist management, record production, and film and drama production, as well as discovers newcomers. Fantagio Corp. was incorporated in 1991 and is based in Seoul, South Korea.",102,"{'maxAge': 1, 'name': 'Sung-Sik  Cho', 'title': 'Co-Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,303.0,304.0,302.0,306.0,303.0,304.0,302.0,306.0,0.493229,262871,262871,2794765,443433,443433,304.0,311.0,22174691328,299.0,679.0,0.82673293,329.38,450.495,KRW,29791942656,-0.93766,69527337,72703904,0.20684,0.0,1656547200,1688083200,1680220800,-25150033920,1.111,16.934,KOE,EQUITY,032800.KQ,032800.KQ,Fantagio,Fantagio Corp.,1412726400,Asia/Seoul,KST,32400000,305.0,none,10908496896,115.089,1759331968,11520885760,0.833,0.964,26822072320,28.471,422.445,5281885900,11932659712,0.19692,0.06559,0.02122,KRW,
2,Fantagio Building,248 Yeoksam-ro Gangnam-gu,Seoul,06226,South Korea,82 2 543 5564,82 2 546 5509,https://www.fantagio.kr,"Fantagio Corp. operates as an integrated entertainment company in Korea. It is involved in artist management, record production, and film and drama production, as well as discovers newcomers. Fantagio Corp. was incorporated in 1991 and is based in Seoul, South Korea.",102,"{'maxAge': 1, 'name': 'Mr. Byung-Hak  Go', 'age': 52, 'title': 'Chief Financial Officer and Sr. Managing Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,303.0,304.0,302.0,306.0,303.0,304.0,302.0,306.0,0.493229,262871,262871,2794765,443433,443433,304.0,311.0,22174691328,299.0,679.0,0.82673293,329.38,450.495,KRW,29791942656,-0.93766,69527337,72703904,0.20684,0.0,1656547200,1688083200,1680220800,-25150033920,1.111,16.934,KOE,EQUITY,032800.KQ,032800.KQ,Fantagio,Fantagio Corp.,1412726400,Asia/Seoul,KST,32400000,305.0,none,10908496896,115.089,1759331968,11520885760,0.833,0.964,26822072320,28.471,422.445,5281885900,11932659712,0.19692,0.06559,0.02122,KRW,
3,Fantagio Building,248 Yeoksam-ro Gangnam-gu,Seoul,06226,South Korea,82 2 543 5564,82 2 546 5509,https://www.fantagio.kr,"Fantagio Corp. operates as an integrated entertainment company in Korea. It is involved in artist management, record production, and film and drama production, as well as discovers newcomers. Fantagio Corp. was incorporated in 1991 and is based in Seoul, South Korea.",102,"{'maxAge': 1, 'name': 'Mr. Dong-Yun  Han', 'age': 58, 'title': 'Chief Marketing Officer and Managing Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,303.0,304.0,302.0,306.0,303.0,304.0,302.0,306.0,0.493229,262871,262871,2794765,443433,443433,304.0,311.0,22174691328,299.0,679.0,0.82673293,329.38,450.495,KRW,29791942656,-0.93766,69527337,72703904,0.20684,0.0,1656547200,1688083200,1680220800,-25150033920,1.111,16.934,KOE,EQUITY,032800.KQ,032800.KQ,Fantagio,Fantagio Corp.,1412726400,Asia/Seoul,KST,32400000,305.0,none,10908496896,115.089,1759331968,11520885760,0.833,0.964,26822072320,28.471,422.445,5281885900,11932659712,0.19692,0.06559,0.02122,KRW,
