,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bahnstrasse 89,Klagenfurt,9020,Austria,43 463 32109 700,43 463 32109 795,https://www.sw-umwelttechnik.com,Pollution & Treatment Controls,Industrials,"SW Umwelttechnik Stoiser & Wolschner AG engages in the development and production of precast concrete elements for infrastructure construction in Austria, Hungary, Romania, and Slovakia. It offers mineral oil separators, wastewater treatment and purification products, sewage treatment plants, prestressed concrete tanks, wall systems, and drinking water storage systems. The company was founded in 1910 and is based in Klagenfurt, Austria.",709,"{'maxAge': 1, 'name': 'Mr. Klaus  Einfalt Dipl.-Ing.', 'age': 53, 'title': 'CEO & Member of Management Board', 'yearBorn': 1969, 'fiscalYear': 2013, 'totalPay': 225300, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,2.9,0.070700005,1684108800,0.2039,3.49,0.731231,2.8832629,1000,1000,77,118,118,0.0,0.0,42700,30800,29765960,38.0,46.0,0.25394544,39.592,41.289,2.9,0.07073171,EUR,101885960,0.088070005,290639,725999,0.62783,0.09445,52.798,0.7765446,1672444800,1703980800,1688083200,-0.055,10323000,14.22,0.869,5.173,VIE,EQUITY,SWUT.VI,SWUT.VI,SW Umwelttechnik AG,SW Umwelttechnik Stoiser & Wolschner AG,946886100,Europe/Amsterdam,CEST,7200000,41.0,none,2619000,3.607,19694000,74739000,0.372,1.084,117214000,194.983,161.452,0.072270006,0.30917,50820000,-21664376,11377000,-0.055,-0.081,0.4415,0.16802,0.1245,EUR,
1,Bahnstrasse 89,Klagenfurt,9020,Austria,43 463 32109 700,43 463 32109 795,https://www.sw-umwelttechnik.com,Pollution & Treatment Controls,Industrials,"SW Umwelttechnik Stoiser & Wolschner AG engages in the development and production of precast concrete elements for infrastructure construction in Austria, Hungary, Romania, and Slovakia. It offers mineral oil separators, wastewater treatment and purification products, sewage treatment plants, prestressed concrete tanks, wall systems, and drinking water storage systems. The company was founded in 1910 and is based in Klagenfurt, Austria.",709,"{'maxAge': 1, 'name': 'Mr. János  Váczi Mag.', 'age': 45, 'title': 'CFO & Member of Management Board', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,2.9,0.070700005,1684108800,0.2039,3.49,0.731231,2.8832629,1000,1000,77,118,118,0.0,0.0,42700,30800,29765960,38.0,46.0,0.25394544,39.592,41.289,2.9,0.07073171,EUR,101885960,0.088070005,290639,725999,0.62783,0.09445,52.798,0.7765446,1672444800,1703980800,1688083200,-0.055,10323000,14.22,0.869,5.173,VIE,EQUITY,SWUT.VI,SWUT.VI,SW Umwelttechnik AG,SW Umwelttechnik Stoiser & Wolschner AG,946886100,Europe/Amsterdam,CEST,7200000,41.0,none,2619000,3.607,19694000,74739000,0.372,1.084,117214000,194.983,161.452,0.072270006,0.30917,50820000,-21664376,11377000,-0.055,-0.081,0.4415,0.16802,0.1245,EUR,
