,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Mr. Nicholas K. Akins', 'age': 62, 'title': 'Exec. Chair', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 5346755, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
1,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Ms. Julia A. Sloat', 'age': 52, 'title': 'Pres, CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1867579, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
2,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Ms. Ann P. Kelly', 'age': 51, 'title': 'Exec. VP & CFO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 760190, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
3,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Mr. David M. Feinberg', 'age': 52, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1582163, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
4,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Mr. Charles E. Zebula', 'age': 61, 'title': 'Exec. VP of Portfolio Optimization', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1365856, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
5,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Mr. Paul  Chodak III', 'age': 58, 'title': 'Exec. VP of Generation', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1237756, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
6,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Ms. Kate  Sturgess', 'age': 37, 'title': 'Sr. VP, Controller, Chief Accounting Officer & Principal Accounting Officer', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
7,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Ms. Therace M. Risch', 'age': 49, 'title': 'Exec. VP and Chief Information & Technology Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
8,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Darcy  Reese', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
9,1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, renewable, nuclear, hydro, solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company was incorporated in 1906 and is headquartered in Columbus, Ohio.",16974,"{'maxAge': 1, 'name': 'Gina E. Mazzei-Smith', 'age': 55, 'title': 'Chief Compliance Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",10,4,2,6,6,1693526400,1672444800,86400,2,80.6,79.78,79.98,81.005,80.6,79.78,79.98,81.005,3.32,0.041199997,1691539200,0.85160005,3.32,0.461964,20.84375,14.292857,4147238,4147238,3179720,2887340,2887340,79.9,81.01,1100,800,41234685952,75.47,101.15,2.1177921,81.7858,88.4991,3.27,0.04057072,USD,85898092544,0.102010004,514511467,515176000,5253022,7443475,1690761600,1693440000,0.010199999,0.00027000002,0.76582,1.74,0.010199999,515176000,46.397,1.7251116,1672444800,1703980800,1688083200,-0.006,1986200064,3.84,5.6,2.94,2:1,-226281600,4.412,12.618,-0.2083869,0.14113986,0.83,1691539200,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,80.04,113.0,75.5,94.23,95.0,2.3,buy,15,507400000,0.985,6807699968,44660101120,0.233,0.606,19470600192,185.13,37.867,0.02495,0.08191,8414100000,-4120962560,4178899968,-0.01,-0.058,0.41623002,0.34964,0.19157,USD,2.1972
