,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Mr. Paul S. Walker', 'age': 46, 'title': 'Pres, CEO & Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1262771, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
1,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Mr. Stephen D. Young', 'age': 69, 'title': 'CFO & Corp. Sec.', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 839145, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
2,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Mr. Michael Sean Merrill Covey', 'age': 58, 'title': 'Pres of Franklin Covey Education', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 905666, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
3,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Ms. Jennifer C. Colosimo', 'age': 53, 'title': 'Pres of Enterprise Division', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 890703, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
4,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Ms. Colleen  Dom', 'age': 60, 'title': 'Exec. VP & COO', 'yearBorn': 1962, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
5,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Ms. Carol  Fineagan', 'age': 62, 'title': 'Chief Information Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
6,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Ms. Debra S. Lund', 'title': 'Global Director of Corp. PR', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
7,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Ms. Meisha  Sherman', 'title': 'Exec. VP & Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
8,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Mr. Josh  Farrell', 'title': 'Managing Director of Australia & New Zealand', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
9,2200 West Parkway Boulevard,Salt Lake City,UT,84119-2331,United States,801 817 1776,https://www.franklincovey.com,Consulting Services,Industrials,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",1150,"{'maxAge': 1, 'name': 'Mr. Adam  Merrill', 'title': 'Exec. VP of Market & Customer Intelligence', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,1,1,2,1693526400,1672444800,86400,2,42.61,42.51,41.97,42.605,42.61,42.51,41.97,42.605,0.0,1.266943,36.63793,23.097826,168691,168691,66590,71780,71780,42.19,68.0,800,900,561182720,34.36,54.7,1.9944582,44.7626,43.1746,0.0,0.0,USD,540700416,0.05881,11368398,13204300,143613,176498,1690761600,1693440000,0.0109,0.13641,0.71448,3.5,0.0126,5.649,7.523455,1661904000,1693440000,1685491200,-0.363,16547000,1.16,1.84,2.25,1.922,16.262,NYQ,EQUITY,FC,FC,Franklin Covey Company,Franklin Covey Co.,707578200,America/New_York,EDT,-14400000,42.5,100.0,55.0,72.0,61.0,1.7,buy,3,39329000,2.978,33249000,17393000,0.738,0.909,281371008,23.344,20.37,0.068569995,0.22143,201912000,26128624,38665000,-0.367,0.08,0.7579,0.11817,0.086969994,USD,1.3199
