,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Mr. Max H. Mitchell', 'age': 58, 'title': 'Pres, CEO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 3406984, 'exercisedValue': 3572040, 'unexercisedValue': 3777427}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
1,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Mr. Richard A. Maue CPA', 'age': 51, 'title': 'Exec. VP & CFO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1589319, 'exercisedValue': 1457826, 'unexercisedValue': 303707}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
2,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': ""Mr. Anthony M. D'Iorio"", 'age': 58, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1082295, 'exercisedValue': 261848, 'unexercisedValue': 652468}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
3,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Ms. Marijane  Papanikolaou', 'title': 'VP, Controller & Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
4,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Mr. Jason D. Feldman', 'title': 'VP of Treasury & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
5,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Ms. Tamara S. Polmanteer', 'age': 56, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
6,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Mr. Alejandro  Alcala', 'age': 47, 'title': 'Exec. VP', 'yearBorn': 1975, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
7,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Mr. Hari  Jinaga', 'title': 'Pres of Crane India', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
8,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Mr. Chris  Mitchell', 'title': 'Pres of Crane Valve Services', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
9,100 First Stamford Place,Stamford,CT,06902,United States,203 363 7300,https://www.craneco.com,Specialty Industrial Machinery,Industrials,"Crane Company, together with its subsidiaries, manufactures and sells engineered industrial products in the Americas, Europe, the Middle East, Asia, and Australia. The company has three segments: Aerospace & Electronics, Process Flow Technologies, and Engineered Materials. The Aerospace & Electronics segment supplies critical components and systems, including original equipment and aftermarket parts, primarily for the commercial aerospace, and the military aerospace, defense, and space markets. This segment also offers pressure sensors for aircraft engine control, aircraft braking systems for fighter jets, power conversion solutions for spacecraft, and lubrication systems. The Process Flow Technologies segment provides engineered fluid handling equipment for mission critical applications. It offers process valves and related products, commercial valves, and pumps and systems. The Engineered Materials segment manufactures fiberglass-reinforced plastic panels and coils, primarily for use in the manufacturing of recreational vehicles and in commercial and industrial buildings applications. It provides products and solutions to customers across end markets, including aerospace, defense, chemical and pharmaceutical, water and wastewater, payment automation, non-residential and municipal construction, energy, and banknote design and production, as well as for a range of general industrial and consumer applications. The company was formerly known as Crane Holdings, Co. Crane Company was founded in 1855 and is based in Stamford, Connecticut.",7000,"{'maxAge': 1, 'name': 'Ms. Michelle  Yan', 'title': 'Pres of Crane China', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,3,4,1,1693526400,1672444800,86400,2,87.15,87.11,85.02,87.34,87.15,87.11,85.02,87.34,0.72,0.0083,1693353600,0.3664,2.01,1.511065,20.018433,16.361582,471120,471120,286035,184630,184630,85.08,86.42,3200,800,4932464128,67.28,95.21,1.4815763,89.5734,82.60975,1.59,0.018244406,USD,4969496064,0.05683,48809628,56773300,1070930,897641,1690761600,1693440000,0.0189,0.13711001,0.41646,5.18,0.0251,21.827,3.9803913,1672444800,1703980800,1688083200,-0.823,247600000,4.34,5.31,3:2,905817600,1.493,7.308,NYQ,EQUITY,CR,CR,Crane Company,Crane Company,1680096600,America/New_York,EDT,-14400000,86.88,140.0,82.0,108.25,105.5,2.0,buy,4,218900000,3.861,680000000,262300000,1.293,2.577,3329200128,21.194,59.081,0.105270006,0.15963,1339800000,353475008,-219000000,-0.826,-0.039,0.41409,0.20425,0.16893,USD,1.3796
