,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,130 Adelaide Street West,31st Floor,Toronto,ON,M5H 3P5,Canada,(437) 317-0488,https://www.ethcap.co,Asset Management,Financial Services,"Ether Capital Corporation, a technology company, provides access and exposure to the Ethereum and decentralized (Web 3) technologies and infrastructure to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was incorporated in 2009 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. Som  Seif CFA', 'title': 'Exec. Chairman & Co-Chief Investment Officer', 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,1.29,1.31,1.31,1.31,1.29,1.31,1.31,1.31,0.0,3.065352,0.80368096,18.714285,119,119,5261,7670,7670,0.0,0.0,0,0,44806716,0.8,1.62,47.93203,1.3574,1.30602,0.0,0.0,USD,43162244,79.914856,30871845,34203600,0.06985,0.16761999,3.406,0.3846154,1672444800,1703980800,1688083200,74704176,1.63,0.07,46.173,PNK,EQUITY,DTSRF,DTSRF,ETHER CAPITAL CORPORATION,Ether Capital Corporation,1524749400,America/New_York,EDT,-14400000,1.31,4.0,3.55,3.77,3.77,2.0,buy,2,1644497,0.048,0,3.694,3.694,934797,0.028,0.0015,0.81771004,-178887,429990,-2844330,-0.401,-1.15188,0.0,0.24013,CAD,
1,130 Adelaide Street West,31st Floor,Toronto,ON,M5H 3P5,Canada,(437) 317-0488,https://www.ethcap.co,Asset Management,Financial Services,"Ether Capital Corporation, a technology company, provides access and exposure to the Ethereum and decentralized (Web 3) technologies and infrastructure to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was incorporated in 2009 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. Brian  Mosoff', 'title': 'CEO & Director', 'fiscalYear': 2021, 'totalPay': 110791, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,1.29,1.31,1.31,1.31,1.29,1.31,1.31,1.31,0.0,3.065352,0.80368096,18.714285,119,119,5261,7670,7670,0.0,0.0,0,0,44806716,0.8,1.62,47.93203,1.3574,1.30602,0.0,0.0,USD,43162244,79.914856,30871845,34203600,0.06985,0.16761999,3.406,0.3846154,1672444800,1703980800,1688083200,74704176,1.63,0.07,46.173,PNK,EQUITY,DTSRF,DTSRF,ETHER CAPITAL CORPORATION,Ether Capital Corporation,1524749400,America/New_York,EDT,-14400000,1.31,4.0,3.55,3.77,3.77,2.0,buy,2,1644497,0.048,0,3.694,3.694,934797,0.028,0.0015,0.81771004,-178887,429990,-2844330,-0.401,-1.15188,0.0,0.24013,CAD,
2,130 Adelaide Street West,31st Floor,Toronto,ON,M5H 3P5,Canada,(437) 317-0488,https://www.ethcap.co,Asset Management,Financial Services,"Ether Capital Corporation, a technology company, provides access and exposure to the Ethereum and decentralized (Web 3) technologies and infrastructure to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was incorporated in 2009 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Ms. Jillian  Friedman', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,1.29,1.31,1.31,1.31,1.29,1.31,1.31,1.31,0.0,3.065352,0.80368096,18.714285,119,119,5261,7670,7670,0.0,0.0,0,0,44806716,0.8,1.62,47.93203,1.3574,1.30602,0.0,0.0,USD,43162244,79.914856,30871845,34203600,0.06985,0.16761999,3.406,0.3846154,1672444800,1703980800,1688083200,74704176,1.63,0.07,46.173,PNK,EQUITY,DTSRF,DTSRF,ETHER CAPITAL CORPORATION,Ether Capital Corporation,1524749400,America/New_York,EDT,-14400000,1.31,4.0,3.55,3.77,3.77,2.0,buy,2,1644497,0.048,0,3.694,3.694,934797,0.028,0.0015,0.81771004,-178887,429990,-2844330,-0.401,-1.15188,0.0,0.24013,CAD,
