,country,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,United Kingdom,https://www.jupiteram.com/UK/en/Individual-Investors/Our-Funds/Asset-Classes/Equities/Jupiter-Green-Investment-Trust-PLC?sc=GB00B120GL77,Asset Management,Financial Services,"Jupiter Green Investment Trust PLC is a closed-ended equity mutual fund launched by Jupiter Unit Trust Managers Limited. The fund is managed by Jupiter Asset Management Limited. It invests in the public equity markets across the globe. The fund makes its investments in the stocks of companies operating across diversified sectors with a focus on companies which have a significant focus on environmental solutions such as clean energy, water management, waste management, sustainable living, environmental services, and green transport. It seeks to invest in the stocks of small-cap and mid-cap companies. The fund employs a fundamental analysis with a bottom-up stock picking approach to create its portfolio. It benchmarks the performance of its portfolio against the FTSE Global Small Cap ex US Index and the Russell 2500 Growth Index. Jupiter Green Investment Trust PLC was formed on June 7, 2006 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Charlie  Thomas', 'title': 'Fund Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,201.0,200.2,200.0,200.368,201.0,200.2,200.0,200.368,1631750400,0.0,0.724474,55588,55588,16158,16460,16460,200.0,202.0,0,0,40825712,179.0,240.0,82.64314,204.94,212.345,0.0,0.0,GBp,42471380,-0.30162,20311300,0.36620998,0.20086001,2.586,77.72622,1680220800,1711843200,1680220800,-149000,-0.01,85.974,LSE,EQUITY,JGC.L,JGC.L,JUPITER GREEN INVESTMENT TRUST ,Jupiter Green Investment Trust PLC,1149663600,Europe/London,BST,3600000,201.0,none,2954000,0.14,3000000,0.873,0.912,494000,5.497,0.023,-0.00439,-0.00271,55500,-274000,1.0,0.0,-0.83806,GBP,
1,United Kingdom,https://www.jupiteram.com/UK/en/Individual-Investors/Our-Funds/Asset-Classes/Equities/Jupiter-Green-Investment-Trust-PLC?sc=GB00B120GL77,Asset Management,Financial Services,"Jupiter Green Investment Trust PLC is a closed-ended equity mutual fund launched by Jupiter Unit Trust Managers Limited. The fund is managed by Jupiter Asset Management Limited. It invests in the public equity markets across the globe. The fund makes its investments in the stocks of companies operating across diversified sectors with a focus on companies which have a significant focus on environmental solutions such as clean energy, water management, waste management, sustainable living, environmental services, and green transport. It seeks to invest in the stocks of small-cap and mid-cap companies. The fund employs a fundamental analysis with a bottom-up stock picking approach to create its portfolio. It benchmarks the performance of its portfolio against the FTSE Global Small Cap ex US Index and the Russell 2500 Growth Index. Jupiter Green Investment Trust PLC was formed on June 7, 2006 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Matthew William Patsky C.F.A.', 'title': 'Director of Research, Partner and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,201.0,200.2,200.0,200.368,201.0,200.2,200.0,200.368,1631750400,0.0,0.724474,55588,55588,16158,16460,16460,200.0,202.0,0,0,40825712,179.0,240.0,82.64314,204.94,212.345,0.0,0.0,GBp,42471380,-0.30162,20311300,0.36620998,0.20086001,2.586,77.72622,1680220800,1711843200,1680220800,-149000,-0.01,85.974,LSE,EQUITY,JGC.L,JGC.L,JUPITER GREEN INVESTMENT TRUST ,Jupiter Green Investment Trust PLC,1149663600,Europe/London,BST,3600000,201.0,none,2954000,0.14,3000000,0.873,0.912,494000,5.497,0.023,-0.00439,-0.00271,55500,-274000,1.0,0.0,-0.83806,GBP,
