,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Mevlana Bulvari No:2/A,"Kat: 3 No: 1, AkkOeprUe",Ankara,Turkey,90 312 541 14 71,90 312 541 14 80,https://www.yenigimatgyo.com.tr,REIT—Retail,Real Estate,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,180,"{'maxAge': 1, 'name': 'Mr. Levent  Kirman', 'title': 'Chairperson & GM', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,39.12,39.14,38.98,41.28,39.12,39.14,38.98,41.28,1.75,0.0425,1681171200,0.1277,6.95,-0.070478,3.003647,634628,634628,278401,288606,288606,41.14,41.26,0,0,9662557184,20.34,42.3,11.623858,37.9232,35.898,1.75,0.044734154,TRY,8838648832,3.8691502,186875983,234642000,0.2,0.00843,25.197,1.6343216,1672444800,1703980800,1688083200,0.514,3216304640,13.71,150:100,1528675200,10.633,15.548,IST,EQUITY,YGGYO.IS,YGGYO.IS,YENI GIMAT GMYO,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,1376634600,Europe/Istanbul,TRT,10800000,41.18,none,823933312,3.511,568461312,22111,9.251,9.382,831269312,0.0,3.543,0.07907,0.73457,432189988,333405344,-234738064,0.514,0.852,0.72018,0.68385005,0.68176,TRY,
1,Mevlana Bulvari No:2/A,"Kat: 3 No: 1, AkkOeprUe",Ankara,Turkey,90 312 541 14 71,90 312 541 14 80,https://www.yenigimatgyo.com.tr,REIT—Retail,Real Estate,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,180,"{'maxAge': 1, 'name': 'Mr. Okyay  Kepenek', 'title': 'VP & Assistant GM', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,39.12,39.14,38.98,41.28,39.12,39.14,38.98,41.28,1.75,0.0425,1681171200,0.1277,6.95,-0.070478,3.003647,634628,634628,278401,288606,288606,41.14,41.26,0,0,9662557184,20.34,42.3,11.623858,37.9232,35.898,1.75,0.044734154,TRY,8838648832,3.8691502,186875983,234642000,0.2,0.00843,25.197,1.6343216,1672444800,1703980800,1688083200,0.514,3216304640,13.71,150:100,1528675200,10.633,15.548,IST,EQUITY,YGGYO.IS,YGGYO.IS,YENI GIMAT GMYO,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,1376634600,Europe/Istanbul,TRT,10800000,41.18,none,823933312,3.511,568461312,22111,9.251,9.382,831269312,0.0,3.543,0.07907,0.73457,432189988,333405344,-234738064,0.514,0.852,0.72018,0.68385005,0.68176,TRY,
2,Mevlana Bulvari No:2/A,"Kat: 3 No: 1, AkkOeprUe",Ankara,Turkey,90 312 541 14 71,90 312 541 14 80,https://www.yenigimatgyo.com.tr,REIT—Retail,Real Estate,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,180,"{'maxAge': 1, 'name': 'Ms. Latife  Yalçinkaya', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,39.12,39.14,38.98,41.28,39.12,39.14,38.98,41.28,1.75,0.0425,1681171200,0.1277,6.95,-0.070478,3.003647,634628,634628,278401,288606,288606,41.14,41.26,0,0,9662557184,20.34,42.3,11.623858,37.9232,35.898,1.75,0.044734154,TRY,8838648832,3.8691502,186875983,234642000,0.2,0.00843,25.197,1.6343216,1672444800,1703980800,1688083200,0.514,3216304640,13.71,150:100,1528675200,10.633,15.548,IST,EQUITY,YGGYO.IS,YGGYO.IS,YENI GIMAT GMYO,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,1376634600,Europe/Istanbul,TRT,10800000,41.18,none,823933312,3.511,568461312,22111,9.251,9.382,831269312,0.0,3.543,0.07907,0.73457,432189988,333405344,-234738064,0.514,0.852,0.72018,0.68385005,0.68176,TRY,
3,Mevlana Bulvari No:2/A,"Kat: 3 No: 1, AkkOeprUe",Ankara,Turkey,90 312 541 14 71,90 312 541 14 80,https://www.yenigimatgyo.com.tr,REIT—Retail,Real Estate,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,180,"{'maxAge': 1, 'name': 'Mr. Oktay  Aydin', 'title': 'Director of Investor Relations & Vice GM', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,39.12,39.14,38.98,41.28,39.12,39.14,38.98,41.28,1.75,0.0425,1681171200,0.1277,6.95,-0.070478,3.003647,634628,634628,278401,288606,288606,41.14,41.26,0,0,9662557184,20.34,42.3,11.623858,37.9232,35.898,1.75,0.044734154,TRY,8838648832,3.8691502,186875983,234642000,0.2,0.00843,25.197,1.6343216,1672444800,1703980800,1688083200,0.514,3216304640,13.71,150:100,1528675200,10.633,15.548,IST,EQUITY,YGGYO.IS,YGGYO.IS,YENI GIMAT GMYO,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,1376634600,Europe/Istanbul,TRT,10800000,41.18,none,823933312,3.511,568461312,22111,9.251,9.382,831269312,0.0,3.543,0.07907,0.73457,432189988,333405344,-234738064,0.514,0.852,0.72018,0.68385005,0.68176,TRY,
