,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Chungjung Tower Building,13th Floor #464 Chungjeongno 3(sam)-ga Seodaemun-gu,Seoul,120-013,South Korea,82 2 2122 6000,82 2 392 3923,https://www.chonbang.co.kr,Textile Manufacturing,Consumer Cyclical,"Chonbang Co., Ltd. manufactures and sells textiles in South Korea. The company offers yarns, dyed yarns, embroidery and sewing threads, denim, knit products, and raw materials. The company was formerly known as Chonnam Spinning Co., Ltd and changed its name to Chonbang Co., Ltd. in 1970. Chonbang Co., Ltd. was founded in 1935 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Kyoo-Ok  Cho', 'age': 73, 'title': 'Chairman and Chief Exec. Officer', 'yearBorn': 1949, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23450.0,23550.0,23450.0,23850.0,23450.0,23550.0,23450.0,23850.0,1000.0,0.0422,1672185600,0.023699999,0.445811,518,518,1496,1003,1003,23650.0,23700.0,0,0,27005440000,22100.0,86900.0,0.24515657,25369.0,36104.75,KRW,27277193216,0.43581,947492,1139470,0.17934,0.00017000001,1672444800,1703980800,1688083200,48006922240,0.248,-0.302,KSC,EQUITY,000950.KS,000950.KS,Chonbang,"Chonbang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,23700.0,none,51167256576,44904.434,-90272751616,51439009792,1.248,2.942,110155890688,26.485,96676.99,-0.20016001,0.27983,-29145002810,-145839357952,-100044234752,-0.045,-0.45867002,-0.81949997,-0.89831,KRW,
1,Chungjung Tower Building,13th Floor #464 Chungjeongno 3(sam)-ga Seodaemun-gu,Seoul,120-013,South Korea,82 2 2122 6000,82 2 392 3923,https://www.chonbang.co.kr,Textile Manufacturing,Consumer Cyclical,"Chonbang Co., Ltd. manufactures and sells textiles in South Korea. The company offers yarns, dyed yarns, embroidery and sewing threads, denim, knit products, and raw materials. The company was formerly known as Chonnam Spinning Co., Ltd and changed its name to Chonbang Co., Ltd. in 1970. Chonbang Co., Ltd. was founded in 1935 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Do Ha  Hwang', 'title': 'Gen. Mang. of Investment', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23450.0,23550.0,23450.0,23850.0,23450.0,23550.0,23450.0,23850.0,1000.0,0.0422,1672185600,0.023699999,0.445811,518,518,1496,1003,1003,23650.0,23700.0,0,0,27005440000,22100.0,86900.0,0.24515657,25369.0,36104.75,KRW,27277193216,0.43581,947492,1139470,0.17934,0.00017000001,1672444800,1703980800,1688083200,48006922240,0.248,-0.302,KSC,EQUITY,000950.KS,000950.KS,Chonbang,"Chonbang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,23700.0,none,51167256576,44904.434,-90272751616,51439009792,1.248,2.942,110155890688,26.485,96676.99,-0.20016001,0.27983,-29145002810,-145839357952,-100044234752,-0.045,-0.45867002,-0.81949997,-0.89831,KRW,
2,Chungjung Tower Building,13th Floor #464 Chungjeongno 3(sam)-ga Seodaemun-gu,Seoul,120-013,South Korea,82 2 2122 6000,82 2 392 3923,https://www.chonbang.co.kr,Textile Manufacturing,Consumer Cyclical,"Chonbang Co., Ltd. manufactures and sells textiles in South Korea. The company offers yarns, dyed yarns, embroidery and sewing threads, denim, knit products, and raw materials. The company was formerly known as Chonnam Spinning Co., Ltd and changed its name to Chonbang Co., Ltd. in 1970. Chonbang Co., Ltd. was founded in 1935 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Young-Gi  Choi', 'age': 68, 'title': 'Chief of Sales Division and Sr. Managing Director', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23450.0,23550.0,23450.0,23850.0,23450.0,23550.0,23450.0,23850.0,1000.0,0.0422,1672185600,0.023699999,0.445811,518,518,1496,1003,1003,23650.0,23700.0,0,0,27005440000,22100.0,86900.0,0.24515657,25369.0,36104.75,KRW,27277193216,0.43581,947492,1139470,0.17934,0.00017000001,1672444800,1703980800,1688083200,48006922240,0.248,-0.302,KSC,EQUITY,000950.KS,000950.KS,Chonbang,"Chonbang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,23700.0,none,51167256576,44904.434,-90272751616,51439009792,1.248,2.942,110155890688,26.485,96676.99,-0.20016001,0.27983,-29145002810,-145839357952,-100044234752,-0.045,-0.45867002,-0.81949997,-0.89831,KRW,
