,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Mr. James F. Risoleo', 'age': 66, 'title': 'Pres, CEO & Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 4183215, 'exercisedValue': 0, 'unexercisedValue': 52052}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
1,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Mr. Sourav  Ghosh', 'age': 45, 'title': 'Exec. VP & CFO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1588766, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
2,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Mr. Nathan S. Tyrrell', 'age': 49, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1612779, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
3,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Ms. Julie P. Aslaksen', 'age': 47, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1261770, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
4,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Mr. Michael E. Lentz', 'age': 58, 'title': 'Exec. VP of Devel., Design & Construction', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1433296, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
5,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Ms. Jaime N. Marcus', 'title': 'Sr. VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
6,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Ms. Mari  Sifo SPHR', 'age': 40, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
7,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Jeffrey S. Clark', 'title': 'Sr. VP of Global Tax & Risk Management', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
8,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Michael  Rock', 'title': 'Sr. VP of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
9,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,(240) 744-1000,(240) 744-5125,https://www.hosthotels.com,REIT—Hotel & Motel,Real Estate,"Host Hotels & Resorts, Inc. is an S&P 500 company and is the largest lodging real estate investment trust and one of the largest owners of luxury and upper-upscale hotels. The Company currently owns 72 properties in the United States and five properties internationally totaling approximately 41,900 rooms. The Company also holds non-controlling interests in seven domestic and one international joint ventures. Guided by a disciplined approach to capital allocation and aggressive asset management, the Company partners with premium brands such as Marriott, Ritz-Carlton, Westin, Sheraton, W, St. Regis, The Luxury Collection, Hyatt, Fairmont, Hilton, Four Seasons, Swissôtel, ibis and Novotel, as well as independent brands.",165,"{'maxAge': 1, 'name': 'Ms. Deanne  Brand', 'title': 'Sr. VP of Strategy & Analytics and Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,1,9,7,1693526400,1672444800,86400,2,16.26,16.26,16.215,16.74,16.26,16.26,16.215,16.74,0.6,0.0369,1687996800,0.4811,1.322614,15.660378,16.435644,12569707,12569707,7236506,7019230,7019230,16.35,16.65,1800,3100,11978809344,14.51,19.42,2.2877789,16.7392,16.895,0.51,0.031365313,USD,15718694912,0.14477,703022917,711604992,39715287,41126773,1690761600,1693440000,0.0558,0.01116,1.05247,4.39,0.0783,9.8,1.6938776,1672444800,1703980800,1688083200,-0.18,758000000,1.06,1.01,0.53,1:1,1257292800,3.002,10.585,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,-14400000,16.6,23.0,15.0,20.44,21.0,2.2,buy,16,802000000,1.127,1484999936,4776999936,4.254,4.301,5235999744,66.858,7.338,0.041890003,0.1093,1530000000,1276625024,1528000000,-0.19,0.01,0.30653,0.28361,0.15623,USD,1.1393
