,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Indonesia Stock Exchange Building,"Tower II, Suite 1705 17th Floor Jl. Jenderal Sudirman Kav. 52-53",Jakarta Selatan,12190,Indonesia,62 21 515 3055,62 21 515 3061,https://www.pans.co.id,Capital Markets,Financial Services,"PT Panin Sekuritas Tbk, together with its subsidiaries, engages in the provision of securities brokerage, underwriting, and investment management services in Indonesia. It is also involved in the provision of asset management services. The company was formerly known as PT. Nusamas Panin and changed its name to PT Panin Sekuritas Tbk in June 1995. PT Panin Sekuritas Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia.",319,"{'maxAge': 1, 'name': 'Mr. Indra  Christanto', 'age': 54, 'title': 'Independent Pres Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1720.0,1725.0,1715.0,1725.0,1720.0,1725.0,1715.0,1725.0,250.0,0.1453,1688688000,1.38,0.520611,5.934718,185400,185400,557252,186580,186580,1715.0,1725.0,0,0,1223657914368,1565.0,2190.0,2.6384785,1739.5,1825.825,250.0,0.14534883,IDR,83494715392,0.44533002,286407006,711428992,0.59031,0.011030001,2071.744,0.83021843,1672444800,1703980800,1688083200,-0.188,206533869568,289.82,2:1,1200873600,0.18,JKT,EQUITY,PANS.JK,PANS.JK,Panin Sekuritas Tbk,PT Panin Sekuritas Tbk,959911200,Asia/Jakarta,WIB,25200000,1720.0,none,1306512588800,1836.463,126566424576,3.246,3.261,463774056448,8.361,650.985,0.09713,0.13823,472220447159,-43652939776,-0.184,-0.129,0.92939,0.0,0.53521997,IDR,
1,Indonesia Stock Exchange Building,"Tower II, Suite 1705 17th Floor Jl. Jenderal Sudirman Kav. 52-53",Jakarta Selatan,12190,Indonesia,62 21 515 3055,62 21 515 3061,https://www.pans.co.id,Capital Markets,Financial Services,"PT Panin Sekuritas Tbk, together with its subsidiaries, engages in the provision of securities brokerage, underwriting, and investment management services in Indonesia. It is also involved in the provision of asset management services. The company was formerly known as PT. Nusamas Panin and changed its name to PT Panin Sekuritas Tbk in June 1995. PT Panin Sekuritas Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia.",319,"{'maxAge': 1, 'name': 'Mr. Tjiang  Jefry', 'age': 49, 'title': 'Associate Director, Head of Internal Audit & Compliance Division and Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1720.0,1725.0,1715.0,1725.0,1720.0,1725.0,1715.0,1725.0,250.0,0.1453,1688688000,1.38,0.520611,5.934718,185400,185400,557252,186580,186580,1715.0,1725.0,0,0,1223657914368,1565.0,2190.0,2.6384785,1739.5,1825.825,250.0,0.14534883,IDR,83494715392,0.44533002,286407006,711428992,0.59031,0.011030001,2071.744,0.83021843,1672444800,1703980800,1688083200,-0.188,206533869568,289.82,2:1,1200873600,0.18,JKT,EQUITY,PANS.JK,PANS.JK,Panin Sekuritas Tbk,PT Panin Sekuritas Tbk,959911200,Asia/Jakarta,WIB,25200000,1720.0,none,1306512588800,1836.463,126566424576,3.246,3.261,463774056448,8.361,650.985,0.09713,0.13823,472220447159,-43652939776,-0.184,-0.129,0.92939,0.0,0.53521997,IDR,
2,Indonesia Stock Exchange Building,"Tower II, Suite 1705 17th Floor Jl. Jenderal Sudirman Kav. 52-53",Jakarta Selatan,12190,Indonesia,62 21 515 3055,62 21 515 3061,https://www.pans.co.id,Capital Markets,Financial Services,"PT Panin Sekuritas Tbk, together with its subsidiaries, engages in the provision of securities brokerage, underwriting, and investment management services in Indonesia. It is also involved in the provision of asset management services. The company was formerly known as PT. Nusamas Panin and changed its name to PT Panin Sekuritas Tbk in June 1995. PT Panin Sekuritas Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia.",319,"{'maxAge': 1, 'name': 'Mr. Prama  Nugraha', 'age': 48, 'title': 'Corp. Sec. & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1720.0,1725.0,1715.0,1725.0,1720.0,1725.0,1715.0,1725.0,250.0,0.1453,1688688000,1.38,0.520611,5.934718,185400,185400,557252,186580,186580,1715.0,1725.0,0,0,1223657914368,1565.0,2190.0,2.6384785,1739.5,1825.825,250.0,0.14534883,IDR,83494715392,0.44533002,286407006,711428992,0.59031,0.011030001,2071.744,0.83021843,1672444800,1703980800,1688083200,-0.188,206533869568,289.82,2:1,1200873600,0.18,JKT,EQUITY,PANS.JK,PANS.JK,Panin Sekuritas Tbk,PT Panin Sekuritas Tbk,959911200,Asia/Jakarta,WIB,25200000,1720.0,none,1306512588800,1836.463,126566424576,3.246,3.261,463774056448,8.361,650.985,0.09713,0.13823,472220447159,-43652939776,-0.184,-0.129,0.92939,0.0,0.53521997,IDR,
