,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2168 Marine Drive,Suite 202,West Vancouver,BC,V7V 1K3,Canada,604 685 6493,https://newport-exploration.com,Other Industrial Metals & Mining,Basic Materials,"Newport Exploration Ltd., a natural resource company, engages in the acquisition and exploration of resource properties. The company holds a 100% interest in the Chu Chua copper-gold project located to the north of Kamloops, British Columbia, Canada. It also holds a 2.5% gross overriding royalty interest on oil and gas permits in the Cooper Basin in Queensland, Australia. The company was incorporated in 1979 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ian Terry Rozier B.Sc. (Hons), M.Sc., P.Eng.', 'age': 71, 'title': 'Pres, CEO & Director', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 572700, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.27,0.265,0.265,0.27,0.27,0.265,0.265,0.27,0.04,0.1481,1692835200,1.6667,0.988078,9.000001,69962,69962,34191,39570,39570,0.265,0.27,0,0,28506602,0.2,0.39,0.2682,0.28825,0.05,0.18518518,CAD,25379448,0.0,77390048,105580000,1500,38087,1690761600,1693440000,0.0,0.26795,0.0,0.06,0.041,6.585366,1659225600,1690761600,1682812800,-0.589,3564954,0.03,1:10,1012780800,-16.519,VAN,EQUITY,NWX.V,NWX.V,NEWPORT EXLORATION LTD,Newport Exploration Ltd.,829661400,America/Toronto,EDT,-14400000,0.27,none,3267213,0.031,-1536351,140096,19.318,19.435,3.231,-0.17099,0.68656,-298578,5593092,-0.56,0.0,0.0,0.0,CAD,
1,2168 Marine Drive,Suite 202,West Vancouver,BC,V7V 1K3,Canada,604 685 6493,https://newport-exploration.com,Other Industrial Metals & Mining,Basic Materials,"Newport Exploration Ltd., a natural resource company, engages in the acquisition and exploration of resource properties. The company holds a 100% interest in the Chu Chua copper-gold project located to the north of Kamloops, British Columbia, Canada. It also holds a 2.5% gross overriding royalty interest on oil and gas permits in the Cooper Basin in Queensland, Australia. The company was incorporated in 1979 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Barbara Eileen Dunfield B.Ed., M.B.A., MBA', 'age': 68, 'title': 'CFO & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 391200, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.27,0.265,0.265,0.27,0.27,0.265,0.265,0.27,0.04,0.1481,1692835200,1.6667,0.988078,9.000001,69962,69962,34191,39570,39570,0.265,0.27,0,0,28506602,0.2,0.39,0.2682,0.28825,0.05,0.18518518,CAD,25379448,0.0,77390048,105580000,1500,38087,1690761600,1693440000,0.0,0.26795,0.0,0.06,0.041,6.585366,1659225600,1690761600,1682812800,-0.589,3564954,0.03,1:10,1012780800,-16.519,VAN,EQUITY,NWX.V,NWX.V,NEWPORT EXLORATION LTD,Newport Exploration Ltd.,829661400,America/Toronto,EDT,-14400000,0.27,none,3267213,0.031,-1536351,140096,19.318,19.435,3.231,-0.17099,0.68656,-298578,5593092,-0.56,0.0,0.0,0.0,CAD,
2,2168 Marine Drive,Suite 202,West Vancouver,BC,V7V 1K3,Canada,604 685 6493,https://newport-exploration.com,Other Industrial Metals & Mining,Basic Materials,"Newport Exploration Ltd., a natural resource company, engages in the acquisition and exploration of resource properties. The company holds a 100% interest in the Chu Chua copper-gold project located to the north of Kamloops, British Columbia, Canada. It also holds a 2.5% gross overriding royalty interest on oil and gas permits in the Cooper Basin in Queensland, Australia. The company was incorporated in 1979 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. David J. Cowan L.L.B., LL.B.', 'age': 65, 'title': 'Corp. Sec.', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.27,0.265,0.265,0.27,0.27,0.265,0.265,0.27,0.04,0.1481,1692835200,1.6667,0.988078,9.000001,69962,69962,34191,39570,39570,0.265,0.27,0,0,28506602,0.2,0.39,0.2682,0.28825,0.05,0.18518518,CAD,25379448,0.0,77390048,105580000,1500,38087,1690761600,1693440000,0.0,0.26795,0.0,0.06,0.041,6.585366,1659225600,1690761600,1682812800,-0.589,3564954,0.03,1:10,1012780800,-16.519,VAN,EQUITY,NWX.V,NWX.V,NEWPORT EXLORATION LTD,Newport Exploration Ltd.,829661400,America/Toronto,EDT,-14400000,0.27,none,3267213,0.031,-1536351,140096,19.318,19.435,3.231,-0.17099,0.68656,-298578,5593092,-0.56,0.0,0.0,0.0,CAD,
