,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Siu Fai  Ng', 'age': 65, 'title': 'Co-Founder & Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 4966000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,2,5.94,5.96,5.89,5.98,5.94,5.96,5.89,5.98,0.84,0.1451,1684972800,0.653903,28.428572,51013,51013,48514,52507,52507,5.89,5.98,100000,756300,652276224,5.35,10.46,6.128803,6.4118,7.48365,0.04,0.0067340066,NOK,683479296,-0.61753,40179976,109259000,0.53091,0.00422,3.544,1.6845372,1672444800,1703980800,1688083200,-65723000,-3.89,0.21,6.422,36.544,OSL,EQUITY,JIN.OL,JIN.OL,JINHUI SHIPPING AND TRANSPORTAT,Jinhui Shipping and Transportation Limited,946886400,Europe/Oslo,CEST,7200000,5.97,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
1,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Kam Wah  Ng', 'age': 59, 'title': 'Co-Founder, Deputy Chairman & MD', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 4023000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,2,5.94,5.96,5.89,5.98,5.94,5.96,5.89,5.98,0.84,0.1451,1684972800,0.653903,28.428572,51013,51013,48514,52507,52507,5.89,5.98,100000,756300,652276224,5.35,10.46,6.128803,6.4118,7.48365,0.04,0.0067340066,NOK,683479296,-0.61753,40179976,109259000,0.53091,0.00422,3.544,1.6845372,1672444800,1703980800,1688083200,-65723000,-3.89,0.21,6.422,36.544,OSL,EQUITY,JIN.OL,JIN.OL,JINHUI SHIPPING AND TRANSPORTAT,Jinhui Shipping and Transportation Limited,946886400,Europe/Oslo,CEST,7200000,5.97,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
2,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Ki Hung  Ng', 'age': 68, 'title': 'Exec. Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 300000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,2,5.94,5.96,5.89,5.98,5.94,5.96,5.89,5.98,0.84,0.1451,1684972800,0.653903,28.428572,51013,51013,48514,52507,52507,5.89,5.98,100000,756300,652276224,5.35,10.46,6.128803,6.4118,7.48365,0.04,0.0067340066,NOK,683479296,-0.61753,40179976,109259000,0.53091,0.00422,3.544,1.6845372,1672444800,1703980800,1688083200,-65723000,-3.89,0.21,6.422,36.544,OSL,EQUITY,JIN.OL,JIN.OL,JINHUI SHIPPING AND TRANSPORTAT,Jinhui Shipping and Transportation Limited,946886400,Europe/Oslo,CEST,7200000,5.97,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
3,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Ms. Suk Lin  Ho', 'age': 58, 'title': 'Company Sec. & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 274000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,2,5.94,5.96,5.89,5.98,5.94,5.96,5.89,5.98,0.84,0.1451,1684972800,0.653903,28.428572,51013,51013,48514,52507,52507,5.89,5.98,100000,756300,652276224,5.35,10.46,6.128803,6.4118,7.48365,0.04,0.0067340066,NOK,683479296,-0.61753,40179976,109259000,0.53091,0.00422,3.544,1.6845372,1672444800,1703980800,1688083200,-65723000,-3.89,0.21,6.422,36.544,OSL,EQUITY,JIN.OL,JIN.OL,JINHUI SHIPPING AND TRANSPORTAT,Jinhui Shipping and Transportation Limited,946886400,Europe/Oslo,CEST,7200000,5.97,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
4,Yardley Commercial Building,26th Floor 1-6 Connaught Road West,Hong Kong,Hong Kong,852 2545 0951,852 2541 9794,https://www.jinhuiship.com,Marine Shipping,Industrials,"Jinhui Shipping and Transportation Limited, an investment holding company, engages in ship chartering and owning activities internationally. The company provides ship management and shipping agent services, as well as engages in the money lending and property investment activities. It also owns a fleet of twenty four grabs fitted supramaxes and one chartered-in-panamax. The company was founded in 1987 and is based in Hong Kong, Hong Kong. Jinhui Shipping and Transportation Limited operates as a subsidiary of Jinhui Holdings Company Limited.",65,"{'maxAge': 1, 'name': 'Mr. Yee Hong  Shum', 'age': 69, 'title': 'Head of Management & Operation Department', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",9,8,10,6,10,1693526400,1672444800,86400,2,5.94,5.96,5.89,5.98,5.94,5.96,5.89,5.98,0.84,0.1451,1684972800,0.653903,28.428572,51013,51013,48514,52507,52507,5.89,5.98,100000,756300,652276224,5.35,10.46,6.128803,6.4118,7.48365,0.04,0.0067340066,NOK,683479296,-0.61753,40179976,109259000,0.53091,0.00422,3.544,1.6845372,1672444800,1703980800,1688083200,-65723000,-3.89,0.21,6.422,36.544,OSL,EQUITY,JIN.OL,JIN.OL,JINHUI SHIPPING AND TRANSPORTAT,Jinhui Shipping and Transportation Limited,946886400,Europe/Oslo,CEST,7200000,5.97,none,50576000,0.463,18703000,101446000,1.73,1.832,106428000,26.199,0.974,-0.01907,-0.15523,72005000,-58457752,42838000,-0.55,0.25829,0.17573,-0.15878001,USD,
