,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Mr. Masayoshi  Son', 'age': 65, 'title': 'Founder, Chairman, CEO & Corp. Officer', 'yearBorn': 1957, 'fiscalYear': 2023, 'totalPay': 522060, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
1,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Mr. Yoshimitsu  Goto', 'age': 59, 'title': 'SVP, CFO, Chief Information Security Officer, Head of Fin & Admin Units, Corp Officer and Director', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 1986540, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
2,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Ms. Kazuko  Kimiwada', 'age': 62, 'title': 'Sr. VP, Head of Accounting Unit & Corp. Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
3,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Mr. Keiichi  Makizono', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
4,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Mr. Yotaro  Agari', 'age': 55, 'title': 'CSO, Head of Investor Relations Department & Head of Sustainability Department', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
5,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Mr. Tim  Mackey', 'title': 'Chief Legal Officer, Corp. Officer, Head of Legal Unit & Group Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
6,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Takeaki  Nukii', 'title': 'Head of Corp. Communications Office', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
7,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Faisal  Rahman', 'title': 'Head of Middle East Operations for Vision Fund', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
8,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Mr. Robert S. Townsend', 'age': 66, 'title': 'Sr. Advisor', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
9,"1-7-1, Kaigan",Minato-ku,Tokyo,105-7537,Japan,81 3 6889 2000,https://group.softbank,Telecom Services,Communication Services,"SoftBank Group Corp. provides telecommunication services in Japan and internationally. It operates through Investment Business of Holding Companies, SoftBank Vision Funds, SoftBank, Arm, and Other segments. The company offers mobile communications and solutions to enterprise customers, and broadband services to retail customers; and sells mobile devices and software tools, as well as related services. It also provides internet advertising and e-commerce services; payment and financial services; ICT services products to enterprise customers; and communication device-related products and IoT equipment to retail customers. In addition, the company engages in design of microprocessor intellectual property and related technology; alternative investment management; ownership of professional baseball team; operation of baseball games; management and maintenance of baseball stadium and other sports facilities; distribution of video, voice, and data content via media businesses. Further, it engages in the certification services, security solutions, and Linux / OSS businesses; operation of comprehensive IT information site ITmedia; sale of indirect materials such as consumable supplies; facility management; planning and operation of fashion e-commerce website; operational support of brands' own e-commerce website; operation of fashion coordination app; management of few funds; generation of electricity from renewable energy sources; and supply and sale of electricity. The company was formerly known as SoftBank Corp. and changed its name to SoftBank Group Corp. in July 2015. SoftBank Group Corp. was incorporated in 1981 and is headquartered in Tokyo, Japan.",63339,"{'maxAge': 1, 'name': 'Ms. Lydia Bly  Jett', 'age': 41, 'title': 'Partner', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,4,3,1693526400,1703980800,86400,2,42.5,42.745,41.62,42.84,42.5,42.745,41.62,42.84,0.3,0.0070999996,1695859200,0.0461,0.68,1.032657,6.905428,5.4739246,904,904,1876,1943,1943,41.615,42.08,30000,30200,62780170240,33.295,48.8,0.00957611,42.9532,40.130524,44.0,1.0352942,EUR,16318057152512,0.26159,961741984,1465549952,0.34004003,0.33698002,6401.081,0.0065590483,1680220800,1711843200,1688083200,1678827061248,6.08,7.67,-16660.0,2:1,1561420800,2.489,11.317,FRA,EQUITY,SFT.F,SFT.F,SOPHARMA TRADING,SoftBank Group Corp.,946882800,Europe/Berlin,CEST,7200000,41.985,48.74,48.74,48.74,48.74,1.0,strong_buy,1,7316147011584,4997.234,1441927004160,21908466696192,0.859,0.966,6555915780096,191.344,4366.691,0.0075499997,0.18408,1273487818752,427912986624,-0.009,0.49975,0.21993999,0.08533,JPY,
