,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. Brian L. Roberts', 'age': 62, 'title': 'Chairman & CEO', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 10206127, 'exercisedValue': 0, 'unexercisedValue': 33916080}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
1,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. Michael J. Cavanagh', 'age': 56, 'title': 'Pres', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 9387124, 'exercisedValue': 0, 'unexercisedValue': 6888454}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
2,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. David N. Watson', 'age': 64, 'title': 'Pres & CEO of Comcast Cable', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 9336534, 'exercisedValue': 5212805, 'unexercisedValue': 6813369}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
3,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Ms. Dana  Strong', 'age': 51, 'title': 'Group Chief Exec. Officer of Sky', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 8205937, 'exercisedValue': 0, 'unexercisedValue': 230857}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
4,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. Jason S. Armstrong', 'age': 45, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
5,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Melinda  Lindsley', 'title': 'Operations Director', 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
6,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. Daniel C. Murdock', 'age': 48, 'title': 'Exec. VP, Chief Accounting Officer & Controller', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
7,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. Matthew  Zelesko', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
8,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Ms. Marci  Ryvicker', 'title': 'Exec. VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
9,One Comcast Center,Philadelphia,PA,19103-2838,United States,215 286 1700,https://corporate.comcast.com,Telecom Services,Communication Services,"Comcast Corporation operates as a media and technology company worldwide. It operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments. The Residential Connectivity & Platforms segment provides residential broadband and wireless connectivity services, residential and business video services, advertising sales, and Sky channels. The Business Services Connectivity segment offers connectivity services for small business locations, which include broadband, voice, and wireless services, as well as solutions for medium-sized customers and larger enterprises; and small business connectivity services for international locations. The Media segment operates NBCUniversal's television and streaming business, including national and regional cable networks; the NBC and Telemundo broadcast networks; NBC and Telemundo owned local broadcast television stations; and Peacock, a direct-to-consumer streaming service. It also operates international networks comprising the Sky Sports channels, as well as other digital properties. The Studios segment operates NBCUniversal and Sky film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The company also owns the Philadelphia Flyers and the Wells Fargo Center arena in Philadelphia, Pennsylvania; and operates Xumo, a consolidated streaming platform. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",186000,"{'maxAge': 1, 'name': 'Mr. Thomas J. Reid', 'age': 58, 'title': 'Chief Legal Officer & Sec.', 'yearBorn': 1964, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",6,10,4,10,10,1693526400,1672444800,86400,2,45.97,45.93,45.19,46.15,45.97,45.93,45.19,46.15,1.16,0.0256,1696291200,0.7044,2.16,0.986514,28.515722,10.769596,39005394,39005394,17621725,23194890,23194890,45.26,45.75,4000,4000,187033387008,28.39,47.46,1.5507802,44.7518,39.89325,1.12,0.024363715,USD,283354529792,0.05395,4083964097,4115689984,44123401,35545761,1690761600,1693440000,0.0107,0.0074299998,0.87896,2.87,0.0108,20.357,2.2272437,1672444800,1703980800,1688083200,0.251,6506999808,1.59,4.21,1.64,2:1,1487635200,2.349,7.625,NMS,EQUITY,CMCSA,CMCSA,Comcast Corporation,Comcast Corporation,322151400,America/New_York,EDT,-14400000,45.34,55.0,39.0,49.07,50.0,2.2,buy,27,7145999872,1.732,37162999808,102669000704,0.611,0.757,120605999104,120.905,28.335,0.054429997,0.06925,83214000000,11123749888,27254999040,0.342,0.017,0.69646,0.30813998,0.19106,USD,0.773
