,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Burrard Street,Suite 650,Vancouver,BC,V6C 3L6,Canada,604-801-5432,604-662-8829,https://www.medgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Medgold Resources Corp., an exploration stage company, engages in the acquisition and exploration of precious metal properties in Europe. The company explores for gold, silver, copper, lead, and zinc deposits. It holds a 100% interest in the Tlamino project comprising three exploration licenses, such as Donje Tlamino and Surlica-Dukat covering an area of 192 square kilometers located in the far southeast of Serbia. The company was incorporated in 1966 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Jeremy  Crozier', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 174000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,0.724845,97,97,0,0,0,0.005,0.005,0,0,673944,0.005,0.01,0.005,0.005,0.0,0.0,CAD,715789,0.0,112893902,134788992,802,150000,1660521600,1667174400,0.0,0.17552,0.0,0.23,-0.003,1672444800,1703980800,1688083200,-678888,-0.0,1:3,1385942400,-1.122,VAN,EQUITY,MED.V,MED.V,MEDGOLD RESOURCES CORP,Medgold Resources Corp.,1362061800,America/Toronto,EDT,-14400000,0.005,none,61997,0.0,-637815,103841,0.097,0.1,-1.19444,127333,-285416,0.0,0.0,0.0,CAD,
1,200 Burrard Street,Suite 650,Vancouver,BC,V6C 3L6,Canada,604-801-5432,604-662-8829,https://www.medgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Medgold Resources Corp., an exploration stage company, engages in the acquisition and exploration of precious metal properties in Europe. The company explores for gold, silver, copper, lead, and zinc deposits. It holds a 100% interest in the Tlamino project comprising three exploration licenses, such as Donje Tlamino and Surlica-Dukat covering an area of 192 square kilometers located in the far southeast of Serbia. The company was incorporated in 1966 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Kevin  Bales', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 29251, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,0.724845,97,97,0,0,0,0.005,0.005,0,0,673944,0.005,0.01,0.005,0.005,0.0,0.0,CAD,715789,0.0,112893902,134788992,802,150000,1660521600,1667174400,0.0,0.17552,0.0,0.23,-0.003,1672444800,1703980800,1688083200,-678888,-0.0,1:3,1385942400,-1.122,VAN,EQUITY,MED.V,MED.V,MEDGOLD RESOURCES CORP,Medgold Resources Corp.,1362061800,America/Toronto,EDT,-14400000,0.005,none,61997,0.0,-637815,103841,0.097,0.1,-1.19444,127333,-285416,0.0,0.0,0.0,CAD,
2,200 Burrard Street,Suite 650,Vancouver,BC,V6C 3L6,Canada,604-801-5432,604-662-8829,https://www.medgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Medgold Resources Corp., an exploration stage company, engages in the acquisition and exploration of precious metal properties in Europe. The company explores for gold, silver, copper, lead, and zinc deposits. It holds a 100% interest in the Tlamino project comprising three exploration licenses, such as Donje Tlamino and Surlica-Dukat covering an area of 192 square kilometers located in the far southeast of Serbia. The company was incorporated in 1966 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Brett A. Kagetsu B.Comm, Esq., LLB', 'age': 52, 'title': 'Corp. Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,0.724845,97,97,0,0,0,0.005,0.005,0,0,673944,0.005,0.01,0.005,0.005,0.0,0.0,CAD,715789,0.0,112893902,134788992,802,150000,1660521600,1667174400,0.0,0.17552,0.0,0.23,-0.003,1672444800,1703980800,1688083200,-678888,-0.0,1:3,1385942400,-1.122,VAN,EQUITY,MED.V,MED.V,MEDGOLD RESOURCES CORP,Medgold Resources Corp.,1362061800,America/Toronto,EDT,-14400000,0.005,none,61997,0.0,-637815,103841,0.097,0.1,-1.19444,127333,-285416,0.0,0.0,0.0,CAD,
3,200 Burrard Street,Suite 650,Vancouver,BC,V6C 3L6,Canada,604-801-5432,604-662-8829,https://www.medgoldresources.com,Other Precious Metals & Mining,Basic Materials,"Medgold Resources Corp., an exploration stage company, engages in the acquisition and exploration of precious metal properties in Europe. The company explores for gold, silver, copper, lead, and zinc deposits. It holds a 100% interest in the Tlamino project comprising three exploration licenses, such as Donje Tlamino and Surlica-Dukat covering an area of 192 square kilometers located in the far southeast of Serbia. The company was incorporated in 1966 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Brent  Cook BSc (Geology)', 'title': 'Technical Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,0.724845,97,97,0,0,0,0.005,0.005,0,0,673944,0.005,0.01,0.005,0.005,0.0,0.0,CAD,715789,0.0,112893902,134788992,802,150000,1660521600,1667174400,0.0,0.17552,0.0,0.23,-0.003,1672444800,1703980800,1688083200,-678888,-0.0,1:3,1385942400,-1.122,VAN,EQUITY,MED.V,MED.V,MEDGOLD RESOURCES CORP,Medgold Resources Corp.,1362061800,America/Toronto,EDT,-14400000,0.005,none,61997,0.0,-637815,103841,0.097,0.1,-1.19444,127333,-285416,0.0,0.0,0.0,CAD,
