,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. .  Santosa', 'age': 56, 'title': 'Pres Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
1,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. Mario Casimirus Surung Gultom', 'age': 55, 'title': 'CFO, Corp. Sec. & Independent Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
2,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. Rujito  Purnomo', 'age': 54, 'title': 'COO & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
3,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Tri Novita Rimawati', 'title': 'Head of Corp. Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
4,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. Said  Fakhrullazi', 'age': 55, 'title': 'CTO & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
5,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Bayu  Herdianto', 'title': 'Head of Corp. Legal', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
6,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Tofan  Mahdi', 'title': 'Head of Communication & Public Affair', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
7,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. Eko Prasetyo Wibisono', 'age': 53, 'title': 'Chief Human Capital Officer & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
8,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. Muhammad Hadi Sugeng Wahyudiono', 'age': 53, 'title': 'Chief Agronomy & Sustainability Officer and Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
9,Jl Puloayang Raya,Blok OR-1 Kawasan Industri Pulogadung,Jakarta,13930,Indonesia,62 21 461 6555,62 21 461 6685,https://www.astra-agro.co.id,Farm Products,Farm Products,Consumer Defensive,Consumer Defensive,"PT Astra Agro Lestari Tbk engages in the palm oil business in Indonesia. PT Astra Agro Lestari Tbk was founded in 1988 and is headquartered in Jakarta, Indonesia. PT Astra Agro Lestari Tbk is a subsidiary of PT Astra International Tbk.",29882,"{'maxAge': 1, 'name': 'Mr. Nico  Tahir', 'age': 52, 'title': 'Chief Commercial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7475.0,7500.0,7500.0,7575.0,7475.0,7500.0,7500.0,7575.0,404.0,0.0533,1681344000,0.6052,3.13,0.968417,11.350696,10.817565,676900,676900,803834,525550,525550,7550.0,7525.0,0,0,14579527581696,7050.0,9150.0,0.7198079,7719.5,7865.875,319.0,0.042675585,IDR,17725476831232,0.06343,391000435,1924690048,0.79684997,0.02882,1924690048,11149.223,0.6794196,1672444800,1703980800,1688083200,-0.562,1284869062656,667.36,700.25,1.15,0.875,5.85,-0.15363127,0.14113986,319.0,1681344000,JKT,EQUITY,AALI.JK,AALI.JK,Astra Agro Lestari Tbk.,PT Astra Agro Lestari Tbk,986436000,Asia/Jakarta,WIB,77b0d269-598e-31c4-a789-03e643b1b72d,finmb_4509052,25200000,7575.0,9785.0,6430.0,8223.0,8000.0,3.0,hold,5,1331063029760,691.573,3030099951616,3949710016512,0.913,2.863,20254747000832,17.965,10523.651,0.03628,0.06147,3652235000000,3227781693440,3199491899392,-0.562,0.056,0.14208001,0.1496,0.08518,IDR,
