,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,445 Broadhollow Road,Suite 100,Melville,NY,11747,United States,631 694 9800,https://www.pfina.com,Tools & Accessories,Industrials,"P&F Industries, Inc., through its subsidiaries, designs, imports, manufactures, and sells pneumatic hand tools primarily to the retail, industrial, automotive, and aerospace markets primarily in the United States. The company provides sanders, grinders, drills, saws, and impact wrenches under the Florida Pneumatic, Universal Tool, Jiffy Air Tool, AIRCAT, and NITROCAT names, as well as under private label trade names through in-house sales personnel and manufacturers' representatives to retailers, distributors, manufacturers, and private label customers. It also designs, manufactures, and distributes industrial tools, pneumatic systems, gearing products, accessories, and various replacement parts under the ATP, NUMATX, Thaxton, and Power Transmission Group brands directly to original equipment manufacturers, as well as through a network of specialized industrial distributors serving power generation, petrochemical, aerospace, construction, railroad, mining, ship building, fabricated metals, and other industries. P&F Industries, Inc. was incorporated in 1963 and is based in Melville, New York.",172,"{'maxAge': 1, 'name': 'Mr. Richard A. Horowitz', 'age': 72, 'title': 'Founder, Chairman, CEO, Pres & Assistant Treasurer', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 1352055, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.66,6.75,6.52,6.845,6.66,6.75,6.52,6.845,0.15,0.0222,1692316800,0.552213,1111,1111,4433,2730,2730,6.34,7.2,1400,1100,20829444,4.9,7.95,0.3523487,6.9152,5.853,0.1,0.015015015,USD,30646438,-0.00445,1318612,3194700,4149,15413,1690761600,1693440000,0.0013,0.51673,0.13853,0.78,0.0026,13.246,0.49222407,1672444800,1703980800,1688083200,-263000,-0.08,1:5,528508800,0.518,11.048,NGM,EQUITY,PFIN,PFIN,"P & F Industries, Inc.","P&F Industries, Inc.",425309400,America/New_York,EDT,-14400000,6.52,none,657000,0.206,2774000,10474000,0.924,2.862,59116000,24.756,18.503,0.0011,-0.00616,18939000,5641625,8676000,-0.092,0.34458,0.046919998,0.00179,USD,
1,445 Broadhollow Road,Suite 100,Melville,NY,11747,United States,631 694 9800,https://www.pfina.com,Tools & Accessories,Industrials,"P&F Industries, Inc., through its subsidiaries, designs, imports, manufactures, and sells pneumatic hand tools primarily to the retail, industrial, automotive, and aerospace markets primarily in the United States. The company provides sanders, grinders, drills, saws, and impact wrenches under the Florida Pneumatic, Universal Tool, Jiffy Air Tool, AIRCAT, and NITROCAT names, as well as under private label trade names through in-house sales personnel and manufacturers' representatives to retailers, distributors, manufacturers, and private label customers. It also designs, manufactures, and distributes industrial tools, pneumatic systems, gearing products, accessories, and various replacement parts under the ATP, NUMATX, Thaxton, and Power Transmission Group brands directly to original equipment manufacturers, as well as through a network of specialized industrial distributors serving power generation, petrochemical, aerospace, construction, railroad, mining, ship building, fabricated metals, and other industries. P&F Industries, Inc. was incorporated in 1963 and is based in Melville, New York.",172,"{'maxAge': 1, 'name': 'Mr. Joseph A. Molino Jr.', 'age': 58, 'title': 'VP, COO, CFO, Sec. & Treasurer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 587151, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.66,6.75,6.52,6.845,6.66,6.75,6.52,6.845,0.15,0.0222,1692316800,0.552213,1111,1111,4433,2730,2730,6.34,7.2,1400,1100,20829444,4.9,7.95,0.3523487,6.9152,5.853,0.1,0.015015015,USD,30646438,-0.00445,1318612,3194700,4149,15413,1690761600,1693440000,0.0013,0.51673,0.13853,0.78,0.0026,13.246,0.49222407,1672444800,1703980800,1688083200,-263000,-0.08,1:5,528508800,0.518,11.048,NGM,EQUITY,PFIN,PFIN,"P & F Industries, Inc.","P&F Industries, Inc.",425309400,America/New_York,EDT,-14400000,6.52,none,657000,0.206,2774000,10474000,0.924,2.862,59116000,24.756,18.503,0.0011,-0.00616,18939000,5641625,8676000,-0.092,0.34458,0.046919998,0.00179,USD,
2,445 Broadhollow Road,Suite 100,Melville,NY,11747,United States,631 694 9800,https://www.pfina.com,Tools & Accessories,Industrials,"P&F Industries, Inc., through its subsidiaries, designs, imports, manufactures, and sells pneumatic hand tools primarily to the retail, industrial, automotive, and aerospace markets primarily in the United States. The company provides sanders, grinders, drills, saws, and impact wrenches under the Florida Pneumatic, Universal Tool, Jiffy Air Tool, AIRCAT, and NITROCAT names, as well as under private label trade names through in-house sales personnel and manufacturers' representatives to retailers, distributors, manufacturers, and private label customers. It also designs, manufactures, and distributes industrial tools, pneumatic systems, gearing products, accessories, and various replacement parts under the ATP, NUMATX, Thaxton, and Power Transmission Group brands directly to original equipment manufacturers, as well as through a network of specialized industrial distributors serving power generation, petrochemical, aerospace, construction, railroad, mining, ship building, fabricated metals, and other industries. P&F Industries, Inc. was incorporated in 1963 and is based in Melville, New York.",172,"{'maxAge': 1, 'name': 'Mr. George  Aronson', 'age': 73, 'title': 'VP of Fin. & Accounting', 'yearBorn': 1949, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.66,6.75,6.52,6.845,6.66,6.75,6.52,6.845,0.15,0.0222,1692316800,0.552213,1111,1111,4433,2730,2730,6.34,7.2,1400,1100,20829444,4.9,7.95,0.3523487,6.9152,5.853,0.1,0.015015015,USD,30646438,-0.00445,1318612,3194700,4149,15413,1690761600,1693440000,0.0013,0.51673,0.13853,0.78,0.0026,13.246,0.49222407,1672444800,1703980800,1688083200,-263000,-0.08,1:5,528508800,0.518,11.048,NGM,EQUITY,PFIN,PFIN,"P & F Industries, Inc.","P&F Industries, Inc.",425309400,America/New_York,EDT,-14400000,6.52,none,657000,0.206,2774000,10474000,0.924,2.862,59116000,24.756,18.503,0.0011,-0.00616,18939000,5641625,8676000,-0.092,0.34458,0.046919998,0.00179,USD,
3,445 Broadhollow Road,Suite 100,Melville,NY,11747,United States,631 694 9800,https://www.pfina.com,Tools & Accessories,Industrials,"P&F Industries, Inc., through its subsidiaries, designs, imports, manufactures, and sells pneumatic hand tools primarily to the retail, industrial, automotive, and aerospace markets primarily in the United States. The company provides sanders, grinders, drills, saws, and impact wrenches under the Florida Pneumatic, Universal Tool, Jiffy Air Tool, AIRCAT, and NITROCAT names, as well as under private label trade names through in-house sales personnel and manufacturers' representatives to retailers, distributors, manufacturers, and private label customers. It also designs, manufactures, and distributes industrial tools, pneumatic systems, gearing products, accessories, and various replacement parts under the ATP, NUMATX, Thaxton, and Power Transmission Group brands directly to original equipment manufacturers, as well as through a network of specialized industrial distributors serving power generation, petrochemical, aerospace, construction, railroad, mining, ship building, fabricated metals, and other industries. P&F Industries, Inc. was incorporated in 1963 and is based in Melville, New York.",172,"{'maxAge': 1, 'name': 'Mr. Richard B. Goodman Esq.', 'title': 'Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.66,6.75,6.52,6.845,6.66,6.75,6.52,6.845,0.15,0.0222,1692316800,0.552213,1111,1111,4433,2730,2730,6.34,7.2,1400,1100,20829444,4.9,7.95,0.3523487,6.9152,5.853,0.1,0.015015015,USD,30646438,-0.00445,1318612,3194700,4149,15413,1690761600,1693440000,0.0013,0.51673,0.13853,0.78,0.0026,13.246,0.49222407,1672444800,1703980800,1688083200,-263000,-0.08,1:5,528508800,0.518,11.048,NGM,EQUITY,PFIN,PFIN,"P & F Industries, Inc.","P&F Industries, Inc.",425309400,America/New_York,EDT,-14400000,6.52,none,657000,0.206,2774000,10474000,0.924,2.862,59116000,24.756,18.503,0.0011,-0.00616,18939000,5641625,8676000,-0.092,0.34458,0.046919998,0.00179,USD,
4,445 Broadhollow Road,Suite 100,Melville,NY,11747,United States,631 694 9800,https://www.pfina.com,Tools & Accessories,Industrials,"P&F Industries, Inc., through its subsidiaries, designs, imports, manufactures, and sells pneumatic hand tools primarily to the retail, industrial, automotive, and aerospace markets primarily in the United States. The company provides sanders, grinders, drills, saws, and impact wrenches under the Florida Pneumatic, Universal Tool, Jiffy Air Tool, AIRCAT, and NITROCAT names, as well as under private label trade names through in-house sales personnel and manufacturers' representatives to retailers, distributors, manufacturers, and private label customers. It also designs, manufactures, and distributes industrial tools, pneumatic systems, gearing products, accessories, and various replacement parts under the ATP, NUMATX, Thaxton, and Power Transmission Group brands directly to original equipment manufacturers, as well as through a network of specialized industrial distributors serving power generation, petrochemical, aerospace, construction, railroad, mining, ship building, fabricated metals, and other industries. P&F Industries, Inc. was incorporated in 1963 and is based in Melville, New York.",172,"{'maxAge': 1, 'name': 'Olga  Campbell', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.66,6.75,6.52,6.845,6.66,6.75,6.52,6.845,0.15,0.0222,1692316800,0.552213,1111,1111,4433,2730,2730,6.34,7.2,1400,1100,20829444,4.9,7.95,0.3523487,6.9152,5.853,0.1,0.015015015,USD,30646438,-0.00445,1318612,3194700,4149,15413,1690761600,1693440000,0.0013,0.51673,0.13853,0.78,0.0026,13.246,0.49222407,1672444800,1703980800,1688083200,-263000,-0.08,1:5,528508800,0.518,11.048,NGM,EQUITY,PFIN,PFIN,"P & F Industries, Inc.","P&F Industries, Inc.",425309400,America/New_York,EDT,-14400000,6.52,none,657000,0.206,2774000,10474000,0.924,2.862,59116000,24.756,18.503,0.0011,-0.00616,18939000,5641625,8676000,-0.092,0.34458,0.046919998,0.00179,USD,
