,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,811 Main Street,14th Floor,Houston,TX,77002,United States,713-493-2020,https://www.kaynefunds.com/kmf/,Asset Management,Asset Management,Financial Services,Financial Services,"Kayne Anderson NextGen Energy & Infrastructure, Inc. is a close-ended equity mutual fund launched and managed by KA Fund Advisors, LLC. It invests in public equity markets of North America. The fund primarily invests in companies in the midstream/energy sector consisting of Midstream MLPs, Midstream Companies, Other MLPs and Other Energy companies. It invests in stocks of companies across diversified market capitalizations. Kayne Anderson NextGen Energy & Infrastructure, Inc. was formed on November 24, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. James Charles Baker Jr.', 'age': 50, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.51,7.5,7.4738,7.51,7.51,7.5,7.4738,7.51,0.64,0.085200004,1687478400,9.49,36813,36813,105141,65260,65260,7.49,7.63,1200,900,353509280,6.56,8.34,7.3778,7.38225,0.0,0.0,USD,0.0,47197500,6621,11981,1690761600,1693440000,0.0001,0.00984,0.45681998,0.09,0.0001,47197500,-1.67,-0.10084033,0.14113986,0.16,1687478400,NYQ,EQUITY,KMF,KMF,Kayne Anderson Midstream Energy,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",1290609000,America/New_York,EDT,08f07ee8-0338-32cf-8fd6-5e7bc1909085,finmb_116231973,-14400000,7.49,none,0.0,0.0,0.0,
1,811 Main Street,14th Floor,Houston,TX,77002,United States,713-493-2020,https://www.kaynefunds.com/kmf/,Asset Management,Asset Management,Financial Services,Financial Services,"Kayne Anderson NextGen Energy & Infrastructure, Inc. is a close-ended equity mutual fund launched and managed by KA Fund Advisors, LLC. It invests in public equity markets of North America. The fund primarily invests in companies in the midstream/energy sector consisting of Midstream MLPs, Midstream Companies, Other MLPs and Other Energy companies. It invests in stocks of companies across diversified market capitalizations. Kayne Anderson NextGen Energy & Infrastructure, Inc. was formed on November 24, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Terry A. Hart', 'age': 53, 'title': 'Chief Financial Officer, Principal Accounting Officer and Treasurer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.51,7.5,7.4738,7.51,7.51,7.5,7.4738,7.51,0.64,0.085200004,1687478400,9.49,36813,36813,105141,65260,65260,7.49,7.63,1200,900,353509280,6.56,8.34,7.3778,7.38225,0.0,0.0,USD,0.0,47197500,6621,11981,1690761600,1693440000,0.0001,0.00984,0.45681998,0.09,0.0001,47197500,-1.67,-0.10084033,0.14113986,0.16,1687478400,NYQ,EQUITY,KMF,KMF,Kayne Anderson Midstream Energy,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",1290609000,America/New_York,EDT,08f07ee8-0338-32cf-8fd6-5e7bc1909085,finmb_116231973,-14400000,7.49,none,0.0,0.0,0.0,
2,811 Main Street,14th Floor,Houston,TX,77002,United States,713-493-2020,https://www.kaynefunds.com/kmf/,Asset Management,Asset Management,Financial Services,Financial Services,"Kayne Anderson NextGen Energy & Infrastructure, Inc. is a close-ended equity mutual fund launched and managed by KA Fund Advisors, LLC. It invests in public equity markets of North America. The fund primarily invests in companies in the midstream/energy sector consisting of Midstream MLPs, Midstream Companies, Other MLPs and Other Energy companies. It invests in stocks of companies across diversified market capitalizations. Kayne Anderson NextGen Energy & Infrastructure, Inc. was formed on November 24, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': ""Mr. Michael Joseph O'Neil"", 'age': 39, 'title': 'Sec. & Chief Compliance Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.51,7.5,7.4738,7.51,7.51,7.5,7.4738,7.51,0.64,0.085200004,1687478400,9.49,36813,36813,105141,65260,65260,7.49,7.63,1200,900,353509280,6.56,8.34,7.3778,7.38225,0.0,0.0,USD,0.0,47197500,6621,11981,1690761600,1693440000,0.0001,0.00984,0.45681998,0.09,0.0001,47197500,-1.67,-0.10084033,0.14113986,0.16,1687478400,NYQ,EQUITY,KMF,KMF,Kayne Anderson Midstream Energy,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",1290609000,America/New_York,EDT,08f07ee8-0338-32cf-8fd6-5e7bc1909085,finmb_116231973,-14400000,7.49,none,0.0,0.0,0.0,
3,811 Main Street,14th Floor,Houston,TX,77002,United States,713-493-2020,https://www.kaynefunds.com/kmf/,Asset Management,Asset Management,Financial Services,Financial Services,"Kayne Anderson NextGen Energy & Infrastructure, Inc. is a close-ended equity mutual fund launched and managed by KA Fund Advisors, LLC. It invests in public equity markets of North America. The fund primarily invests in companies in the midstream/energy sector consisting of Midstream MLPs, Midstream Companies, Other MLPs and Other Energy companies. It invests in stocks of companies across diversified market capitalizations. Kayne Anderson NextGen Energy & Infrastructure, Inc. was formed on November 24, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Ron M. Logan Jr.', 'age': 62, 'title': 'Sr. VP', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.51,7.5,7.4738,7.51,7.51,7.5,7.4738,7.51,0.64,0.085200004,1687478400,9.49,36813,36813,105141,65260,65260,7.49,7.63,1200,900,353509280,6.56,8.34,7.3778,7.38225,0.0,0.0,USD,0.0,47197500,6621,11981,1690761600,1693440000,0.0001,0.00984,0.45681998,0.09,0.0001,47197500,-1.67,-0.10084033,0.14113986,0.16,1687478400,NYQ,EQUITY,KMF,KMF,Kayne Anderson Midstream Energy,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",1290609000,America/New_York,EDT,08f07ee8-0338-32cf-8fd6-5e7bc1909085,finmb_116231973,-14400000,7.49,none,0.0,0.0,0.0,
