,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604 683 1585,https://www.tinkaresources.com,Other Industrial Metals & Mining,Basic Materials,"Tinka Resources Limited, a junior mineral exploration company, engages in the acquisition and exploration of base and precious metals mineral properties in Peru. It primarily explores for zinc, lead, silver, gold, and copper deposits. The company's flagship project is the 100% owned the Ayawilca project that includes 59 granted mining concessions covering an area of approximately 16,548 hectares located in the Department of Pasco, Central Peru. The company was incorporated in 1987 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Dr. Graham Donald Carman B.Sc. (Hons), FAUSIMM', 'age': 59, 'title': 'Pres, CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 228965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0879,0.090105,0.090105,0.090105,0.0879,0.090105,0.090105,0.090105,0.0,1.361468,300,300,14608,32020,32020,0.0,0.0,0,0,36187248,0.08,0.13,0.1034,0.1024,0.0,0.0,USD,26528968,0.0,164746779,391304000,0.38786,0.20011999,0.194,0.46445873,1664496000,1696032000,1688083200,-342577,-0.0,-18.235,PNK,EQUITY,TKRFF,TKRFF,TINKA RESOURCES LIMITED,Tinka Resources Limited,1070029800,America/New_York,EDT,-14400000,0.090105,none,8729473,0.022,-1454871,0,20.996,21.221,-0.0118700005,-0.0045,-2853732,-264777,0.0,0.0,0.0,CAD,
1,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604 683 1585,https://www.tinkaresources.com,Other Industrial Metals & Mining,Basic Materials,"Tinka Resources Limited, a junior mineral exploration company, engages in the acquisition and exploration of base and precious metals mineral properties in Peru. It primarily explores for zinc, lead, silver, gold, and copper deposits. The company's flagship project is the 100% owned the Ayawilca project that includes 59 granted mining concessions covering an area of approximately 16,548 hectares located in the Department of Pasco, Central Peru. The company was incorporated in 1987 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Nick  DeMare CA, CPA', 'age': 68, 'title': 'CFO & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 85434, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0879,0.090105,0.090105,0.090105,0.0879,0.090105,0.090105,0.090105,0.0,1.361468,300,300,14608,32020,32020,0.0,0.0,0,0,36187248,0.08,0.13,0.1034,0.1024,0.0,0.0,USD,26528968,0.0,164746779,391304000,0.38786,0.20011999,0.194,0.46445873,1664496000,1696032000,1688083200,-342577,-0.0,-18.235,PNK,EQUITY,TKRFF,TKRFF,TINKA RESOURCES LIMITED,Tinka Resources Limited,1070029800,America/New_York,EDT,-14400000,0.090105,none,8729473,0.022,-1454871,0,20.996,21.221,-0.0118700005,-0.0045,-2853732,-264777,0.0,0.0,0.0,CAD,
2,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604 683 1585,https://www.tinkaresources.com,Other Industrial Metals & Mining,Basic Materials,"Tinka Resources Limited, a junior mineral exploration company, engages in the acquisition and exploration of base and precious metals mineral properties in Peru. It primarily explores for zinc, lead, silver, gold, and copper deposits. The company's flagship project is the 100% owned the Ayawilca project that includes 59 granted mining concessions covering an area of approximately 16,548 hectares located in the Department of Pasco, Central Peru. The company was incorporated in 1987 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Luis  Giraldo', 'title': 'Exploration Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0879,0.090105,0.090105,0.090105,0.0879,0.090105,0.090105,0.090105,0.0,1.361468,300,300,14608,32020,32020,0.0,0.0,0,0,36187248,0.08,0.13,0.1034,0.1024,0.0,0.0,USD,26528968,0.0,164746779,391304000,0.38786,0.20011999,0.194,0.46445873,1664496000,1696032000,1688083200,-342577,-0.0,-18.235,PNK,EQUITY,TKRFF,TKRFF,TINKA RESOURCES LIMITED,Tinka Resources Limited,1070029800,America/New_York,EDT,-14400000,0.090105,none,8729473,0.022,-1454871,0,20.996,21.221,-0.0118700005,-0.0045,-2853732,-264777,0.0,0.0,0.0,CAD,
3,1090 West Georgia Street,Suite 1305,Vancouver,BC,V6E 3V7,Canada,604 683 1585,https://www.tinkaresources.com,Other Industrial Metals & Mining,Basic Materials,"Tinka Resources Limited, a junior mineral exploration company, engages in the acquisition and exploration of base and precious metals mineral properties in Peru. It primarily explores for zinc, lead, silver, gold, and copper deposits. The company's flagship project is the 100% owned the Ayawilca project that includes 59 granted mining concessions covering an area of approximately 16,548 hectares located in the Department of Pasco, Central Peru. The company was incorporated in 1987 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Mariana Cecilia Bermudez', 'age': 47, 'title': 'Corp. Sec.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0879,0.090105,0.090105,0.090105,0.0879,0.090105,0.090105,0.090105,0.0,1.361468,300,300,14608,32020,32020,0.0,0.0,0,0,36187248,0.08,0.13,0.1034,0.1024,0.0,0.0,USD,26528968,0.0,164746779,391304000,0.38786,0.20011999,0.194,0.46445873,1664496000,1696032000,1688083200,-342577,-0.0,-18.235,PNK,EQUITY,TKRFF,TKRFF,TINKA RESOURCES LIMITED,Tinka Resources Limited,1070029800,America/New_York,EDT,-14400000,0.090105,none,8729473,0.022,-1454871,0,20.996,21.221,-0.0118700005,-0.0045,-2853732,-264777,0.0,0.0,0.0,CAD,
