,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1390 Ione Pass Trail,Reno,NV,89523,United States,(775) 355-9500,(775) 355-9506,https://scandiummining.com,Other Industrial Metals & Mining,Basic Materials,"Scandium International Mining Corp., an exploration stage company, focuses on the exploration, evaluation, and development of specialty metals assets in Australia. Its principal project is the Nyngan scandium project located in New South Wales, Australia. The company was formerly known as EMC Metals Corp. and changed its name to Scandium International Mining Corp. in November 2014. Scandium International Mining Corp. was incorporated in 2006 and is headquartered in Reno, Nevada.",5,"{'maxAge': 1, 'name': 'Mr. Peter B. Evensen', 'age': 63, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.035,0.04,0.04,0.04,0.035,0.04,0.0,1.415355,Infinity,36545,36545,112346,84360,84360,0.035,0.035,0,0,12455135,0.03,0.1,0.0397,0.05285,0.0,0.0,CAD,11058148,0.0,268146675,355860992,24365,15013,1690761600,1693440000,0.0001,0.38562,0.025290001,0.14,0.0001,0.004,8.75,1672444800,1703980800,1688083200,405316,0.0,-15.265,TOR,EQUITY,SCY.TO,SCY.TO,SCANDIUM INTERNATIONAL MINING C,Scandium International Mining Corp.,1417789800,America/Toronto,EDT,-14400000,0.035,none,1360814,0.004,-724423,0,1.574,1.617,-0.17577,0.41519,-1792856,-933306,0.0,0.0,0.0,USD,
1,1390 Ione Pass Trail,Reno,NV,89523,United States,(775) 355-9500,(775) 355-9506,https://scandiummining.com,Other Industrial Metals & Mining,Basic Materials,"Scandium International Mining Corp., an exploration stage company, focuses on the exploration, evaluation, and development of specialty metals assets in Australia. Its principal project is the Nyngan scandium project located in New South Wales, Australia. The company was formerly known as EMC Metals Corp. and changed its name to Scandium International Mining Corp. in November 2014. Scandium International Mining Corp. was incorporated in 2006 and is headquartered in Reno, Nevada.",5,"{'maxAge': 1, 'name': 'Mr. Rolf Christian B. Evensen', 'age': 65, 'title': 'CFO & Non-Independent Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.035,0.04,0.04,0.04,0.035,0.04,0.0,1.415355,Infinity,36545,36545,112346,84360,84360,0.035,0.035,0,0,12455135,0.03,0.1,0.0397,0.05285,0.0,0.0,CAD,11058148,0.0,268146675,355860992,24365,15013,1690761600,1693440000,0.0001,0.38562,0.025290001,0.14,0.0001,0.004,8.75,1672444800,1703980800,1688083200,405316,0.0,-15.265,TOR,EQUITY,SCY.TO,SCY.TO,SCANDIUM INTERNATIONAL MINING C,Scandium International Mining Corp.,1417789800,America/Toronto,EDT,-14400000,0.035,none,1360814,0.004,-724423,0,1.574,1.617,-0.17577,0.41519,-1792856,-933306,0.0,0.0,0.0,USD,
2,1390 Ione Pass Trail,Reno,NV,89523,United States,(775) 355-9500,(775) 355-9506,https://scandiummining.com,Other Industrial Metals & Mining,Basic Materials,"Scandium International Mining Corp., an exploration stage company, focuses on the exploration, evaluation, and development of specialty metals assets in Australia. Its principal project is the Nyngan scandium project located in New South Wales, Australia. The company was formerly known as EMC Metals Corp. and changed its name to Scandium International Mining Corp. in November 2014. Scandium International Mining Corp. was incorporated in 2006 and is headquartered in Reno, Nevada.",5,"{'maxAge': 1, 'name': 'Mr. Harry  de Jonge', 'title': 'Comptroller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.035,0.04,0.04,0.04,0.035,0.04,0.0,1.415355,Infinity,36545,36545,112346,84360,84360,0.035,0.035,0,0,12455135,0.03,0.1,0.0397,0.05285,0.0,0.0,CAD,11058148,0.0,268146675,355860992,24365,15013,1690761600,1693440000,0.0001,0.38562,0.025290001,0.14,0.0001,0.004,8.75,1672444800,1703980800,1688083200,405316,0.0,-15.265,TOR,EQUITY,SCY.TO,SCY.TO,SCANDIUM INTERNATIONAL MINING C,Scandium International Mining Corp.,1417789800,America/Toronto,EDT,-14400000,0.035,none,1360814,0.004,-724423,0,1.574,1.617,-0.17577,0.41519,-1792856,-933306,0.0,0.0,0.0,USD,
