,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Shojiro  Kojima', 'title': 'Pres & CEO of Japan Real Estate Asset Management Co., Ltd.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
1,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Mr. Yasuyuki  Sakurai', 'title': 'Director & Gen. Mang. of Compliance Department of Japan Real Estate Asset Management Co., Ltd.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
2,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Hirofumi  Inoue', 'title': 'Dy. Gen. Mang. of Corp. Admn., Dept., Compliance Dept. & Risk Management Dept', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
3,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Masaru  Motooka', 'title': 'Exec. Officer & GM of Planning Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
4,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Kiyokage  Tojima', 'title': 'Sr. Exec. Officer & GM of Leasing Management Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
5,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Miwako  Chiba', 'title': 'GM of Sustainability Management Department & Risk Management Department and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
6,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Masaaki  Fujino', 'title': 'Sr. Exec. Officer & GM of Corp. Admin. Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
7,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Kazuo  Nezu', 'title': 'Sr. Exec. Officer, In Charge of Strategic Planning Department and Fin. & Accounting Dept.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
8,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Ryuji  Fukuda', 'title': 'Gen. Mang. of Fin. & Accounting Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
9,"1-1-1, Otemachi",Chiyoda-ku,Tokyo,100-0004,Japan,81 3 32117951,81 3 32128886,https://www.j-re.co.jp,REIT—Office,Real Estate,"JRE shall invest in specified assets, primarily consisting of real estate assets and asset related securities which mainly invests in real estate assets with the goals of stable growth in value over a medium-to-long term period.","{'maxAge': 1, 'name': 'Mr. Jo  Kato', 'age': 68, 'title': 'Exec. Director', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,3881.42,169.05,0.0436,1695859200,0.9661,0.3506,23.310432,14,14,0,0,0,5470124032,3881.42,4420.25,0.07677081,3881.42,4052.3113,23167.0,5.968692,USD,442528497664,0.46247002,1350040,1385210,0.057239998,0.40374002,373945.47,0.010379641,1680220800,1711843200,1680220800,0.007,32952295424,166.51,2:1,1388016000,6.211,10.035,PNK,EQUITY,JREIF,JREIF,JAPAN REAL ESTATE INVESTMENT CO,Japan Real Estate Investment Corporation,1367847000,America/New_York,EDT,-14400000,3881.42,none,23341244416,16850.33,44096704512,460493160448,0.221,0.3,71252656128,88.899,51438.16,0.02106,0.06369,33900875000,31999950848,72981200896,0.007,-0.069,0.42736998,0.61888003,0.44484,JPY,
