,address1,city,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Zinkstraat 1,Balen,2490,Belgium,https://www.nyrstarnv.be,Other Industrial Metals & Mining,Basic Materials,"Nyrstar NV does not have significant operations. Previously, it was engaged in the mining, smelting, and producing of zinc, lead, and other base and precious metals primarily in Europe, Australia, Canada, and the United States. Nyrstar NV was founded in 2007 and is based in Balen, Belgium.","{'maxAge': 1, 'name': 'Mr. Martyn  Konig', 'age': 64, 'title': 'Exec. Chairman', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 213440, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,1457913600,0.0,5.000375,130,130,1,0,0,0.0,0.0,0,0,15917100,0.05,0.29,0.085,0.12135,0.0,0.0,USD,2268071,0.0,73243540,109873000,-0.023,1672444800,1703980800,1640908800,-848294,-0.01,1:10,1465430400,PNK,EQUITY,NYRSY,NYRSY,NYRSTAR NV ADR EA REPR 1 ORD SP,Nyrstar NV,1346160600,America/New_York,EDT,-14400000,0.085,none,15457819,0.141,8386685,1.801,1.801,-0.14369,0.0,0.0,0.0,EUR,
1,Zinkstraat 1,Balen,2490,Belgium,https://www.nyrstarnv.be,Other Industrial Metals & Mining,Basic Materials,"Nyrstar NV does not have significant operations. Previously, it was engaged in the mining, smelting, and producing of zinc, lead, and other base and precious metals primarily in Europe, Australia, Canada, and the United States. Nyrstar NV was founded in 2007 and is based in Balen, Belgium.","{'maxAge': 1, 'name': 'Anthony  Simms', 'title': 'Head of Legal & External Affairs, Head of IR, Insured Risk & Communications and Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,1457913600,0.0,5.000375,130,130,1,0,0,0.0,0.0,0,0,15917100,0.05,0.29,0.085,0.12135,0.0,0.0,USD,2268071,0.0,73243540,109873000,-0.023,1672444800,1703980800,1640908800,-848294,-0.01,1:10,1465430400,PNK,EQUITY,NYRSY,NYRSY,NYRSTAR NV ADR EA REPR 1 ORD SP,Nyrstar NV,1346160600,America/New_York,EDT,-14400000,0.085,none,15457819,0.141,8386685,1.801,1.801,-0.14369,0.0,0.0,0.0,EUR,
