,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,407 Iroquois Shore Rd.,Unit 8 Suites 112 & 160,Oakville,ON,L6H 1M3,Canada,866 493 9646,416 366 7777,https://www.sierrametals.com,Other Industrial Metals & Mining,Basic Materials,"Sierra Metals Inc., together with its subsidiaries, focuses on the production, exploration, and development of precious and base metals in Peru and Mexico. It primarily focuses on exploration of silver, copper, lead, zinc, and gold deposits. The company's flagship property is the 81.84% owned polymetallic Yauricocha Mine covering an area of 18,778 hectares located in the Yauyos province in Peru. The company was formerly known as Dia Bras Exploration Inc. and changed its name to Sierra Metals Inc. in December 2012. Sierra Metals Inc. was incorporated in 1996 and is headquartered in Oakville, Canada.",1336,"{'maxAge': 1, 'name': 'Mr. Ernesto  Balarezo Valdéz M.Sc.', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 774998, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.395,0.4,0.395,0.405,0.395,0.4,0.395,0.405,1637280000,0.0,1.651406,1.3064516,287345,287345,86859,153430,153430,0.395,0.405,0,0,66379500,0.13,0.81,0.32203048,0.39,0.3816,0.0,0.0,CAD,181372000,-0.33433,118783590,163900000,211564,391757,1690761600,1693440000,0.0013,0.01495,0.29278,4.17,0.518,0.78185326,1672444800,1703980800,1688083200,-68915000,-0.56,0.31,1:7,1291766400,0.88,6.838,TOR,EQUITY,SMT.TO,SMT.TO,SIERRA METALS INC,Sierra Metals Inc.,896880600,America/Toronto,EDT,-14400000,0.405,0.5,0.5,0.5,0.5,3.0,hold,1,4393000,0.027,26523000,86647000,0.278,0.45,206128000,72.565,1.255,-0.082270004,-0.46035,40523000,10720000,29721000,0.255,0.28948998,0.12866999,-0.22181,USD,
1,407 Iroquois Shore Rd.,Unit 8 Suites 112 & 160,Oakville,ON,L6H 1M3,Canada,866 493 9646,416 366 7777,https://www.sierrametals.com,Other Industrial Metals & Mining,Basic Materials,"Sierra Metals Inc., together with its subsidiaries, focuses on the production, exploration, and development of precious and base metals in Peru and Mexico. It primarily focuses on exploration of silver, copper, lead, zinc, and gold deposits. The company's flagship property is the 81.84% owned polymetallic Yauricocha Mine covering an area of 18,778 hectares located in the Yauyos province in Peru. The company was formerly known as Dia Bras Exploration Inc. and changed its name to Sierra Metals Inc. in December 2012. Sierra Metals Inc. was incorporated in 1996 and is headquartered in Oakville, Canada.",1336,"{'maxAge': 1, 'name': 'Mr. Rajesh  Vyas CPA, CPA', 'title': 'VP of Corp. Controller', 'fiscalYear': 2022, 'totalPay': 311312, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.395,0.4,0.395,0.405,0.395,0.4,0.395,0.405,1637280000,0.0,1.651406,1.3064516,287345,287345,86859,153430,153430,0.395,0.405,0,0,66379500,0.13,0.81,0.32203048,0.39,0.3816,0.0,0.0,CAD,181372000,-0.33433,118783590,163900000,211564,391757,1690761600,1693440000,0.0013,0.01495,0.29278,4.17,0.518,0.78185326,1672444800,1703980800,1688083200,-68915000,-0.56,0.31,1:7,1291766400,0.88,6.838,TOR,EQUITY,SMT.TO,SMT.TO,SIERRA METALS INC,Sierra Metals Inc.,896880600,America/Toronto,EDT,-14400000,0.405,0.5,0.5,0.5,0.5,3.0,hold,1,4393000,0.027,26523000,86647000,0.278,0.45,206128000,72.565,1.255,-0.082270004,-0.46035,40523000,10720000,29721000,0.255,0.28948998,0.12866999,-0.22181,USD,
2,407 Iroquois Shore Rd.,Unit 8 Suites 112 & 160,Oakville,ON,L6H 1M3,Canada,866 493 9646,416 366 7777,https://www.sierrametals.com,Other Industrial Metals & Mining,Basic Materials,"Sierra Metals Inc., together with its subsidiaries, focuses on the production, exploration, and development of precious and base metals in Peru and Mexico. It primarily focuses on exploration of silver, copper, lead, zinc, and gold deposits. The company's flagship property is the 81.84% owned polymetallic Yauricocha Mine covering an area of 18,778 hectares located in the Yauyos province in Peru. The company was formerly known as Dia Bras Exploration Inc. and changed its name to Sierra Metals Inc. in December 2012. Sierra Metals Inc. was incorporated in 1996 and is headquartered in Oakville, Canada.",1336,"{'maxAge': 1, 'name': 'Mr. Jose  Fernandez-Baca', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.395,0.4,0.395,0.405,0.395,0.4,0.395,0.405,1637280000,0.0,1.651406,1.3064516,287345,287345,86859,153430,153430,0.395,0.405,0,0,66379500,0.13,0.81,0.32203048,0.39,0.3816,0.0,0.0,CAD,181372000,-0.33433,118783590,163900000,211564,391757,1690761600,1693440000,0.0013,0.01495,0.29278,4.17,0.518,0.78185326,1672444800,1703980800,1688083200,-68915000,-0.56,0.31,1:7,1291766400,0.88,6.838,TOR,EQUITY,SMT.TO,SMT.TO,SIERRA METALS INC,Sierra Metals Inc.,896880600,America/Toronto,EDT,-14400000,0.405,0.5,0.5,0.5,0.5,3.0,hold,1,4393000,0.027,26523000,86647000,0.278,0.45,206128000,72.565,1.255,-0.082270004,-0.46035,40523000,10720000,29721000,0.255,0.28948998,0.12866999,-0.22181,USD,
3,407 Iroquois Shore Rd.,Unit 8 Suites 112 & 160,Oakville,ON,L6H 1M3,Canada,866 493 9646,416 366 7777,https://www.sierrametals.com,Other Industrial Metals & Mining,Basic Materials,"Sierra Metals Inc., together with its subsidiaries, focuses on the production, exploration, and development of precious and base metals in Peru and Mexico. It primarily focuses on exploration of silver, copper, lead, zinc, and gold deposits. The company's flagship property is the 81.84% owned polymetallic Yauricocha Mine covering an area of 18,778 hectares located in the Yauyos province in Peru. The company was formerly known as Dia Bras Exploration Inc. and changed its name to Sierra Metals Inc. in December 2012. Sierra Metals Inc. was incorporated in 1996 and is headquartered in Oakville, Canada.",1336,"{'maxAge': 1, 'name': 'Mr. Carlos Garcia Rosales', 'title': 'VP of Technical', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.395,0.4,0.395,0.405,0.395,0.4,0.395,0.405,1637280000,0.0,1.651406,1.3064516,287345,287345,86859,153430,153430,0.395,0.405,0,0,66379500,0.13,0.81,0.32203048,0.39,0.3816,0.0,0.0,CAD,181372000,-0.33433,118783590,163900000,211564,391757,1690761600,1693440000,0.0013,0.01495,0.29278,4.17,0.518,0.78185326,1672444800,1703980800,1688083200,-68915000,-0.56,0.31,1:7,1291766400,0.88,6.838,TOR,EQUITY,SMT.TO,SMT.TO,SIERRA METALS INC,Sierra Metals Inc.,896880600,America/Toronto,EDT,-14400000,0.405,0.5,0.5,0.5,0.5,3.0,hold,1,4393000,0.027,26523000,86647000,0.278,0.45,206128000,72.565,1.255,-0.082270004,-0.46035,40523000,10720000,29721000,0.255,0.28948998,0.12866999,-0.22181,USD,
4,407 Iroquois Shore Rd.,Unit 8 Suites 112 & 160,Oakville,ON,L6H 1M3,Canada,866 493 9646,416 366 7777,https://www.sierrametals.com,Other Industrial Metals & Mining,Basic Materials,"Sierra Metals Inc., together with its subsidiaries, focuses on the production, exploration, and development of precious and base metals in Peru and Mexico. It primarily focuses on exploration of silver, copper, lead, zinc, and gold deposits. The company's flagship property is the 81.84% owned polymetallic Yauricocha Mine covering an area of 18,778 hectares located in the Yauyos province in Peru. The company was formerly known as Dia Bras Exploration Inc. and changed its name to Sierra Metals Inc. in December 2012. Sierra Metals Inc. was incorporated in 1996 and is headquartered in Oakville, Canada.",1336,"{'maxAge': 1, 'name': 'Christina  Papadopoulos', 'title': 'Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.395,0.4,0.395,0.405,0.395,0.4,0.395,0.405,1637280000,0.0,1.651406,1.3064516,287345,287345,86859,153430,153430,0.395,0.405,0,0,66379500,0.13,0.81,0.32203048,0.39,0.3816,0.0,0.0,CAD,181372000,-0.33433,118783590,163900000,211564,391757,1690761600,1693440000,0.0013,0.01495,0.29278,4.17,0.518,0.78185326,1672444800,1703980800,1688083200,-68915000,-0.56,0.31,1:7,1291766400,0.88,6.838,TOR,EQUITY,SMT.TO,SMT.TO,SIERRA METALS INC,Sierra Metals Inc.,896880600,America/Toronto,EDT,-14400000,0.405,0.5,0.5,0.5,0.5,3.0,hold,1,4393000,0.027,26523000,86647000,0.278,0.45,206128000,72.565,1.255,-0.082270004,-0.46035,40523000,10720000,29721000,0.255,0.28948998,0.12866999,-0.22181,USD,
5,407 Iroquois Shore Rd.,Unit 8 Suites 112 & 160,Oakville,ON,L6H 1M3,Canada,866 493 9646,416 366 7777,https://www.sierrametals.com,Other Industrial Metals & Mining,Basic Materials,"Sierra Metals Inc., together with its subsidiaries, focuses on the production, exploration, and development of precious and base metals in Peru and Mexico. It primarily focuses on exploration of silver, copper, lead, zinc, and gold deposits. The company's flagship property is the 81.84% owned polymetallic Yauricocha Mine covering an area of 18,778 hectares located in the Yauyos province in Peru. The company was formerly known as Dia Bras Exploration Inc. and changed its name to Sierra Metals Inc. in December 2012. Sierra Metals Inc. was incorporated in 1996 and is headquartered in Oakville, Canada.",1336,"{'maxAge': 1, 'name': 'Mr. Alberto  Calle', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.395,0.4,0.395,0.405,0.395,0.4,0.395,0.405,1637280000,0.0,1.651406,1.3064516,287345,287345,86859,153430,153430,0.395,0.405,0,0,66379500,0.13,0.81,0.32203048,0.39,0.3816,0.0,0.0,CAD,181372000,-0.33433,118783590,163900000,211564,391757,1690761600,1693440000,0.0013,0.01495,0.29278,4.17,0.518,0.78185326,1672444800,1703980800,1688083200,-68915000,-0.56,0.31,1:7,1291766400,0.88,6.838,TOR,EQUITY,SMT.TO,SMT.TO,SIERRA METALS INC,Sierra Metals Inc.,896880600,America/Toronto,EDT,-14400000,0.405,0.5,0.5,0.5,0.5,3.0,hold,1,4393000,0.027,26523000,86647000,0.278,0.45,206128000,72.565,1.255,-0.082270004,-0.46035,40523000,10720000,29721000,0.255,0.28948998,0.12866999,-0.22181,USD,
