,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Masahiro  Moro', 'age': 62, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
1,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Jeffrey H.  Guyton', 'age': 55, 'title': 'Sr. Managing Exec. Officer, CFO & Representative Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
2,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Ichiro  Hirose', 'age': 62, 'title': 'Sr. Managing Exec. Officer, CTO & Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
3,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Akihiro  Kidani', 'age': 63, 'title': 'Managing Exec. Officer & Chief Information Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
4,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Yasuhiro  Aoyama', 'age': 57, 'title': 'Sr. Managing Exec. Officers & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
5,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Tetsuya  Fujimoto', 'age': 63, 'title': 'Sr. Managing Exec. Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
6,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Makoto  Yoshihara', 'age': 62, 'title': 'Sr. Managing Exec. Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
7,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Takeshi  Mukai', 'age': 60, 'title': 'Sr. Managing Exec. Officer & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
8,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Takeji  Kojima', 'age': 57, 'title': 'Sr. Managing Exec. Officer, CSO & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
9,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Ryuichi  Umeshita', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,10.9,11.0,11.0,11.0,10.9,11.0,11.0,11.0,0.34,0.032,1695859200,0.1719,1.073198,6.6265063,11.702127,9154,9154,290,1287,1287,0.0,0.0,165600,161600,6954859520,6.392,11.0,0.001617221,9.1856,8.23421,45.0,4.1284404,EUR,-77504159744,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0046285638,1680220800,1711843200,1688083200,1.483,165059002368,1.66,0.94,13337.8,1:5,1406592000,-0.018,-0.259,FRA,EQUITY,MZA.F,MZA.F,MAZDA MOTOR CORP,Mazda Motor Corporation,946882800,Europe/Berlin,CEST,7200000,11.0,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
