,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1066 West Hastings Street,Suite 1650,Vancouver,BC,V6E 3X1,Canada,604-687-4777,604-687-4770,https://www.entreeresourcesltd.com,Other Industrial Metals & Mining,Basic Materials,"Entrée Resources Ltd., an exploration stage company, engages in the development and exploration of mineral property interests located in Mongolia, Peru, Australia, and Canada. The company's principal asset is the Entrée/Oyu Tolgoi joint venture property comprising Hugo North Extension copper-gold porphyry deposit and the Heruga copper-gold-molybdenum porphyry deposit located in Mongolia. The company was formerly known as Entrée Gold Inc. and changed its name to Entrée Resources Ltd. in May 2017. Entrée Resources Ltd. was incorporated in 1995 and is headquartered in Vancouver, Canada.",4,"{'maxAge': 1, 'name': 'Mr. Stephen Victor Scott C.P.A., CAP, CPA', 'age': 61, 'title': 'Pres, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 403130, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.31,1.32,1.32,1.35,1.31,1.32,1.32,1.35,0.0,1.291845,21700,21700,43187,43750,43750,1.33,1.36,0,0,263931840,0.79,1.58,1.3108,1.27385,0.0,0.0,CAD,265838672,0.0,159365052,198444992,37366,18036,1690761600,1693440000,0.0002,0.52916,0.00226,1.28,0.00029999999,-0.313,1672444800,1703980800,1688083200,-9247000,-0.07,1:2,1034208000,-64.981,TOR,EQUITY,ETG.TO,ETG.TO,ENTREE RESOURCES LTD,Entrée Resources Ltd.,981469800,America/Toronto,EDT,-14400000,1.33,1.95,1.95,1.95,1.95,2.0,buy,1,6003000,0.03,-4091000,11879000,11.616,11.73,-0.32689,-1490875,-2626000,0.0,0.0,0.0,USD,
1,1066 West Hastings Street,Suite 1650,Vancouver,BC,V6E 3X1,Canada,604-687-4777,604-687-4770,https://www.entreeresourcesltd.com,Other Industrial Metals & Mining,Basic Materials,"Entrée Resources Ltd., an exploration stage company, engages in the development and exploration of mineral property interests located in Mongolia, Peru, Australia, and Canada. The company's principal asset is the Entrée/Oyu Tolgoi joint venture property comprising Hugo North Extension copper-gold porphyry deposit and the Heruga copper-gold-molybdenum porphyry deposit located in Mongolia. The company was formerly known as Entrée Gold Inc. and changed its name to Entrée Resources Ltd. in May 2017. Entrée Resources Ltd. was incorporated in 1995 and is headquartered in Vancouver, Canada.",4,"{'maxAge': 1, 'name': 'Mr. Duane  Lo C.A., CPA, C.P.C.', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 169817, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.31,1.32,1.32,1.35,1.31,1.32,1.32,1.35,0.0,1.291845,21700,21700,43187,43750,43750,1.33,1.36,0,0,263931840,0.79,1.58,1.3108,1.27385,0.0,0.0,CAD,265838672,0.0,159365052,198444992,37366,18036,1690761600,1693440000,0.0002,0.52916,0.00226,1.28,0.00029999999,-0.313,1672444800,1703980800,1688083200,-9247000,-0.07,1:2,1034208000,-64.981,TOR,EQUITY,ETG.TO,ETG.TO,ENTREE RESOURCES LTD,Entrée Resources Ltd.,981469800,America/Toronto,EDT,-14400000,1.33,1.95,1.95,1.95,1.95,2.0,buy,1,6003000,0.03,-4091000,11879000,11.616,11.73,-0.32689,-1490875,-2626000,0.0,0.0,0.0,USD,
2,1066 West Hastings Street,Suite 1650,Vancouver,BC,V6E 3X1,Canada,604-687-4777,604-687-4770,https://www.entreeresourcesltd.com,Other Industrial Metals & Mining,Basic Materials,"Entrée Resources Ltd., an exploration stage company, engages in the development and exploration of mineral property interests located in Mongolia, Peru, Australia, and Canada. The company's principal asset is the Entrée/Oyu Tolgoi joint venture property comprising Hugo North Extension copper-gold porphyry deposit and the Heruga copper-gold-molybdenum porphyry deposit located in Mongolia. The company was formerly known as Entrée Gold Inc. and changed its name to Entrée Resources Ltd. in May 2017. Entrée Resources Ltd. was incorporated in 1995 and is headquartered in Vancouver, Canada.",4,"{'maxAge': 1, 'name': 'Ms. Susan E. McLeod', 'age': 50, 'title': 'VP of Legal Affairs & Corp. Sec.', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 273922, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.31,1.32,1.32,1.35,1.31,1.32,1.32,1.35,0.0,1.291845,21700,21700,43187,43750,43750,1.33,1.36,0,0,263931840,0.79,1.58,1.3108,1.27385,0.0,0.0,CAD,265838672,0.0,159365052,198444992,37366,18036,1690761600,1693440000,0.0002,0.52916,0.00226,1.28,0.00029999999,-0.313,1672444800,1703980800,1688083200,-9247000,-0.07,1:2,1034208000,-64.981,TOR,EQUITY,ETG.TO,ETG.TO,ENTREE RESOURCES LTD,Entrée Resources Ltd.,981469800,America/Toronto,EDT,-14400000,1.33,1.95,1.95,1.95,1.95,2.0,buy,1,6003000,0.03,-4091000,11879000,11.616,11.73,-0.32689,-1490875,-2626000,0.0,0.0,0.0,USD,
