,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,128 Vouliagmenis Avenue,3rd Floor Glyfada,Athens,166 74,Greece,30 210 96 08 300,30 210 96 08 359,https://www.globusmaritime.gr,Marine Shipping,Industrials,"Globus Maritime Limited, an integrated dry bulk shipping company, provides marine transportation services worldwide. It owns, operates, and manages a fleet of dry bulk vessels that transport iron ore, coal, grain, steel products, cement, alumina, and other dry bulk cargoes. As of March 20, 2023, the company's fleet include nine vessels with a total carrying capacity of 626,257 deadweight tonnage. It charters its vessels to operators, trading houses, shipping companies and producers, and government-owned entities. The company was incorporated in 2006 and is based in Athens, Greece. Globus Maritime Limited is a subsidiary of Firment Trading Limited.",24,"{'maxAge': 1, 'name': 'Mr. Georgios  Feidakis', 'age': 71, 'title': 'Founder & Non-Exec. Chairman', 'yearBorn': 1951, 'fiscalYear': 2008, 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.9481,0.94,0.93,1.01,0.9481,0.94,0.93,1.01,1337731200,0.0,0.174965,7.3846154,1.2972972,148077,148077,54274,89200,89200,0.9501,0.975,1800,1200,19759008,0.68,1.74,0.48684296,0.8968,1.02735,0.0,0.0,USD,4380009,0.064229995,16392156,20582300,794376,908965,1690761600,1693440000,0.038599998,0.04161,0.08996,18.0,0.0403,8.363,0.11479134,1672444800,1703980800,1688083200,2607000,0.13,0.74,1:100,1603238400,0.108,0.863,NCM,EQUITY,GLBS,GLBS,Globus Maritime Limited,Globus Maritime Limited,1205242200,America/New_York,EDT,-14400000,0.96,2.0,buy,53234000,2.586,5077000,37855000,3.977,4.443,40586000,21.993,1.972,0.00035999998,0.01526,33724000,-853000,-1504000,-0.591,0.23784,0.12509,0.00301,USD,
1,128 Vouliagmenis Avenue,3rd Floor Glyfada,Athens,166 74,Greece,30 210 96 08 300,30 210 96 08 359,https://www.globusmaritime.gr,Marine Shipping,Industrials,"Globus Maritime Limited, an integrated dry bulk shipping company, provides marine transportation services worldwide. It owns, operates, and manages a fleet of dry bulk vessels that transport iron ore, coal, grain, steel products, cement, alumina, and other dry bulk cargoes. As of March 20, 2023, the company's fleet include nine vessels with a total carrying capacity of 626,257 deadweight tonnage. It charters its vessels to operators, trading houses, shipping companies and producers, and government-owned entities. The company was incorporated in 2006 and is based in Athens, Greece. Globus Maritime Limited is a subsidiary of Firment Trading Limited.",24,"{'maxAge': 1, 'name': 'Mr. Athanasios  Feidakis', 'age': 35, 'title': 'CEO, Pres, CFO & Director', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.9481,0.94,0.93,1.01,0.9481,0.94,0.93,1.01,1337731200,0.0,0.174965,7.3846154,1.2972972,148077,148077,54274,89200,89200,0.9501,0.975,1800,1200,19759008,0.68,1.74,0.48684296,0.8968,1.02735,0.0,0.0,USD,4380009,0.064229995,16392156,20582300,794376,908965,1690761600,1693440000,0.038599998,0.04161,0.08996,18.0,0.0403,8.363,0.11479134,1672444800,1703980800,1688083200,2607000,0.13,0.74,1:100,1603238400,0.108,0.863,NCM,EQUITY,GLBS,GLBS,Globus Maritime Limited,Globus Maritime Limited,1205242200,America/New_York,EDT,-14400000,0.96,2.0,buy,53234000,2.586,5077000,37855000,3.977,4.443,40586000,21.993,1.972,0.00035999998,0.01526,33724000,-853000,-1504000,-0.591,0.23784,0.12509,0.00301,USD,
2,128 Vouliagmenis Avenue,3rd Floor Glyfada,Athens,166 74,Greece,30 210 96 08 300,30 210 96 08 359,https://www.globusmaritime.gr,Marine Shipping,Industrials,"Globus Maritime Limited, an integrated dry bulk shipping company, provides marine transportation services worldwide. It owns, operates, and manages a fleet of dry bulk vessels that transport iron ore, coal, grain, steel products, cement, alumina, and other dry bulk cargoes. As of March 20, 2023, the company's fleet include nine vessels with a total carrying capacity of 626,257 deadweight tonnage. It charters its vessels to operators, trading houses, shipping companies and producers, and government-owned entities. The company was incorporated in 2006 and is based in Athens, Greece. Globus Maritime Limited is a subsidiary of Firment Trading Limited.",24,"{'maxAge': 1, 'name': 'Ms. Olga  Lambrianidou', 'age': 66, 'title': 'Corp. Sec.', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.9481,0.94,0.93,1.01,0.9481,0.94,0.93,1.01,1337731200,0.0,0.174965,7.3846154,1.2972972,148077,148077,54274,89200,89200,0.9501,0.975,1800,1200,19759008,0.68,1.74,0.48684296,0.8968,1.02735,0.0,0.0,USD,4380009,0.064229995,16392156,20582300,794376,908965,1690761600,1693440000,0.038599998,0.04161,0.08996,18.0,0.0403,8.363,0.11479134,1672444800,1703980800,1688083200,2607000,0.13,0.74,1:100,1603238400,0.108,0.863,NCM,EQUITY,GLBS,GLBS,Globus Maritime Limited,Globus Maritime Limited,1205242200,America/New_York,EDT,-14400000,0.96,2.0,buy,53234000,2.586,5077000,37855000,3.977,4.443,40586000,21.993,1.972,0.00035999998,0.01526,33724000,-853000,-1504000,-0.591,0.23784,0.12509,0.00301,USD,
