,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 London Wall Place,London,EC2Y 5AU,United Kingdom,44 020 7658 6000,44 020 7658 6965,https://www.schroders.com/en/uk/private-investor/fund-centre/prices-and-performance/?p=details&code=GB0006108418&sc=1861,Asset Management,Financial Services,"Schroder UK Mid Cap Fund plc is a closed-ended equity mutual fund launched and managed by Schroder Unit Trusts Ltd. The fund is co-managed by Schroder Investment Management Limited. It invests in the public equity markets of the United Kingdom. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in growth stocks of mid-cap companies. The fund employs fundamental analysis focusing on such factors as strong management teams with a proven record, good future prospects, and a strong business franchise within the firms' markets to create its portfolio. It benchmarks the performance of its portfolio against the FTSE 250 (ex-Investment Companies) Index. The fund was formerly known as Schroder UK Mid & Small Cap Fund plc. Schroder UK Mid Cap Fund plc was formed on April 1, 1983 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. John Joseph Johnston', 'age': 63, 'title': 'Fund Mang.', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,546.0,555.102,552.279,559.898,546.0,555.102,552.279,559.898,0.2,0.0365,1689206400,2.96,1.299549,63902,63902,35825,50147,50147,550.0,580.0,0,0,192271456,454.0,626.0,-14.465201,541.2,556.22,0.195,0.00035714285,GBp,205538608,0.0,34581200,0.044889998,0.38509998,6.286,88.45053,1664496000,1696032000,1680220800,-15839000,-0.45,-15.463,LSE,EQUITY,SCP.L,SCP.L,SCHRODER UK MID CAP FUND PLC OR,Schroder UK Mid Cap Fund plc,757324800,Europe/London,BST,3600000,556.0,none,5854000,0.169,25000000,0.295,0.295,-13292000,11.502,-0.384,-0.037609998,-0.06889,-79363000,0.0,0.0,1.15664,GBP,
1,1 London Wall Place,London,EC2Y 5AU,United Kingdom,44 020 7658 6000,44 020 7658 6965,https://www.schroders.com/en/uk/private-investor/fund-centre/prices-and-performance/?p=details&code=GB0006108418&sc=1861,Asset Management,Financial Services,"Schroder UK Mid Cap Fund plc is a closed-ended equity mutual fund launched and managed by Schroder Unit Trusts Ltd. The fund is co-managed by Schroder Investment Management Limited. It invests in the public equity markets of the United Kingdom. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in growth stocks of mid-cap companies. The fund employs fundamental analysis focusing on such factors as strong management teams with a proven record, good future prospects, and a strong business franchise within the firms' markets to create its portfolio. It benchmarks the performance of its portfolio against the FTSE 250 (ex-Investment Companies) Index. The fund was formerly known as Schroder UK Mid & Small Cap Fund plc. Schroder UK Mid Cap Fund plc was formed on April 1, 1983 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Andrew John Brough CFA', 'title': 'Lead Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,546.0,555.102,552.279,559.898,546.0,555.102,552.279,559.898,0.2,0.0365,1689206400,2.96,1.299549,63902,63902,35825,50147,50147,550.0,580.0,0,0,192271456,454.0,626.0,-14.465201,541.2,556.22,0.195,0.00035714285,GBp,205538608,0.0,34581200,0.044889998,0.38509998,6.286,88.45053,1664496000,1696032000,1680220800,-15839000,-0.45,-15.463,LSE,EQUITY,SCP.L,SCP.L,SCHRODER UK MID CAP FUND PLC OR,Schroder UK Mid Cap Fund plc,757324800,Europe/London,BST,3600000,556.0,none,5854000,0.169,25000000,0.295,0.295,-13292000,11.502,-0.384,-0.037609998,-0.06889,-79363000,0.0,0.0,1.15664,GBP,
2,1 London Wall Place,London,EC2Y 5AU,United Kingdom,44 020 7658 6000,44 020 7658 6965,https://www.schroders.com/en/uk/private-investor/fund-centre/prices-and-performance/?p=details&code=GB0006108418&sc=1861,Asset Management,Financial Services,"Schroder UK Mid Cap Fund plc is a closed-ended equity mutual fund launched and managed by Schroder Unit Trusts Ltd. The fund is co-managed by Schroder Investment Management Limited. It invests in the public equity markets of the United Kingdom. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in growth stocks of mid-cap companies. The fund employs fundamental analysis focusing on such factors as strong management teams with a proven record, good future prospects, and a strong business franchise within the firms' markets to create its portfolio. It benchmarks the performance of its portfolio against the FTSE 250 (ex-Investment Companies) Index. The fund was formerly known as Schroder UK Mid & Small Cap Fund plc. Schroder UK Mid Cap Fund plc was formed on April 1, 1983 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Ms. Jean  Roche C.F.A.', 'title': 'Co-Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,546.0,555.102,552.279,559.898,546.0,555.102,552.279,559.898,0.2,0.0365,1689206400,2.96,1.299549,63902,63902,35825,50147,50147,550.0,580.0,0,0,192271456,454.0,626.0,-14.465201,541.2,556.22,0.195,0.00035714285,GBp,205538608,0.0,34581200,0.044889998,0.38509998,6.286,88.45053,1664496000,1696032000,1680220800,-15839000,-0.45,-15.463,LSE,EQUITY,SCP.L,SCP.L,SCHRODER UK MID CAP FUND PLC OR,Schroder UK Mid Cap Fund plc,757324800,Europe/London,BST,3600000,556.0,none,5854000,0.169,25000000,0.295,0.295,-13292000,11.502,-0.384,-0.037609998,-0.06889,-79363000,0.0,0.0,1.15664,GBP,
