,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Dr. Tobias  Meyer', 'age': 47, 'title': 'CEO of Global Bus. Services & Chairman of the Management Board', 'yearBorn': 1975, 'fiscalYear': 2021, 'totalPay': 1580068, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
1,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Ms. Melanie  Kreis', 'age': 51, 'title': 'CFO & Member of the Management Board', 'yearBorn': 1971, 'fiscalYear': 2021, 'totalPay': 1892955, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
2,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Mr. Tim  Scharwath', 'age': 57, 'title': 'Member of the Management Board', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 1789322, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
3,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Dr. Thomas  Ogilvie', 'age': 46, 'title': 'Member of the Management Board', 'yearBorn': 1976, 'fiscalYear': 2021, 'totalPay': 1838543, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
4,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Mr. John  Pearson', 'age': 59, 'title': 'Member of the Management Board', 'yearBorn': 1963, 'fiscalYear': 2021, 'totalPay': 1620403, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
5,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Mr. Oscar  de Bok', 'age': 55, 'title': 'Member of the Management Board', 'yearBorn': 1967, 'fiscalYear': 2021, 'totalPay': 1433789, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
6,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Ms. Nikola  Hagleitner', 'age': 49, 'title': 'Head of Post?&?Parcel Germany Division and Member of the Management Board', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
7,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Mr. Pablo  Ciano', 'age': 53, 'title': 'Member of the Management Board', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
8,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Mr. Martin  Ziegenbalg', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
9,Platz der Deutschen Post,Bonn,53113,Germany,49 228 182 6 36 36,https://www.dpdhl.com,Integrated Freight & Logistics,Industrials,"Deutsche Post AG operates as a mail and logistics company in Germany, rest of Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through five segments: Express; Global Forwarding, Freight; Supply Chain; eCommerce Solutions; and Post & Parcel Germany. The Express segment offers time-definite courier and express services to business and private customers. The Global Forwarding, Freight segment provides air, ocean, and overland freight forwarding services; and offers multimodal and sector-specific solutions. This segment's business model is based on brokering transport services between customers and freight carriers. The Supply Chain segment delivers customized supply chain solutions to its customers based on modular components, including warehousing and transport services; and value-added services, such as e-fulfilment, omnichannel solutions and returns management, lead logistics partner, real estate solutions, service logistics, and packaging solutions for various industrial sectors. The eCommerce Solutions segment provides parcel delivery and cross-border non-time definite international services. The Post & Parcel Germany segment transports and delivers mail communication, parcels, physical and hybrid letters, and special products for the delivery of goods; and offers additional services, such as registered mail, cash on delivery, and insured items. Deutsche Post AG was founded in 1490 and is headquartered in Bonn, Germany.",586404,"{'maxAge': 1, 'name': 'Michiel  Greeven', 'title': 'Exec. VP of Sales Global & Europe- DHL Express', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,1,1,2,1693526400,1640908800,86400,2,44.069122,44.26,44.0691,44.0691,44.069122,44.26,44.0691,44.0691,2.03,0.0462,1683244800,0.5096,1.132132,11.299775,11.53642,52,52,1164,1470,1470,0.0,0.0,0,0,53321433088,28.56,51.74,0.5977873,48.0926,45.04705,1.85,0.041979507,USD,71393001472,0.04982,937430024,1191449984,0.2049,0.33226,18.448,2.3888292,1672444800,1703980800,1688083200,-0.327,4444000256,3.9,3.82,5.84,0.8,7.929,PNK,EQUITY,DPSTF,DPSTF,DEUTSCHE POST AG,Deutsche Post AG,1234535400,America/New_York,EDT,-14400000,44.069122,none,3732000000,3.132,9004000256,22054000640,0.718,0.937,89198002176,97.822,74.374,0.06545,0.21065001,15808000000,5008500224,10798999552,-0.316,-0.164,0.16662,0.10094,0.077199996,EUR,556.4652
