,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Iris House,"8, John Kennedy Street Off. 740B",Limassol,3106,Cyprus,357 2 5588767,https://www.frontlineplc.cy,Oil & Gas Midstream,Energy,"Frontline plc, a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2022, the company operated a fleet of 70 vessels. It is also involved in the charter, purchase, and sale of vessels. The company was founded in 1985 and is based in Limassol, Cyprus.",78,"{'maxAge': 1, 'name': 'Mr. Lars H. Barstad', 'age': 51, 'title': 'Chief Exec. Officer of Frontline Management AS', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1218000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,15.99,16.09,16.03,16.42,15.99,16.09,16.03,16.42,2.57,0.1607,1694649600,0.4707,0.266943,4.3457446,5.4466667,2365670,2365670,2526251,2804820,2804820,16.23,16.33,4000,900,3637659904,10.1,19.29,1.8922275,16.727,15.4229,2.57,0.16072544,USD,5416192000,0.42946,143108672,222623008,3983970,5282601,1690761600,1693440000,0.0179,0.35786,0.45212,1.95,0.0279,10.317,1.5837936,1672444800,1703980800,1688083200,3.499,825593984,3.76,3.0,-0.34,1:5,1454544000,2.817,5.323,NYQ,EQUITY,FRO,FRO,Frontline Plc,Frontline plc,997104600,America/New_York,EDT,-14400000,16.34,34.0,16.0,22.5,20.0,2.6,hold,4,519136000,2.332,1017478976,2298141952,1.676,1.92,1922422016,100.081,8.633,0.11394,0.39288,651998000,214801504,846748032,3.169,0.707,0.56104,0.52927,0.42991,USD,
1,Iris House,"8, John Kennedy Street Off. 740B",Limassol,3106,Cyprus,357 2 5588767,https://www.frontlineplc.cy,Oil & Gas Midstream,Energy,"Frontline plc, a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2022, the company operated a fleet of 70 vessels. It is also involved in the charter, purchase, and sale of vessels. The company was founded in 1985 and is based in Limassol, Cyprus.",78,"{'maxAge': 1, 'name': 'Ms. Inger Marie Klemp', 'age': 58, 'title': 'Chief Financial Officer of Frontline Management AS', 'yearBorn': 1964, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,15.99,16.09,16.03,16.42,15.99,16.09,16.03,16.42,2.57,0.1607,1694649600,0.4707,0.266943,4.3457446,5.4466667,2365670,2365670,2526251,2804820,2804820,16.23,16.33,4000,900,3637659904,10.1,19.29,1.8922275,16.727,15.4229,2.57,0.16072544,USD,5416192000,0.42946,143108672,222623008,3983970,5282601,1690761600,1693440000,0.0179,0.35786,0.45212,1.95,0.0279,10.317,1.5837936,1672444800,1703980800,1688083200,3.499,825593984,3.76,3.0,-0.34,1:5,1454544000,2.817,5.323,NYQ,EQUITY,FRO,FRO,Frontline Plc,Frontline plc,997104600,America/New_York,EDT,-14400000,16.34,34.0,16.0,22.5,20.0,2.6,hold,4,519136000,2.332,1017478976,2298141952,1.676,1.92,1922422016,100.081,8.633,0.11394,0.39288,651998000,214801504,846748032,3.169,0.707,0.56104,0.52927,0.42991,USD,
2,Iris House,"8, John Kennedy Street Off. 740B",Limassol,3106,Cyprus,357 2 5588767,https://www.frontlineplc.cy,Oil & Gas Midstream,Energy,"Frontline plc, a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2022, the company operated a fleet of 70 vessels. It is also involved in the charter, purchase, and sale of vessels. The company was founded in 1985 and is based in Limassol, Cyprus.",78,"{'maxAge': 1, 'name': 'Marios  Saveriades', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,15.99,16.09,16.03,16.42,15.99,16.09,16.03,16.42,2.57,0.1607,1694649600,0.4707,0.266943,4.3457446,5.4466667,2365670,2365670,2526251,2804820,2804820,16.23,16.33,4000,900,3637659904,10.1,19.29,1.8922275,16.727,15.4229,2.57,0.16072544,USD,5416192000,0.42946,143108672,222623008,3983970,5282601,1690761600,1693440000,0.0179,0.35786,0.45212,1.95,0.0279,10.317,1.5837936,1672444800,1703980800,1688083200,3.499,825593984,3.76,3.0,-0.34,1:5,1454544000,2.817,5.323,NYQ,EQUITY,FRO,FRO,Frontline Plc,Frontline plc,997104600,America/New_York,EDT,-14400000,16.34,34.0,16.0,22.5,20.0,2.6,hold,4,519136000,2.332,1017478976,2298141952,1.676,1.92,1922422016,100.081,8.633,0.11394,0.39288,651998000,214801504,846748032,3.169,0.707,0.56104,0.52927,0.42991,USD,
