,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,trailingEps,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HYI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Yield Defined Opportunity Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Pte. Ltd., Western Asset Management Company Ltd and Western Asset Management Company Limited. It invests fixed income markets across the globe. The fund invests in high-yield corporate fixed income securities with varying maturities. It invests in below investment grade fixed income securities. Western Asset High Yield Defined Opportunity Fund Inc. was formed on July 20, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kenneth Donald Fuller', 'age': 64, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.77,11.79,11.63,11.805,11.77,11.79,11.63,11.805,1.14,0.097799994,1695254400,8.0,52400,52400,65014,75420,75420,11.62,11.72,800,900,263995984,11.15,13.01,11.7278,11.91545,0.0,0.0,USD,0.0,22660600,7883,9947,1690761600,1693440000,0.00029999999,0.0,0.36332,0.1,22660600,-0.33,-0.04194081,0.14113986,0.095,1692748800,NYQ,EQUITY,HYI,HYI,Western Asset High Yield Define,Western Asset High Yield Defined Opportunity Fund Inc.,1288186200,America/New_York,EDT,e0f1e8d5-cd73-39c6-9622-8f47e7acc609,finmb_109846931,-14400000,11.65,none,0.0,0.0,0.0,
1,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HYI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Yield Defined Opportunity Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Pte. Ltd., Western Asset Management Company Ltd and Western Asset Management Company Limited. It invests fixed income markets across the globe. The fund invests in high-yield corporate fixed income securities with varying maturities. It invests in below investment grade fixed income securities. Western Asset High Yield Defined Opportunity Fund Inc. was formed on July 20, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephen Kenneth Leech', 'age': 67, 'title': 'Chief Investment Officer and Portfolio Mang.', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.77,11.79,11.63,11.805,11.77,11.79,11.63,11.805,1.14,0.097799994,1695254400,8.0,52400,52400,65014,75420,75420,11.62,11.72,800,900,263995984,11.15,13.01,11.7278,11.91545,0.0,0.0,USD,0.0,22660600,7883,9947,1690761600,1693440000,0.00029999999,0.0,0.36332,0.1,22660600,-0.33,-0.04194081,0.14113986,0.095,1692748800,NYQ,EQUITY,HYI,HYI,Western Asset High Yield Define,Western Asset High Yield Defined Opportunity Fund Inc.,1288186200,America/New_York,EDT,e0f1e8d5-cd73-39c6-9622-8f47e7acc609,finmb_109846931,-14400000,11.65,none,0.0,0.0,0.0,
2,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HYI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Yield Defined Opportunity Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Pte. Ltd., Western Asset Management Company Ltd and Western Asset Management Company Limited. It invests fixed income markets across the globe. The fund invests in high-yield corporate fixed income securities with varying maturities. It invests in below investment grade fixed income securities. Western Asset High Yield Defined Opportunity Fund Inc. was formed on July 20, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Keith J. Gardner', 'title': 'Co-Head of Emerging Markets Debt and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.77,11.79,11.63,11.805,11.77,11.79,11.63,11.805,1.14,0.097799994,1695254400,8.0,52400,52400,65014,75420,75420,11.62,11.72,800,900,263995984,11.15,13.01,11.7278,11.91545,0.0,0.0,USD,0.0,22660600,7883,9947,1690761600,1693440000,0.00029999999,0.0,0.36332,0.1,22660600,-0.33,-0.04194081,0.14113986,0.095,1692748800,NYQ,EQUITY,HYI,HYI,Western Asset High Yield Define,Western Asset High Yield Defined Opportunity Fund Inc.,1288186200,America/New_York,EDT,e0f1e8d5-cd73-39c6-9622-8f47e7acc609,finmb_109846931,-14400000,11.65,none,0.0,0.0,0.0,
3,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=HYI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset High Yield Defined Opportunity Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company, Western Asset Management Company Pte. Ltd., Western Asset Management Company Ltd and Western Asset Management Company Limited. It invests fixed income markets across the globe. The fund invests in high-yield corporate fixed income securities with varying maturities. It invests in below investment grade fixed income securities. Western Asset High Yield Defined Opportunity Fund Inc. was formed on July 20, 2010 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Michael C. Buchanan CFA', 'title': 'Head of Global Credit and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.77,11.79,11.63,11.805,11.77,11.79,11.63,11.805,1.14,0.097799994,1695254400,8.0,52400,52400,65014,75420,75420,11.62,11.72,800,900,263995984,11.15,13.01,11.7278,11.91545,0.0,0.0,USD,0.0,22660600,7883,9947,1690761600,1693440000,0.00029999999,0.0,0.36332,0.1,22660600,-0.33,-0.04194081,0.14113986,0.095,1692748800,NYQ,EQUITY,HYI,HYI,Western Asset High Yield Define,Western Asset High Yield Defined Opportunity Fund Inc.,1288186200,America/New_York,EDT,e0f1e8d5-cd73-39c6-9622-8f47e7acc609,finmb_109846931,-14400000,11.65,none,0.0,0.0,0.0,
