,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Badstrasse 41,Bad Teinach-Zavelstein,75385,Germany,49 7053 9262 220,49 7053 9262 67,https://www.mineralbrunnen-kgaa.de,Beverages—Non-Alcoholic,Consumer Defensive,"Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA produces and sells soft drinks in Germany. The company also offers various beverages, such as mineral and medicinal water, spritzers, fruit juices, cola, nectars, lemonades, ready-made cocktails, and other soft drinks. It provides its products under the Teinacher, Krumbach, Hirschquelle, afri, Bluna, Kisslegger, Deer Spring, African, Vaihinger, Merziger, Klindworth, Lindavia, and Cocktail Plant brands. The company was formerly known as Mineralbrunnen Überkingen-Teinach Aktiengesellschaft and changed its name to Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA in February 2016. The company was founded in 1923 and is based in Bad Teinach-Zavelstein, Germany.",405,"{'maxAge': 1, 'name': 'Mr. Martin  Adam', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,0.68,0.0586,1689724800,0.7073,3.62,0.348348,14.146342,1322,1322,209,439,439,11.6,12.3,50000,40000,106744712,10.6,14.3,0.76885074,12.954,12.4585,0.6,0.05172414,EUR,104108672,0.04338,1757942,2187360,0.4029,0.0057099997,8.836,1.3128113,1672444800,1703980800,1672444800,-0.312,6023427,0.82,10:1,979516800,0.75,5.35,FRA,EQUITY,MUT3.F,MUT3.F,MINERALBR.UEBERK.-VZ-,Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA,946882800,Europe/Berlin,CEST,7200000,11.6,none,1108527,0.146,19460296,16916666,0.566,3.519,138836720,25.151,18.239,0.03449,0.09093001,97955388,-2849750,21826792,-0.312,0.255,0.70554,0.14017001,0.05666,EUR,
1,Badstrasse 41,Bad Teinach-Zavelstein,75385,Germany,49 7053 9262 220,49 7053 9262 67,https://www.mineralbrunnen-kgaa.de,Beverages—Non-Alcoholic,Consumer Defensive,"Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA produces and sells soft drinks in Germany. The company also offers various beverages, such as mineral and medicinal water, spritzers, fruit juices, cola, nectars, lemonades, ready-made cocktails, and other soft drinks. It provides its products under the Teinacher, Krumbach, Hirschquelle, afri, Bluna, Kisslegger, Deer Spring, African, Vaihinger, Merziger, Klindworth, Lindavia, and Cocktail Plant brands. The company was formerly known as Mineralbrunnen Überkingen-Teinach Aktiengesellschaft and changed its name to Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA in February 2016. The company was founded in 1923 and is based in Bad Teinach-Zavelstein, Germany.",405,"{'maxAge': 1, 'name': 'Mr. Andreas  Gaupp', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,0.68,0.0586,1689724800,0.7073,3.62,0.348348,14.146342,1322,1322,209,439,439,11.6,12.3,50000,40000,106744712,10.6,14.3,0.76885074,12.954,12.4585,0.6,0.05172414,EUR,104108672,0.04338,1757942,2187360,0.4029,0.0057099997,8.836,1.3128113,1672444800,1703980800,1672444800,-0.312,6023427,0.82,10:1,979516800,0.75,5.35,FRA,EQUITY,MUT3.F,MUT3.F,MINERALBR.UEBERK.-VZ-,Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA,946882800,Europe/Berlin,CEST,7200000,11.6,none,1108527,0.146,19460296,16916666,0.566,3.519,138836720,25.151,18.239,0.03449,0.09093001,97955388,-2849750,21826792,-0.312,0.255,0.70554,0.14017001,0.05666,EUR,
