,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Schleissheimer Street 90,Garching bei München,85748,Germany,49 89 32007 0,49 89 444433 422,https://www.suss.com,Semiconductor Equipment & Materials,Technology,"SÜSS MicroTec SE, together with its subsidiaries, develops, manufactures, and markets systems for the production of microelectronics, microelectromechanical systems, and related applications. It operates through five segments: Lithography, Bonder, Photomask Equipment, Microoptics, and Others. The company develops, manufactures, and sells mask aligners, coaters and developers, UV projection scanners, and laser processing tool. It is also involved in the development, production, and sale of bonder systems, including microelectromechanical systems, compound semiconductors, and 3D integration markets. In addition, the company develops, manufactures, and sells specialized systems for the cleaning and processing of photomasks for the semiconductor industry. Further, it is involved in the production and sale of micro lenses and specialized optics for various industrial applications. The company operates in Europe, the Middle East, Africa, North America, and the Asia Pacific. It distributes its products through production facilities, as well as through distribution companies and trade representatives. SÜSS MicroTec SE was founded in 1949 and is headquartered in Garching, Germany.",1261,"{'maxAge': 1, 'name': 'Dr. Thomas  Rohe', 'age': 55, 'title': 'COO & Member of Management Board', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 408024, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,3,1,1,1693526400,1672444800,86400,2,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,0.22,0.010199999,1685577600,0.2712,1.919669,40.46875,200,200,3,0,0,0.0,0.0,0,0,571421312,15.95,26.33,1.7923738,24.6792,21.28845,0.2,0.007722008,USD,464775008,0.08497,18802674,19115500,0.07603,0.52136004,9.214,2.81094,1672444800,1703980800,1688083200,0.857,27088000,0.64,1.458,10.786,PNK,EQUITY,SESMF,SESMF,SUESS MICROTEC SE,SÜSS MicroTec SE,1010154600,America/New_York,EDT,-14400000,25.9,none,56795000,2.928,43089000,19110000,0.68,1.893,318807008,10.691,16.678,0.06757,0.16008,8596500,20611000,0.909,0.205,0.35772,0.13516,0.113350004,EUR,
1,Schleissheimer Street 90,Garching bei München,85748,Germany,49 89 32007 0,49 89 444433 422,https://www.suss.com,Semiconductor Equipment & Materials,Technology,"SÜSS MicroTec SE, together with its subsidiaries, develops, manufactures, and markets systems for the production of microelectronics, microelectromechanical systems, and related applications. It operates through five segments: Lithography, Bonder, Photomask Equipment, Microoptics, and Others. The company develops, manufactures, and sells mask aligners, coaters and developers, UV projection scanners, and laser processing tool. It is also involved in the development, production, and sale of bonder systems, including microelectromechanical systems, compound semiconductors, and 3D integration markets. In addition, the company develops, manufactures, and sells specialized systems for the cleaning and processing of photomasks for the semiconductor industry. Further, it is involved in the production and sale of micro lenses and specialized optics for various industrial applications. The company operates in Europe, the Middle East, Africa, North America, and the Asia Pacific. It distributes its products through production facilities, as well as through distribution companies and trade representatives. SÜSS MicroTec SE was founded in 1949 and is headquartered in Garching, Germany.",1261,"{'maxAge': 1, 'name': 'Mr. Burkhardt  Frick', 'title': 'CEO & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,3,1,1,1693526400,1672444800,86400,2,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,0.22,0.010199999,1685577600,0.2712,1.919669,40.46875,200,200,3,0,0,0.0,0.0,0,0,571421312,15.95,26.33,1.7923738,24.6792,21.28845,0.2,0.007722008,USD,464775008,0.08497,18802674,19115500,0.07603,0.52136004,9.214,2.81094,1672444800,1703980800,1688083200,0.857,27088000,0.64,1.458,10.786,PNK,EQUITY,SESMF,SESMF,SUESS MICROTEC SE,SÜSS MicroTec SE,1010154600,America/New_York,EDT,-14400000,25.9,none,56795000,2.928,43089000,19110000,0.68,1.893,318807008,10.691,16.678,0.06757,0.16008,8596500,20611000,0.909,0.205,0.35772,0.13516,0.113350004,EUR,
2,Schleissheimer Street 90,Garching bei München,85748,Germany,49 89 32007 0,49 89 444433 422,https://www.suss.com,Semiconductor Equipment & Materials,Technology,"SÜSS MicroTec SE, together with its subsidiaries, develops, manufactures, and markets systems for the production of microelectronics, microelectromechanical systems, and related applications. It operates through five segments: Lithography, Bonder, Photomask Equipment, Microoptics, and Others. The company develops, manufactures, and sells mask aligners, coaters and developers, UV projection scanners, and laser processing tool. It is also involved in the development, production, and sale of bonder systems, including microelectromechanical systems, compound semiconductors, and 3D integration markets. In addition, the company develops, manufactures, and sells specialized systems for the cleaning and processing of photomasks for the semiconductor industry. Further, it is involved in the production and sale of micro lenses and specialized optics for various industrial applications. The company operates in Europe, the Middle East, Africa, North America, and the Asia Pacific. It distributes its products through production facilities, as well as through distribution companies and trade representatives. SÜSS MicroTec SE was founded in 1949 and is headquartered in Garching, Germany.",1261,"{'maxAge': 1, 'name': 'Dr. Cornelia  Ballwießer', 'title': 'CFO & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,3,1,1,1693526400,1672444800,86400,2,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,0.22,0.010199999,1685577600,0.2712,1.919669,40.46875,200,200,3,0,0,0.0,0.0,0,0,571421312,15.95,26.33,1.7923738,24.6792,21.28845,0.2,0.007722008,USD,464775008,0.08497,18802674,19115500,0.07603,0.52136004,9.214,2.81094,1672444800,1703980800,1688083200,0.857,27088000,0.64,1.458,10.786,PNK,EQUITY,SESMF,SESMF,SUESS MICROTEC SE,SÜSS MicroTec SE,1010154600,America/New_York,EDT,-14400000,25.9,none,56795000,2.928,43089000,19110000,0.68,1.893,318807008,10.691,16.678,0.06757,0.16008,8596500,20611000,0.909,0.205,0.35772,0.13516,0.113350004,EUR,
3,Schleissheimer Street 90,Garching bei München,85748,Germany,49 89 32007 0,49 89 444433 422,https://www.suss.com,Semiconductor Equipment & Materials,Technology,"SÜSS MicroTec SE, together with its subsidiaries, develops, manufactures, and markets systems for the production of microelectronics, microelectromechanical systems, and related applications. It operates through five segments: Lithography, Bonder, Photomask Equipment, Microoptics, and Others. The company develops, manufactures, and sells mask aligners, coaters and developers, UV projection scanners, and laser processing tool. It is also involved in the development, production, and sale of bonder systems, including microelectromechanical systems, compound semiconductors, and 3D integration markets. In addition, the company develops, manufactures, and sells specialized systems for the cleaning and processing of photomasks for the semiconductor industry. Further, it is involved in the production and sale of micro lenses and specialized optics for various industrial applications. The company operates in Europe, the Middle East, Africa, North America, and the Asia Pacific. It distributes its products through production facilities, as well as through distribution companies and trade representatives. SÜSS MicroTec SE was founded in 1949 and is headquartered in Garching, Germany.",1261,"{'maxAge': 1, 'name': 'Sven  Kopsel', 'title': 'Head of Investor Relations & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,3,1,1,1693526400,1672444800,86400,2,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,0.22,0.010199999,1685577600,0.2712,1.919669,40.46875,200,200,3,0,0,0.0,0.0,0,0,571421312,15.95,26.33,1.7923738,24.6792,21.28845,0.2,0.007722008,USD,464775008,0.08497,18802674,19115500,0.07603,0.52136004,9.214,2.81094,1672444800,1703980800,1688083200,0.857,27088000,0.64,1.458,10.786,PNK,EQUITY,SESMF,SESMF,SUESS MICROTEC SE,SÜSS MicroTec SE,1010154600,America/New_York,EDT,-14400000,25.9,none,56795000,2.928,43089000,19110000,0.68,1.893,318807008,10.691,16.678,0.06757,0.16008,8596500,20611000,0.909,0.205,0.35772,0.13516,0.113350004,EUR,
